"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"769","34_277_A_1",34.277,21,25,43,17.7030291666667,10.49405625,1.53388125,753.333397301638,604.788783749202,190.985931710274,62559,NA,NA,34,34,277,"A","1",0,1985,"M","0013",1997,"","4-2",2003,140,1,1,2,95,90,1,2,2,2,2,4,"03/25/03 00:00:00","12/30/99 12:37:00",1,2,1,1,6,3,NA,NA,"0","0","",4,NA,50,0,6.5,0,2,"1",2,"PARCELA LOCALIZADA POR PINCHAZO DE FOTO  AEREA, Y LOCALIZANDO LOS PIES  DEL  IFN2. HAY 021 EN ESTADO 4    PERO   DOMINA   EL 3.  HAY 025 EN    ESTADO 4   PERO  DOMINA   EL 3. A 58   GRADOS PIE NO  ENTRA POR       DISTANCIA. PIE 10   MEDIDO A  1.2M.  POR   RAMA. A 200   GRADOS PIEN     ENTRA POR  DIAMETRO. PIE   30 MEDIDO A     1.2M. POR RAMA. PIE 43   COMPROBADO    PARAMETRO ESPECIAL.",23,51,"03/25/03 00:00:00","12/30/99 10:58:44","03/25/03 00:00:00","12/30/99 12:39:54",101,157,187,283,6,179410,4,35,179410,3,36,"D",2,"34.277.A.1","IFN3","34_277",23.1924242424242,23099.3947627064,13858.8587667909,29.7309666666667,1549.10811276111,0,14.9114155251142,8.94634703196347,15.6321498709883,10.6060606060606,59.9966315531602,45.7307114392108,729.101588120537,23.955488496171,44.5861879934023,-4.57520628272186,42.7109065317867,"1997_2007",5.22727272727273,15.5984848484848,10.4128787878788,650.518182927912,31.8680275177155
"770","34_279_A_1",34.279,25,21,26,13.2623097222222,6.20592847222222,0.731025,403.192522499468,215.743367302347,14.1471060526129,62560,NA,NA,34,34,279,"A","1",0,1985,"M","0006",1997,"","3-4",2003,62,1,1,2,100,65,1,2,2,2,3,4,"03/25/03 00:00:00","12/30/99 15:59:00",1,2,1,1,7,3,NA,NA,"0","K","",4,NA,180,0,0.2,0,2,"2",2,"A 91G. LARICIO NO ENTRA POR   DISTANCIA.

A 149G. LARICIO NO ENTRA          POR DISTACIA.

A 178G. SILVESTRE  NO ENTRA POR  DISTANCIA.

A LOS   GRADOS  Y   DISTANCIA DEL PIE 12 DEL   IFN2 NO  HAY  NI ARBOL NI TOCON, POR   LO  QUE  SE  DEBIO   EQUIVOCAR AL TOMAR  EL   RUMBO,SIENDO EL   RUMBO EL DEL  PIE 17   DEL  IFN3, YA QUE  ES EXTRAÑO  QUE NO   ENTRARA  ESTE  PIE.

PIE 18  COMPROBADO   RUMBO, A 344G.  Y  8.2M.   NO HAY NI   ARBOL NI TOCON.

A 362G.   LARICIO NO   ENTRA POR DIAMETRO.

PIE   21 COMPROBADO  RUMBO.

MODELO   COMBUSTIBLE MEZCLA ENTRE 07 Y 11    DEBIDO A LOS RESTOS LIGEROS DE LA CLARA    QUE SE ENCUENTRAN ESPARCIDOS POR EL    SUELO. LOS RUMBOS QUE VARIAN SE DEBEN A UN ERROR EN LA MEDICION DEL IFN2 PORQUE AHORA SE HAN COMPROBADO.",21,49,"03/25/03 00:00:00","12/30/99 14:27:50","03/25/03 00:00:00","12/30/99 16:02:45",95,157,285,85,10,335208,36,3,335208,35,4,"D",2,"34.279.A.1","IFN3","34_279",25.28125,12587.2107714867,6712.80182196483,20.1992631944444,633.082995854428,0,19.8824022346369,10.6033519553073,20.1554500025296,11.25,53.3303361946642,44.4993819530284,448.040110514244,35.3278455586691,65.7525294770119,-4.75803605908764,42.6992405663838,"1997_2007",5.27272727272727,15.5378787878788,10.405303030303,633.827273043719,31.0618897500542
"771","34_284_A_1",34.284,21,25,NA,18.4978673611111,7.54952152777778,NA,728.575961709565,346.604098289017,NA,62566,NA,NA,34,34,284,"A","1",0,1985,"M","0007",1997,"","3-4",2003,62,1,1,2,100,75,1,2,2,2,2,4,"03/25/03 00:00:00","12/30/99 13:59:00",1,2,1,1,7,3,NA,NA,"0","K","",4,NA,135,0,0.2,0,2,"2",2,"A 234G. SILVESTRE NO ENTRA POR      DISTANCIA.

PIE 25 COMPROBADO RUMBO. PIE 31 COMPROBADO RUMBO. 

A   384G. SILVESTRE NO ENTRA POR    DIAMETRO.

MODELO COMBUSTIBLE MEZCLA  ENTRE 07 Y 11  DEBIDO A QUE LOS RESTOS  LIGEROS DE LA  CLARA SE ENCUENTRAN  ESPARCIDOS POR EL  SUELO.",21,49,"03/25/03 00:00:00","12/30/99 12:44:52","03/25/03 00:00:00","12/30/99 14:01:46",77,157,85,285,10,335208,38,1,335208,37,2,"D",2,"34.284.A.1","IFN3","34_284",22.7602941176471,18491.6823213703,10240.7363938352,26.0473888888889,1075.18005999858,0,17.1986842105263,9.52467105263158,17.5629132279537,10.9117647058824,55.3802310458266,47.9421076436002,610.049336845808,27.9488798501574,52.0187267900345,-4.74558083660786,42.6904261594986,"1997_2007",5.28787878787879,15.4924242424242,10.3901515151515,626.000002579256,30.7010961695938
"772","34_286_A_4",34.286,25,21,26,16.4899159722222,10.9560770833333,3.56178888888889,477.464829275686,318.309886183791,74.2723067762178,62568,NA,NA,34,34,286,"A","4",0,1997,"","3-4",1985,"M","0008",2003,62,1,1,2,100,70,1,2,2,2,3,4,"05/14/03 00:00:00","12/30/99 12:51:00",1,2,1,1,8,2,NA,NA,"0","K","",4,NA,325,0,0.2,0,2,"2",2,"PARCELA A1 NO ENCONTRADA POR FALTA DE  REFERENCIAS CLARAS EN MASA  HOMOGENEA ACLARADA.

A 8G. LARICIO NO ENTRA   POR   DIAMETRO.

A  131G. LARICIO NO   ENTRA POR   DIAMETRO.

EL REBOLLO Y EL  MAJUELO   SOLO ESTAN PRESENTES.
HAY  RESTOS   LIGEROS DE LA CLARA  ESPARCIDOS  POR EL   SUELO.",21,49,"05/14/03 00:00:00","12/30/99 10:58:13","05/14/03 00:00:00","12/30/99 12:52:41",114,157,310,110,10,352849,16,23,352849,15,24,"D",2,"34.286.A.4","IFN3","34_286",27.3875,18261.0844927128,10895.0400487685,31.0077819444444,870.047022235694,0,20.9886178861789,12.5223577235772,21.3019346233901,13.5,59.6626123334366,49.2925604746691,672.917127323007,25.1127844514843,46.74015847227,-4.72117792895732,42.6907955522644,"1997_2007",5.28787878787879,15.4924242424242,10.3901515151515,626.000002579256,30.7010961695938
"773","34_293_A_1",34.293,25,21,43,13.6671965277778,7.18231875,1.72713125,519.906147433525,236.964026381266,159.154943091895,62575,NA,NA,34,34,293,"A","1",0,1985,"M","0007",1997,"","3-4",2003,62,1,1,2,100,90,1,2,2,1,3,4,"03/25/03 00:00:00","12/30/99 11:59:00",1,2,1,1,7,2,NA,NA,"0","0","",4,NA,240,0,5.5,0,2,"2",2,"

PIE  2  ENTRA POR PENDIENTE.

A 46G.  SILVESTRE  NO ENTRA POR DIAMETRO.

A  305G.  LARICIO  NO ENTRA POR  DIAMETRO.
 PIE 26 COMPROBADO RUMBO. 
LA PARCELA SE ENCUENTRA  ENTRE UNA ZONA  PODADA HACE TIEMPO Y  OTRA SIN PODAR.
MODELO COMBUSTIBLE  MEZCLA ENTRE 07 Y  08.",21,49,"03/25/03 00:00:00","12/30/99 10:35:15","03/25/03 00:00:00","12/30/99 12:00:58",86,157,240,40,10,335208,40,-1,335208,39,0,"D",2,"34.293.A.1","IFN3","34_293",22.475,15880.657060535,7584.6172324571,22.5766465277778,916.025116906686,0,17.3364864864865,8.27992277992278,17.7145891819192,9.86764705882353,47.7600971014331,43.9049924752994,526.968990129633,33.4836428994572,62.3200815653487,-4.74532877097875,42.6814250337568,"1997_2007",5.28787878787879,15.4924242424242,10.3901515151515,626.000002579256,30.7010961695938
"774","34_294_A_1",34.294,21,25,NA,11.5907736111111,10.3463138888889,NA,300.626003618025,343.067321775863,NA,62576,NA,NA,34,34,294,"A","1",0,1985,"M","0007",1997,"","3-4",2003,62,1,1,2,100,70,1,2,2,2,3,4,"05/14/03 00:00:00","12/30/99 15:12:00",1,2,1,1,7,3,NA,NA,"0","K","",4,NA,220,0,0.2,0,2,"1",2,"MARCO DE PLANTACION 2.5 X 2.5M.

A  131G. LARICIO NO ENTRA POR DIAMETRO.
A  184G. SILVESTRE NO ENTRA POR   DISTANCIA.
A 223G. SILVESTRE NO ENTRA   POR  DISTANCIA.
EL REBOLLO SOLO ESTA     PRESENTE.
EN LOS ALREDEDORES HAY PINO   PINASTER.

HAY RESTOS LIGEROS DE LA  CLARA TIRADOS  POR EL SUELO. COMPROBADOS RUMBOS PIES 25 Y 26.",21,49,"05/14/03 00:00:00","12/30/99 13:42:57","05/14/03 00:00:00","12/30/99 15:12:55",90,157,330,130,10,352849,14,25,352849,13,26,"D",2,"34.294.A.1","IFN3","34_294",26.21875,13189.7006505023,6785.30574048447,21.9370875,643.693325393888,0,20.4906593406593,10.5412087912088,20.8307563974022,11.4375,51.4439707183654,43.6233611442193,480.293690403187,34.4611201520538,64.1393717272051,-4.73312913437304,42.6816103216465,"1997_2007",5.28787878787879,15.4924242424242,10.3901515151515,626.000002579256,30.7010961695938
"775","34_299_A_1",34.299,21,25,NA,27.4585840277778,10.7429861111111,NA,1145.91559026165,311.236333157484,NA,62581,NA,NA,34,34,299,"A","1",0,1985,"M","0005",1997,"","3-3",2003,129,1,1,2,100,85,1,2,2,2,3,4,"05/13/03 00:00:00","12/30/99 11:27:00",1,2,1,1,8,3,NA,NA,"0","0","",4,NA,205,0,0.2,0,2,"1",2,"EL PIE 1 ESTA A 393G.

EL PIE 2 ESTA A 398G.

A 20G. SILVESTRE NO  ENTRA POR DIAMETRO.


PIE 18  MEDIDO A  1.20M.

EL PIE 18 TIENE  LA  BIFURCACION MUERTA.

EL PIE  21 TIENE LA   BIFURCACION  MUERTA.

PIE 24 COMPROBADA  ESPECIE.

A 233G.  SILVESTRE NO  ENTRA  POR  DIAMETRO.
 
A  267G. SILVESTRE NO ENTRA POR  DIAMETRO.

PIE 41 COMPROBADO  RUMBO.

PIE 42 COMPROBADO RUMBO. PIES 44, 48 Y 50 COMPROBADOS LOS RUMBOS. 

A  370G. SILVESTRE NO ENTRA POR  DIAMETRO.
 
EL REBOLLO SOLO ESTA PRESENTE.
SE OBSERVAN TOCONES ANTIGUOS  ASI COMO  RAMILLAS DE UNA ANTERIOR PODA  TIRADAS  POR EL SUELO.",21,49,"05/13/03 00:00:00","12/30/99 09:27:38","05/13/03 00:00:00","12/30/99 11:28:42",121,157,345,130,10,352849,22,17,352849,21,18,"D",2,"34.299.A.1","IFN3","34_299",24.79375,25854.7205052784,17441.6133746152,38.2015701388889,1457.15192341913,0,17.7433252427184,11.9696601941748,18.2701977938714,12.6875,67.4600731849116,51.1721704058482,880.864352006486,20.647692691534,38.429686295977,-4.79386716740827,42.6716699911931,"1997_2007",5.31818181818182,15.8484848484848,10.5833333333333,629.45454434915,30.5807875797158
"776","34_300_A_1",34.3,21,25,NA,19.1644444444444,11.0944930555556,NA,643.693325393888,378.435086907396,NA,62584,NA,NA,34,34,300,"A","1",0,1985,"M","0005",1997,"","3-3",2003,129,1,1,2,100,85,1,2,2,2,3,4,"05/13/03 00:00:00","12/30/99 13:30:00",1,2,1,1,8,3,NA,NA,"0","0","",4,NA,365,0,0.2,0,1,"1",2,"A 188G. SILVESTRE NO ENTRA POR  DISTANCIA.

A 398G. SILVESTRE NO ENTRA  POR  DIAMETRO.

EL REBOLLO SOLO ESTA  PRESENTE.

SE OBSERVAN TOCONES  ANTIGUOS  ASI COMO  RAMILLAS DE UNA  ANTIGUA PODA TIRADAS  POR EL SUELO. COMPROBADOS RUMBOS 31, 32 Y 36.",21,49,"05/13/03 00:00:00","12/30/99 11:57:03","05/13/03 00:00:00","12/30/99 13:31:06",94,157,110,310,10,352849,20,19,352849,19,20,"D",2,"34.300.A.1","IFN3","34_300",24.0810810810811,19633.3537798162,11878.2639194251,30.2589375,1022.12841230128,0,19.2083044982699,11.621107266436,19.4146321411576,13.0540540540541,60.5004323389537,54.2087542087542,681.175561478968,23.9608302826102,44.5961301782355,-4.78166975706792,42.6718604137397,"1997_2007",5.27272727272727,15.5378787878788,10.405303030303,633.827273043719,31.0618897500542
"779","34_304_A_1",34.304,21,25,NA,16.1866527777778,11.51120625,NA,969.076764603985,572.957795130823,NA,62589,NA,NA,34,34,304,"A","1",0,1985,"M","0008",1997,"","3-4",2003,179,1,1,2,100,85,1,2,2,2,3,4,"05/22/03 00:00:00","12/30/99 11:55:00",1,2,1,1,7,3,NA,NA,"0","0","",5,NA,254,0,5,0,1,"1",3,"A 91G. SILVESTRE NO ENTRA POR  DIAMETRO.

A 123G. SILVESTRE NO     ENTRA   POR  DIAMETRO.

A   221G. LARICIO   NO  ENTRA POR   DIAMETRO. 

A 269G. LARICIO  NO  ENTRA POR  DIAMETRO.

A  302G.  LARICIO   NO  ENTRA POR  DIAMETRO.

A   365G. SILVESTRE NO   ENTRA  POR DISTANCIA.

EL   MAJUELO SOLO  ESTA  PRESENTE.

PARCELA LOCALIZADA Y           LEVANTADA POR  AUXILIAR.

PRESENTE EN LA LOCALIZACION Y  LEVANTAMIENTO VICENTE SANDOVAL Y  ROBERTO BODES.",21,49,"05/21/03 00:00:00","12/30/99 18:27:00","05/22/03 00:00:00","12/30/99 11:59:47",214,157,200,365,10,352849,6,33,352849,5,34,"D",2,"34.304.A.1","IFN3","34_304",19.9516129032258,22965.1740940322,14783.7258249805,27.6978590277778,1542.03455973481,0,14.8927752293578,9.58715596330275,15.1227616055396,10.8709677419355,64.3745427944404,54.4866612772837,688.189937751792,23.4252772343775,43.599353640251,-4.72068095089374,42.6727930540631,"1997_2007",5.28787878787879,15.4924242424242,10.3901515151515,626.000002579256,30.7010961695938
"781","34_312_A_1",34.312,21,25,NA,13.1512263888889,5.50796875,NA,470.39127624938,169.765272631355,NA,62598,NA,NA,34,34,312,"A","1",0,1985,"M","0013",1997,"","4-4",2003,37,1,1,2,90,60,1,2,1,2,2,4,"03/13/03 00:00:00","12/30/99 11:35:00",1,2,1,1,5,4,NA,NA,"0","J","",0,NA,329,0,0.2,0,2,"1",2,"PARCELA LOCALIZADA POR PINCHAZO DE  FOTO AEREA, Y LOCALIZANDO LOS PIES   DEL   IFN2. HAY 021 EN ESTADO 4   PERO  DOMINA   EL 3. HAY 043 EN   ESTADO 3    PERO  DOMINA   EL 2. HAY   025 EN    ESTADO 3  PERO  DOMINA EL   4. EL MARCO  DE  PLANTACION  DE LOS    PINOS NO SE APRECIA, YA  QUE HAN    HECHO  CORTAS.  A 365 GRADO  PIE NO    ENTRA POR    DIAMETRO. LOS  ARBOLES QUE FALTAN SE HA COMPROBADO  LOS TOCONES.",23,51,"03/13/03 00:00:00","12/30/99 09:56:36","03/13/03 00:00:00","12/30/99 11:36:36",100,157,309,198,10,179410,36,3,179410,35,4,"D",2,"34.312.A.1","IFN3","34_312",24.2135135135135,12089.2326384347,7160.20405087871,18.6591951388889,640.156548880735,0,18.8848066298343,11.1850828729282,19.2645299257384,12.3918918918919,59.2279449409768,51.1775867842393,421.337134099645,31.894756265587,59.3628303212647,-4.56209696746106,42.6750660091548,"1997_2007",5.33333333333333,16.0757575757576,10.7045454545455,618.027270555496,29.8498352408802
"784","34_336_A_4",34.336,21,25,NA,16.9768645833333,7.58799861111111,NA,473.928052762533,215.743367302347,NA,62620,NA,NA,34,34,336,"A","4",0,1997,"","3-1",1985,"L","0002",2003,114,1,1,2,80,80,1,2,1,2,2,4,"04/08/03 00:00:00","12/30/99 11:43:00",1,2,1,1,8,2,NA,NA,"0","I","P",5,NA,131,0,5,0,2,"2",2,"

NO SE HA PODIDO LOCALIZAR LA PARCELA  POR HABERSE REALIZADO ENTRESACA  EN LA ZONA DE LA  PARCELA. A RUMBO  8   PIE NO ENTRA POR    DIAMETRO. PIE 15  ERA  BIFURCADO POR    ABAJO. A 338 GRADOS  PIE NO ENTRA POR    
DISTANCIA. NO HAY REGENERACION. HAY   ANCHUSA AZUREA.",23,51,"04/08/03 00:00:00","12/30/99 10:35:10","04/08/03 00:00:00","12/30/99 11:57:48",83,157,216,119,10,977946,38,1,977946,37,2,"D",2,"34.336.A.4","IFN3","34_336",26.6375,14516.1686817605,8986.94911992236,24.5648631944444,689.67142006488,0,21.0479487179487,13.0307692307692,21.2956607473604,13.4375,61.9099248358449,50.4458000938527,533.157793927793,28.3374265938287,52.7418937653321,-4.49062111682116,42.7480588119449,"1997_2007",5.52272727272727,16.0606060606061,10.7916666666667,627.563637950204,30.1834214645389
"785","34_354_A_1",34.354,25,21,NA,16.2109513888889,6.54291597222222,NA,505.759041380912,198.059484736581,NA,62638,NA,NA,34,34,354,"A","1",0,1985,"L","0010",1997,"","4-2",2003,4,1,1,2,90,75,1,2,1,3,2,5,"03/20/03 00:00:00","12/30/99 11:28:00",1,1,1,1,8,3,NA,NA,"0","F","K",0,NA,355,0,4.8,0,1,"1",2,"PARCELA ENCONTRADA POR PIES DEL  IFN2.PINCHADA EN ZONA DE   REPOBLACIONES   DE PINO LARICIO  Y SILVESTRE.SE  HAN   REALIZADO   CLARAS Y  CLAREOS.HAY  PASTOREO  DE VACUNO  EN LA ZONA.CON   RUMBO  95 NO ENTRA  025 POR   DISTANCIA.PIE  8  ENTRA POR  PENDIENTE  JUSTO.CON  RUMBO 165 NO  ENTRA 021 POR  DIAM.CON RUMBO  183 NO     ENTRA 021 POR   DIAM.CON RUMBO 322 NO   ENTRA 025 POR   DISTANCIA.CON RUMBO  352  NO ENTRA  025 POR  DISTANCIA.HAN  LIMPIADO  ALGUNAS CALLES DE PIES  RECIENTEMENTE. PIES 5 Y 17 COMPROBADO RUMBO.",20,66,"03/20/03 00:00:00","12/30/99 09:38:57","03/20/03 00:00:00","12/30/99 11:34:13",115,56,282,50,10,179322,18,21,179322,17,22,"D",2,"34.354.A.1","IFN3","34_354",25.75625,14026.6788123401,7756.15089334503,22.7538673611111,703.818526117493,0,19.9293969849246,11.0201005025126,20.2886113683584,12.75,55.2957046861408,49.5025479252609,503.392753168772,29.5637463918016,55.0243320909455,-4.24559793247525,42.714966069207,"1997_2007",5.66666666666667,16.3939393939394,11.030303030303,641.209091186523,30.4897694656416
"787","34_381_A_1",34.381,21,25,26,12.2314527777778,10.2919361111111,1.06433611111111,491.611935328299,275.868568025952,14.1471060526129,62665,NA,NA,34,34,381,"A","1",0,1984,"J","0009",1997,"","2-2",2003,73,1,1,2,100,70,1,2,2,2,3,4,"04/09/03 00:00:00","12/30/99 14:20:00",1,2,1,1,11,4,NA,NA,"0","K","S",4,NA,250,0,0.2,0,2,"1",2,"10% PARA EL REBOLLO.
MODELO COMBUSTIBLE MEZCLA ENTRE 11 Y  08.
SE OBSERVAN TOCONES MUY PODRIDOS Y  OTROS RECIENTES. COMPROBADOS LOS RUMBOS DE LOS PIES 25, 27 Y 29.",21,49,"04/09/03 00:00:00","12/30/99 14:20:37","04/09/03 00:00:00","12/30/99 15:45:10",85,157,200,0,10,277636,26,13,277636,25,14,"D",2,"34.381.A.1","IFN3","34_381",26.0125,15062.0701365657,10447.6378198546,23.587725,781.627609406864,0,19.2701357466063,13.3665158371041,19.6018987444875,14.6875,69.3638903890859,56.4632388274868,528.986629033184,24.3529835053917,45.3260095675017,-4.89116917699901,42.6610994538821,"1997_2007",5.48484848484848,15.5378787878788,10.5113636363636,618.881816907362,30.1726315168132
"788","34_383_A_4",34.383,21,25,NA,11.22626875,2.33660625,NA,290.015674078565,127.323954473516,NA,62667,NA,NA,34,34,383,"A","4",0,1997,"","2-2",1984,"J","0009",2003,129,1,1,2,100,75,1,2,2,2,3,4,"04/16/03 00:00:00","12/30/99 14:03:00",1,2,1,1,11,3,NA,NA,"0","K","",4,NA,135,0,1.2,0,3,"2",2,"PARCELA A1 NO ENCONTRADA POR FALTA DE  REFERENCIAS CLARAS EN MASA HOMOGENEA,  HABIENDO ACLARADO ESTA.

A 389G.    LARICIO NO ENTRA POR DISTANCIA.

LOS RESTOS LIGEROS DE LA CLARA SE  ENCUENTRAN ESPARCIDOS POR EL SUELO DE  LA PARCELA.",21,49,"04/16/03 00:00:00","12/30/99 13:00:26","04/16/03 00:00:00","12/30/99 14:04:27",64,157,230,30,10,277636,12,27,277636,11,28,"D",2,"34.383.A.4","IFN3","34_383",25.1445945945946,8279.94749494303,4244.13181578388,13.562875,417.339628552081,0,19.8398305084746,10.1694915254237,20.3416476008863,11.6351351351351,51.2579556618684,46.2729080453593,299.747551331856,42.0710891860425,78.3031200484979,-4.89089637523745,42.6520990091337,"1997_2007",5.48484848484848,15.5378787878788,10.5113636363636,618.881816907362,30.1726315168132
"789","34_384_A_1",34.384,21,25,NA,7.88563194444444,6.36707777777778,NA,300.626003618025,236.964026381266,NA,62668,NA,NA,34,34,384,"A","1",0,1984,"J","0010",1997,"","2-2",2003,129,1,1,2,95,70,1,2,2,1,3,4,"06/02/03 00:00:00","12/30/99 14:03:00",1,2,1,1,11,5,NA,NA,"0","K","",4,NA,170,0,1,0,2,"1",2,"MARCO DE PLANTACION 1.5 X 1.5M.

A 14G.  LARICIO NO ENTRA POR  DIAMETRO.

PIE  15  COMPROBADO  RUMBO.

EL REBOLLO  SOLO   ESTA  PRESENTE.

LOS RESTOS  LIGEROS DE  LA  CLARA SE  ENCUENTRAN  ESPARCIDOS POR   EL SUELO DE  LA  PARCELA. COMPROBADOS RUMBOS PIES 15 Y 17.",21,49,"06/02/03 00:00:00","12/30/99 12:32:36","06/02/03 00:00:00","12/30/99 14:10:40",98,157,20,150,10,352787,8,31,352787,7,32,"D",2,"34.384.A.1","IFN3","34_384",22.26,9736.03838540821,5642.92692673598,14.2527097222222,537.590029999291,0,18.1105263157895,10.4967105263158,18.3729196817375,11.2571428571429,57.9591688462656,50.5711718649724,327.916647430012,38.3130052933648,71.3085377856195,-4.8787034521451,42.6522996896006,"1997_2007",5.48484848484848,15.5378787878788,10.5113636363636,618.881816907362,30.1726315168132
"790","34_385_A_1",34.385,21,25,NA,23.3013,8.87896805555556,NA,969.076764603985,314.773109670637,NA,62669,NA,NA,34,34,385,"A","1",0,1984,"J","0009",1997,"","2-2",2003,245,1,1,2,100,80,1,2,2,2,3,4,"06/04/03 00:00:00","12/30/99 11:30:00",1,2,1,1,7,4,NA,NA,"0","N","",4,NA,280,0,0.2,0,2,"2",2,"MARCO DE PLANTACION 1.5 X 3M.  PIE 1 A 391G.
A 152G. SILVESTRE NO ENTRA POR  DIAMETRO.
A 234G. LARICIO NO ENTRA POR DISTANCIA.
A 261G. SILVESTRE NO ENTRA POR  DIAMETRO.
A 264G. SILVESTRE NO ENTRA POR  DIAMETRO.
A 356G. SILVESTRE NO ENTRA POR  DIAMETRO.
A 364G. SILVESTRE NO ENTRA POR  DIAMETRO.
A PARTIR DEL PIE 24 SE HAN COMPROBADO  TODOS LOS RUMBOS.
EL REBOLLO SOLO ESTA PRESENTE.
MODELO COMBUSTIBLE MEZCLA ENTRE 07 Y  11.
LAS RAMAS DE LA PODA SE ENCUENTRAN  ESPARCIDAS POR EL SUELO.",21,49,"06/04/03 00:00:00","12/30/99 09:25:20","06/04/03 00:00:00","12/30/99 10:36:45",71,157,170,5,10,352787,4,35,352787,3,36,"D",2,"34.385.A.1","IFN3","34_385",22.325,22688.0676542267,14285.0403366259,32.1802680555556,1283.84987427462,0,17.6719008264463,11.1267217630854,17.8645782001695,11.7833333333333,62.9627897551014,52.7808883911907,748.632917683095,23.6850723197078,44.0828867778095,-4.89062369863335,42.6430985487201,"1997_2007",5.48484848484848,15.5378787878788,10.5113636363636,618.881816907362,30.1726315168132
"791","34_387_A_1",34.387,25,21,NA,10.9086277777778,7.46108402777778,NA,459.78094670992,300.626003618025,NA,62671,NA,NA,34,34,387,"A","1",0,1984,"J","0010",1997,"","2-2",2003,245,1,1,2,100,60,1,2,2,2,3,4,"06/04/03 00:00:00","12/30/99 10:00:00",1,2,1,1,7,3,NA,NA,"0","N","",4,NA,100,0,1.5,0,2,"2",3,"A 32G. LARICIO NO ENTRA POR DISTANCIA.
A 204G. LARICIO NO ENTRA POR DIAMETRO.
A 326G. LARICIO NO ENTRA POR DISTANCIA.
EL REBOLLO SOLO ESTA PRESENTE.
LOS RESTOS DE LA PODA SE ENCUENTRAN  TIRADOS POR EL SUELO. PIE 1 COMPROBADO RUMBO.",21,49,"06/04/03 00:00:00","12/30/99 11:10:30","06/04/03 00:00:00","12/30/99 12:21:40",71,157,190,390,10,353398,40,-1,353398,39,0,"D",2,"34.387.A.1","IFN3","34_387",21.4457142857143,13179.6208374399,6716.33859847798,18.3697118055556,760.406950327944,0,17.3323255813953,8.83255813953488,17.5381262423619,9.64285714285714,50.960028982007,44.9640287769784,430.472474536419,37.6072197912508,69.9949229501173,-4.86624123966467,42.6434984873872,"1997_2007",5.40151515151515,15.8409090909091,10.6212121212121,615.763636372306,29.8606906690464
"792","34_388_A_1",34.388,21,25,NA,15.321425,13.7552256944444,NA,682.597867038573,587.104901183436,NA,62672,NA,NA,34,34,388,"A","1",0,1984,"J","0009",1997,"","2-2",2003,245,1,1,2,100,85,1,3,2,1,3,4,"06/05/03 00:00:00","12/30/99 13:17:00",1,2,1,1,6,3,NA,NA,"0","N","",4,NA,160,0,0.2,0,3,"2",2,"PARCELA CON SUBPISO DE REBOLLO.

A 33G.  SILVESTRE NO ENTRA POR  DIAMETRO.

A 145G. SILVESTRE NO  ENTRA POR  DISTANCIA.

A 167G.  SILVESTRE NO ENTRA  POR  DIAMETRO.

A  291G. SILVESTRE NO  ENTRA POR DIAMETRO.
 EL PIE 33 COMPROBADO RUMBO. 
EL REBOLLO ESTA  HIBRIDADO  CON EL ROBLE.
PARTE DE LOS  RESTOS DE LA PODA SE  ENCUENTRAN  TIRADOS EN EL SUELO.",21,49,"06/05/03 00:00:00","12/30/99 11:12:49","06/05/03 00:00:00","12/30/99 13:19:39",127,157,110,310,10,353398,38,1,353398,37,2,"D",2,"34.388.A.1","IFN3","34_388",21.6328571428571,21458.1536217776,13374.3203844889,29.0766506944444,1269.70276822201,0,16.900139275766,10.533426183844,17.0756095500037,11.1,62.3274519337745,51.3108366902199,688.608182079117,25.2828476675679,47.0566817827537,-4.8903511471193,42.6340980726425,"1997_2007",5.48484848484848,15.5378787878788,10.5113636363636,618.881816907362,30.1726315168132
