"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"9037",9,1423,"A","1",0,"1985","K","0008","1997","","2-3",2018,1,1,2,95,95,1,1,2,2,1,4,1,2,1,1,7,2,NA,NA,0,0,NA,5,NA,280,NA,5,NA,2,3,2,"[Pies Mayores]
PIE 018-032-037-67 ALTURA COMPROBADA.
A 164G-163G-192G-196G 021 NO POR DISTANCIA 
",2018-11-14,2000-01-01,2018-11-16,2000-01-01,9,"9.1423","9.1423.A.1"
"9052",9,1451,"A","1",0,"1985","K","0008","1997","","2-3",2018,1,1,2,100,95,1,1,2,2,2,4,1,2,1,1,9,4,NA,NA,0,0,NA,1,5,262,NA,6.25,NA,2,2,2,"PEDIR LLAVE GUARDERIA FORESTAL.
LOCALIZADA POR CROQUIS Y PIES MAYORES IFN3.
COMPROBADO PAE PIES: 9, 11, 17, 36, 38, 58.
COMPROBADA FORMA PIE 999.
COMPROBADA ALTURAS PIES 20, 22, 999, 999, 59, 66.
COMPROBADO DIAMETROS PIE 38.
COMPROBADO RUMBO PIE 59.
PIES NO E NTRAN POR DIAMETRO: 043 A 276G-13,5M (183-232), 021 A 279G-10,5M (216-214), 022 A 318G-5,1M (120-126), 021 A 358G-11,8M (220-222), 043 A 385G-5,8M (125-113), 043 A 392G-5,1M (120-112).
021 NI POR DIAMETRO NI POR DISTANCIA A 399G-15M (219-218).
",2018-12-12,2000-01-01,2018-12-12,2000-01-01,9,"9.1451","9.1451.A.1"
"9063",9,1478,"A","1",0,"1985","L","0007","1997","","4-1",2018,1,1,2,100,65,1,2,2,2,2,4,1,2,1,1,7,4,NA,NA,0,0,0,5,0,80,NA,6.5,NA,3,2,3,"[Pies Mayores]DIFICULTAD PARA ENCONTRAR LA PARCELA POR FALSAS REFERENCIAS ANTIGUO CAPATAZ, SEGUN SU CROQUIS LA PARCELA ESTA A UNOS 125MTS DEL MISMO. VER CROQUIS. 043 A 30G NO ENTRA POR DIST.N2 ALTURA COMPROBADA Y PAE TAMBIEN N4 ALTURA COM Y PAE COMP.N7 ALTURA Y PAE COMP.N6 PAE COMP",2018-11-30,2000-01-01,2018-11-30,2000-01-01,9,"9.1478","9.1478.A.1"
"9105",9,1549,"A","1",0,"1985","M","0004","1997","","3-3",2018,1,1,2,100,60,1,1,3,3,2,4,1,2,1,1,7,3,NA,NA,0,0,0,0,0,100,NA,6,NA,1,2,2,"[ClaEsp. Resto de especies=10%]
[Pies Mayores]N1 PAE COMP.N3 MEDIDO A 1.10MTS.N10 MEDIDO A 1.10MTS.
[Matorral]HAY CODESO.(5%-5DM.)
[Riesgos]PARCELA EN UN CLARO DE LA MASA DE PINO Y TESELA.",2018-12-10,2000-01-01,2018-12-10,2000-01-01,9,"9.1549","9.1549.A.1"
"9213",9,1745,"A","1",0,"1997","","2-1","1984","J","0008",2018,1,1,2,100,95,1,1,2,2,1,4,1,2,1,1,6,6,NA,NA,0,0,0,0,0,245,NA,7.5,NA,3,1,3,"[Pies Mayores]N10 ALTURA COMP..N35 DMS COMP.043 A 306G NO ENTRA POR DM.N43FORMA COMP
[Selvicultura]TERRAZAS DESECHAS",2018-11-15,2000-01-01,2018-11-15,2000-01-01,9,"9.1745","9.1745.A.1"
"9218",9,1753,"A","1",0,"1984","J","0008","1997","","2-1",2018,1,1,2,95,65,1,1,3,2,2,4,1,2,1,1,5,4,NA,NA,0,0,0,0,0,345,NA,9.25,NA,1,2,2,"[Pies Mayores]043 A 64G NO ENTRA POR DM.043 A  72G NO ENTRA POR DIST.N9 ALTURA COMP.N28 DMS COMP.",2018-11-16,2000-01-01,2018-11-16,2000-01-01,9,"9.1753","9.1753.A.1"
"9280",9,1871,"A","1",0,"1984","J","0004","1997","","1-2",2018,1,1,1,95,80,1,2,1,2,2,4,1,2,1,1,8,3,NA,NA,1,1,4,0,0,380,NA,1.5,NA,1,2,1,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Localización]RUMBOS FOTOS COMPROBADOS.
[ClaEsp. Resto de especies=10%]10% RESTO ESPECIES.
COMPROBADA ESPECIE DE ARCE.
[Pies Mayores]PIE 1 MEDIDO CON CINTA 359 CM. PIE 2 270 CM. PIE 3 270 CM. PIE 28 258 CM. PIE 29 319 CM.
PIES 1-2-3-28-29 FORMA COMPROBADA.
A 178 G Y 17.5 M UN 021 NO POR DIAMETRO 424-412.
NO PUEDO SACAR LA BARRENA A LAS FRONDOSAS.
NO SE BARRENA PIE SUGERIDO POR ESTAR BIFURCADO.
TENEMOS QUE RESGUARDARNOS EN EL COCHE VARIAS VECES POR LA LLUVIA.",2018-11-12,2000-01-01,2018-11-12,2000-01-01,9,"9.1871","9.1871.A.1"
"9341",9,1984,"A","1",0,"1984","M","0003","1997","","3-3",2018,1,1,2,100,100,1,2,2,1,2,4,1,2,1,1,5,2,NA,NA,1,4,NA,4,NA,50,NA,2.5,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Matorral]A MAS DE 10 M HAY ERICA ARBOREA Y AUSTRALIS Y ZARZA.
[Pies Mayores]PIE 3 MEDIDO A 1.5 M PARA RESPETAR DECISION IFN 3.
PIE 6 YA NO ES BIFURCADO.
PIE 7 IFN 3 CORTADO Y TIRADO EN EL SUELO.
A 125 H Y 7.8 M UN 043 NO POR DIAMETRO 127-119.
A 160 G Y 2.3 M UN 043 NO POR DIAMETRO 72-70.
PIES 36-39 FORMA COMPROBADA.
A 276 G UN 043 NO POR DISTANCIA 5.05 M.
PIE 52 FORMA COMPROBADA LE HA CAIDO UN PINO ENCIMA.",2018-11-18,2000-01-01,2018-11-18,2000-01-01,9,"9.1984","9.1984.A.1"
"9342",9,1986,"A","1",0,"1997","","3-3","1984","M","0003",2018,1,1,1,100,80,1,1,3,2,2,4,1,2,1,1,6,2,NA,NA,1,0,NA,0,NA,75,NA,2,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]PIE 32 MEDIDO CON CINTA 220 CM.
EMPIEZA A LLOVER DURANTE EL LEVANTAMIENTO.",2018-11-18,2000-01-01,2018-11-18,2000-01-01,9,"9.1986","9.1986.A.1"
"9346",9,1992,"A","1",0,"1984","M","0007","1997","","3-4",2018,1,1,1,95,75,1,1,3,2,2,4,1,2,1,1,6,2,NA,NA,0,0,NA,0,NA,5,NA,5,NA,2,3,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
ESTA LLOVIENDO Y EN OCASIONES NEVANDO DURANTE EL LEVANTAMIENTO.
EL VERTEX NO FUNCIONA CON LA LLUVIA POR LO QUE SE TOMAN DISTANCIAS Y ALTURAS CON CINTA-HIPSOMETRO.
AL HACER LA BARRENA COMO LOS ARBOLES TIENEN HONGOS NO SALEN LOS CANUTILLOS.
[Pies Mayores]PIE 12 MEDIDO CON CINTA 208 CM. PIE 18-212 CM. PIE 22-228 CM. PIE 24-260 CM.
PIE 18 MEDIDO A 1.1 M. PIE 30 A 1.6 M.
PIE 22 FORMA COMPROBADA.
A 269 G UN 021 NO POR DISTANCIA 25.1 M AL LATERAL.",2018-11-20,2000-01-01,2018-11-20,2000-01-01,9,"9.1992","9.1992.A.1"
"9351",9,1998,"A","1",0,"1997","","3-3","1984","M","0003",2018,1,1,1,100,95,1,2,2,2,2,4,1,2,1,1,5,2,NA,NA,0,0,NA,0,NA,250,NA,2.5,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[ClaEsp. Resto de especies=10%]10% RESTO ESPECIES.
[Pies Mayores]A 53 G Y 13.7 M UN 021 NO POR DIAMETRO 222-217.
PIES 7-8 ALTURA COMPROBADA.
A 153 G UN 043 NO POR DISTANCIA 10.08 M.
A 164 G UN 021 A 10.05 M Y DIAMETRO 223-223.
A 385 G Y 8.2 M UN 043 NO POR DIAMETRO 133-111.",2018-11-28,2000-01-01,2018-11-28,2000-01-01,9,"9.1998","9.1998.A.1"
"9504",9,2293,"A","1",0,"1984","J","0005","1997","","1-2",2018,1,1,1,100,90,1,1,2,2,2,4,1,2,1,1,8,2,NA,NA,1,0,NA,0,NA,200,NA,2.75,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]A 27 G Y 10.6 M UN 043 NO POR DIAMETRO 225-216.
PIE 4 MEDIDO A 1.0 M. 29 A 1.35 M. 40 A 0.4 M.
A 300 G Y 8.8 M UN 021 NO POR DIAMETRO 124-124.
A 306 G Y 0.5 M UN 043 NO POR DIAMETRO 75-72.
A 369 G UN 021 NO POR DISTANCIA 15.05 M.
PIE 56 TAMBIEN TIENE MUERDAGO.
NO SE BARRENA 043 SUGERIDO POR TENER EL TRONCO MUY DANADO POR HONGOS.",2018-11-29,2000-01-01,2018-11-29,2000-01-01,9,"9.2293","9.2293.A.1"
"9505",9,2295,"A","1",0,"1984","J","0006","1997","","1-2",2018,1,1,1,95,85,1,1,3,2,2,4,1,2,1,1,6,2,NA,NA,1,0,NA,0,NA,300,NA,8.5,NA,2,3,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]A 310 G UN 357 NO POR DISTANCIA 15.2 M.
A 345 G Y 4.4 M UN 043 NO POR DIAMETRO 72-76.",2018-11-29,2000-01-01,2018-11-29,2000-01-01,9,"9.2295","9.2295.A.1"
"9511",9,2306,"A","1",0,"1985","J","0005","1997","","1-2",2018,1,1,1,100,95,1,1,3,2,1,4,1,2,1,1,4,3,NA,NA,0,0,NA,0,NA,380,NA,6,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]PIE 1 BIFURCACION ROTA.
A 370 G Y 9 M UN 043 NO POR DIAMETRO 122-125
PIE 10 MEDIDO A 1.1 M.
LLUVIA Y NIEVE DURANTE EL LEVANTAMIENTO.",2018-11-23,2000-01-01,2018-11-23,2000-01-01,9,"9.2306","9.2306.A.1"
"9512",9,2308,"A","1",0,"1997","","1-2","1984","J","0006",2018,1,1,1,100,90,1,1,4,2,2,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,360,NA,6,NA,2,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]A 188 G Y 6.3 M UN 043 NO POR DIAMETRO 121-126.",2018-12-03,2000-01-01,2018-12-03,2000-01-01,9,"9.2308","9.2308.A.1"
"9514",9,2315,"A","1",0,"1984","J","0009","1997","","2-1",2018,1,1,1,100,90,1,1,2,2,1,4,1,2,1,1,5,3,NA,NA,1,4,NA,0,NA,120,NA,10,NA,2,2,2,"PARCELA LOCALIZADA POR OSTOFOTOS, CROQUIS , Y PIESMAYORES. SOBRETODO EL 25.
[Pies Mayores]
A 36G Y 9.6M HAY UN 43 QUE NO ENTRA POR DIAMETRO (129-117).
PIE 3 IFN3 ES UN ERROR ( NO ENTRA POR DISTANCIA 10.1M)
PIE 23 RUMBO COMPROBADO
PIE 25 MEDIDO CON CINTA METRICA (205CM)",2018-11-29,2000-01-01,2018-11-29,2000-01-01,9,"9.2315","9.2315.A.1"
"9524",9,2331,"A","1",0,"1984","J","0005","1997","","1-1",2018,1,1,1,90,75,1,2,2,2,2,4,1,2,1,1,4,2,NA,NA,1,0,NA,0,NA,110,NA,1,NA,3,3,2,"PARCALA LOCALIZADA POR ORTOFOTOS, CROQUIS , REFERENCIAS Y PIAS MAYORES.
[Riesgos]
MODELO DE COMBUSTIBLE 4 POR LA REGENERACION.",2018-12-10,2000-01-01,2018-12-10,2000-01-01,9,"9.2331","9.2331.A.1"
"9529",9,2340,"A","1",0,"1984","J","0009","1997","","2-1",2018,1,1,1,90,70,1,1,2,1,1,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,335,NA,8,NA,2,2,3,"PERCELA LOCALIZADA POR ORTOFOTOS , CROQUIS, REFERENCIA Y PIES MAYORES.
[Pies Mayores]
 A 115G Y 18.2M HAY UN 21 QUE NO ENTRA POR DIAMETRO (404-443)
HAY TANTA NIEBLA QUE NO SE POEDA VER EL MUERDAGO",2018-11-30,2000-01-01,2018-11-30,2000-01-01,9,"9.2340","9.2340.A.1"
"9533",9,2348,"A","1",0,"1984","J ","0008","1997","","2-1",2018,1,1,1,90,70,1,1,2,1,1,4,1,2,1,1,2,1,NA,NA,1,0,NA,0,NA,220,380,2.5,2,1,1,1,"PARCALA LOCALIZADA POR ORTOFOTOS, CROQUIS , PIER MAYORES SOBRETODO EL PIE 2 QUE TIENE EL NUMERO 19 PINTADO Y FOTOGRAFIAS IFN3.
PARCELA LEBANTADA CON NIEVE Y NEVANDO.
[Pies Mayores]
PIE 13 MEDIDO CON CINTA METRICA (211CM) Y ESTA CHASPEADO PERA SER CORTADO.",2018-11-23,2000-01-01,2018-11-23,2000-01-01,9,"9.2348","9.2348.A.1"
"9546",9,2367,"A","1",0,"1985","K","0006","1997","","1-4",2018,1,1,1,90,60,1,2,2,2,2,4,1,2,1,1,2,2,NA,NA,1,0,NA,0,NA,250,NA,3.5,NA,1,1,1,"PARCELA LOCALIZADA POR ORTOFOTOS, CROQUIS , Y PIES MAYORES
[Pies Mayores]
A 20 G Y 11M HAY UN 43 QUE NO ENTRA POR DIAMATRO (213-221)
PIE 1 MEDIDOCON CINTA (132CM)
PIE 7 FORMA COMPROBADA
PIES 11-15 ALTURA COMPROBADA
A 348G HAY UN 21 QUE NO ENTRA POR DISTANCIA (25.1) AL LATERAL
BARRENA ATASCADA EN LOS CUORES DE LA CALIDAD DE LA MADERA
PIES 1-11-12-13 PODRIDOS EN EL INTERIOR ",2018-10-11,2000-01-01,2018-10-11,2000-01-01,9,"9.2367","9.2367.A.1"
"9548",9,2369,"A","1",0,"1985","k","0006","1997","","1-4",2018,1,1,1,90,60,1,1,3,1,2,4,1,2,1,1,5,5,NA,NA,1,0,NA,0,NA,80,NA,11,NA,1,2,2,"PARCELA LOCALIZADA POR FOTOGRAFIAS AEREAS , CROQUIS, Y PIES MAYORES
[ClaEsp. Resto de especies=10%]
SE AN REALIZADO PODAS PARA REALIZAR LAS MEDICIONES",2018-10-10,2000-01-01,2018-10-10,2000-01-01,9,"9.2369","9.2369.A.1"
"9549",9,2370,"A","1",0,"1985","K","0008","1997","","1-4",2018,1,1,1,95,60,1,2,2,1,2,4,1,2,1,1,2,2,NA,NA,1,4,NA,0,NA,70,NA,4.5,NA,1,1,2,"PARCELA LOCALIZADA POR FOTOGRAFIAS AEREAS , CROQUIS , Y PIES MAYORES.
PERCELA LOCALIZADA POR EL AUXILIAR JUAN MEJIA.
BARRENA ATASCADA.
[Pies Mayores]
A 182G HAY UN 21 QUE NO ENTRA POR DISTANCIA (15.1 EN EL LATERAL)
PIE 10 MEDIDO CON CINTE METRICA (225CM)",2018-10-26,2000-01-01,2018-10-26,2000-01-01,9,"9.2370","9.2370.A.1"
"9550",9,2373,"A","1",0,"1985","K","0009","1997","","2-3",2018,1,1,1,100,80,1,1,2,2,1,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,245,NA,5,NA,1,3,3,"PARCELA LOCELIZADA POR FOTOGRAFIAS AEREAS ,CROQUIS , Y PIES MAYORES
REJON DESPLAZADO POR LOS JABALIES Y RECOLOCADO TTIANGOLANDO CON LOS PIAS MAYORES
[Pies Mayores]
PIE 1 FORMA Y ALTURA COMPROBADA
A 107G Y 16.6M HAY UN 21 QUE NO ANTRA POR DIAMETRO (418-430)",2018-10-23,2000-01-01,2018-10-23,2000-01-01,9,"9.2373","9.2373.A.1"
"9555",9,2381,"A","1",0,"1985","K","0005","1997","","1-4",2018,1,1,1,90,85,1,1,3,1,2,4,1,2,1,1,8,2,NA,NA,1,4,4,0,0,350,NA,4,NA,2,3,3,"PARCELA LOCALIZADA POR FOTOS AEREAS Y PIES MAYORES 
[Pies Mayores]
A 184G Y 11.2M HAY UN 43 QUE NO ENTRA POR DIAMETRO (229-201)
[Matorral]
HAY RUBUS SP FUERA DA LOS 15M",2018-10-17,2000-01-01,2018-10-17,2000-01-01,9,"9.2381","9.2381.A.1"
"9557",9,2384,"A","1",0,"1985","K","0006","1997","","1-4",2018,1,1,1,95,75,1,1,2,1,1,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,70,NA,5.5,NA,1,2,2,"PARCELA LOCALIZADA POR FOTOS AEREAS, CROQUIS, Y PIES MAYORES
BARRENA ATASCADA  
[Pies Mayores]
PIE 12 ALTURA COMPROBADA Y ESTA CHASPEADO  PARA SER CORTADO
PIE 20 ALTURA Y DIAMETROS COMPROBADOS
PIE 22 MEDIDO A 1M POR ENGROSAMIENTO
PIE 24 ALTURA COMPROBADA",2018-10-19,2000-01-01,2018-10-19,2000-01-01,9,"9.2384","9.2384.A.1"
"9558",9,2385,"A","1",0,"1985","K","0007","1997","","1-4",2018,1,1,1,95,75,1,1,2,2,2,4,1,2,1,6,2,2,NA,NA,1,0,NA,0,NA,380,NA,6,NA,1,3,1,"PARCELA LOCALIZADA POR EL AUXILIAR JUAN MEJIA POR FOTOS AEREAS, CROQUIS  Y PIES MAYORES.
BARRENA ATASCADA 
[ClaEsp. Resto de especies=10%]
[Pies Mayores]
EL PIE 4 LA DISTANCIA REAL ES 22.5 PERO PONE 12 PARA QUE EL TERMINAL LO ACEPTE
PIE 8 DIEMETRO MEROR POR ESTAR CHASPEADO PARA SER TALADO
PIE 12 MEDIDO CON CINTA METRICA (211CM)
PIE 16 MEDIDO CON CINTA METRICA  (213CM)
PIE 17 MEDIDO  CON CINTA METRICA  (243CM)
PIE 18 MEDIDO CON CINTA METRICA (206CME)
PIE 19 MEDIDO A 50CM
PIE 21 DIAMETRO COMPROBADO Y MARCADO PARA SER TALADO
PIE 23 DIAMETRO Y ALTURA COMPROBADA ",2018-10-19,2000-01-01,2018-10-19,2000-01-01,9,"9.2385","9.2385.A.1"
"10056",9,3572,"N","N",0,"2013","","4-3","","","",2018,1,1,2,100,80,1,1,2,2,2,4,1,2,1,1,8,5,NA,NA,1,0,0,0,0,175,0,4.75,0,2,2,2,"[ClaEsp. Resto de especies=10%]
[Pies Mayores]a 171g y 14.1 mtrs hay un 21 que no entra por diametro:220-221.
pie 37 medido a 1.2 mtrs.",2018-12-05,2000-01-01,2018-12-05,2000-01-01,9,"9.3572","9.3572.N.N"
"10155",9,3671,"N","N",0,"1982","M","0005","1997","","3-4",2018,1,1,2,100,90,1,2,1,3,1,4,1,2,1,1,8,4,NA,NA,1,0,0,4,0,375,NA,1.25,NA,2,2,1,"PARCELA DE NUEVA IMPLANTACION. COLOC REJON EN CRUCE DE COORDENADAS. DEJO 10% R.SPP. MODELO DE COMBUSTIBLE MIXTO 2/8 PIR GRAN CANTIDAD DE HERBACEAS Y ACICULAS/HOJAS DE ROBLE. SE OBSERVAN ANTIGUAS CORTAS, ACABALLONADOS Y ENTRESACAS.
[Pies Mayores]
PIES 015,019,041,044 IFN4 BIFURCA A MAS DE 6M.043 A 163G Y 9.9M SE VA POR DIAMETRO. 043 A 364G Y 11.6M SE VA POR DIAMETRO.",2018-11-30,2000-01-01,2018-11-30,2000-01-01,9,"9.3671","9.3671.N.N"
"10200",9,3717,"N","N",0,NA,"","","","","",2018,1,1,1,99,95,1,1,1,3,2,4,1,2,1,1,7,4,NA,NA,0,0,0,0,0,110,NA,3,NA,1,2,2,"[Pies Mayores]pino a 40h no entra por dm.043 a 74g no entra por dm.043 a 125g no entra por dist.(comp) ",2018-12-14,2000-01-01,2018-12-14,2000-01-01,9,"9.3717","9.3717.N.N"
"24032",24,462,"A","1",0,"1985","M","0008","1997","","4-3",2019,1,1,2,100,80,1,1,1,2,2,4,1,2,1,1,11,5,NA,NA,1,0,0,0,0,380,0,9.5,0,2,2,2,"[ClaEsp. Resto de especies=10%]
[Pies Mayores]A 84g y 7.4 mtrs hay un 43 que no entra por diametro:125-114.
a 160g y 19 mtrs hay un 21 que no entra por diametro:423-414.
pie 24 medido con cinta metrica:227.",2019-10-07,2000-01-01,2019-10-07,2000-01-01,24,"24.462","24.462.A.1"
"24034",24,465,"A","1",0,"1984","M","0001","1997","","3-3",2019,1,1,2,95,85,1,1,2,2,2,4,1,2,1,1,7,3,NA,NA,1,4,NA,0,NA,190,NA,5.5,NA,1,2,1,"[Identificación]parcela localizada con croquis y pies ifn3. la parcela fue desplazada en ifn2: 25m-r.165.
[Regeneración]fuera de 5m hay regeneracion de majuelo.
[Pies Mayores]
pie 001-444: no aparece el rejon por caer en una via de saca.
21-r.89 no por distancia a mas de 15m.
43-r.165 a 9m no por diametro.
[PiesMay 1-43]medido con cinta, 2.92m.
PiesMay 4-21: entra en 15m por distancia lateral.
[PiesMay 6-21]altura comprobada, le falta la guia principal.
Edad: de la especie 43 no se barrena el pie ofrecido por tener dano en tronco, es posible que este hueco. la edad del pino se estima por conteo de verticilos.",2019-08-13,2000-01-01,2019-08-13,2000-01-01,24,"24.465","24.465.A.1"
"24342",24,955,"A","4",0,"1984","L","0010","1997","","4-4",2019,1,1,2,100,65,1,1,1,2,2,4,1,2,1,1,8,3,NA,NA,1,0,0,0,0,200,NA,4.75,NA,2,2,2,"parcela pinchada en cruce de coordenadas por fuertes cambios en la masa y falta de indicaciones claras[Pies Mayores]pie a 67g. 103g. 111g.126g.  no entra por diametro 
pie a 249g no entra por distancia 
[Selvicultura]entresaca",2019-10-30,2000-01-01,2019-10-30,2000-01-01,24,"24.955","24.955.A.4"
"24345",24,963,"A","1",0,"1984","M","0009","1997","","4-3",2019,1,1,2,100,90,1,3,1,1,2,4,1,2,1,1,6,2,NA,NA,0,0,NA,5,NA,165,NA,5.25,NA,2,3,3,"Rejon localizado por pies de Ifn3 y ortofoto. Parcela levantada con lluvia. Doy composicion hetereogenea al tender a una masa de P.sylvestris con subpiso de Q.pyrenaica. Cambio rumbo de fotos para mejor identificacion. Fuera de los 10M hay rosa canina
[Pies Mayores]
Pie 021 a 29G y 5M no entra por distancia. Pie 021 a 170G a 5M no entra por distancia. Pie 008, 010 de Ifn4 Pae comprobao. Pie 011 y 012 de Ifn4 medidos a 1.2M por engrosamiento. Pie 012 Ifn4 forma comprobada.",2019-11-05,2000-01-01,2019-11-05,2000-01-01,24,"24.963","24.963.A.1"
"24448",24,1077,"A","1",0,"1997","","2-1","2013","","",2019,1,1,2,100,90,1,2,2,3,1,4,1,2,1,1,4,5,NA,NA,0,0,0,5,0,295,NA,8.25,NA,3,2,2,"PARCELA LOCALIZADA POR CROQUIS Y PIES MAYORES IFN3.
[Pies Mayores]
",2019-11-06,2000-01-01,2019-11-06,2000-01-01,24,"24.1077","24.1077.A.1"
"24554",24,1261,"A","1",0,"1984","J","0007","1997","","2-1",2019,1,1,2,100,70,1,2,1,2,1,4,1,2,1,1,7,2,NA,NA,1,0,0,0,0,325,NA,5,NA,3,2,2,"parcela encontrada por fotos y pies del ifn3[Pies Mayores]pie a 151g. 308g. 359g. 380g no entran por diametro 
pie 20. 18 distancia comprobada 
pie 11. 9 altura comprobada 
[Selvicultura]entresaca ",2019-10-17,2000-01-01,2019-10-17,2000-01-01,24,"24.1261","24.1261.A.1"
"24562",24,1272,"A","4",0,"1984","J","0007","1997","","2-1",2019,1,1,2,100,75,1,2,2,2,1,4,1,2,1,1,9,3,NA,NA,1,0,0,4,4,150,225,5.75,4.25,3,3,2,"parcela pinchada en cruce de coordenadas por fuertes cembios de masa y falta de indicaciones claras[Pies Mayores]pie 56g no entra por diametro 
pie a 125g no entra por distancia 
pie 12 medido a 1.2m
barrenado del roble no realizado por la dureza",2019-10-23,2000-01-01,2019-10-23,2000-01-01,24,"24.1272","24.1272.A.4"
"24613",24,1357,"A","1",0,"1985","J","0006","199","","1-2",2019,1,1,1,100,95,1,1,2,2,1,4,1,2,1,1,4,5,NA,NA,0,0,NA,5,NA,248,NA,5.75,NA,3,3,2,"[Identificación] Parcela localizada con gps, fotos (identificado pie 05 ifn3) y fotos aereas.
[Especies Presentes]Fuera 25m hay Sorbus aucuparia.
[Matorral] Fuera de 10m hay retama sp. y cytisus sp. y rosa
[Selvicultura] Las cortas presentes son anteriores al ifn3 por eso no se indican como tales.
[Pies Mayores]
043-r.3 a 6.8m  no por diametro (120-126)
043-r.5 a 17.2m no por diametro (389-415)
043-r.14 a 16.8m no por diametro (410-413)
043-r.15 a 8.2m no por diametro (119-121)
043-r.145 a 5.5m no por diametro 
043-r.176 a 9.6m no por diametro.
043-r.274 a  5.6m no por diametro 
043-r.395 a 23.2m no por diametro (medido a 1.4m por bulto)
[PiesMay 12-43]Medido a 1.4m por bulto.
[PiesMay 23-43]Medido a 1.4m pol rama.
[PiesMay 41-21]Meido a 1.4m por velrticilo.
[PiesMay 45-21]Rumbo y distancia comprobados, pie con mucha flecha debajo del 1.3",2019-08-21,2000-01-01,2019-08-21,2000-01-01,24,"24.1357","24.1357.A.1"
"24701",24,1548,"A","1",0,"1985","L","0004","1997","","1-4",2019,1,1,2,100,90,1,1,2,2,2,4,1,2,1,1,7,3,NA,NA,1,4,0,5,1,43,NA,7.75,NA,2,2,2,"PARCELA LOCALIZADA POR PIES MAYORES IFN3 (SE ENCUENTRA PINCHADA A 90M AL SUR DEL PINCHAZO). 
[Pies Mayores]PIE 2 H COMPROBADA.
PIE 24 H Y FORMA COMPROBADAS.
EL ANTERIOR JEFE DE EQUIPO EN LOS PIES 24 Y 25 SE EQUIVOCO EN EL ORDEN.
PIE 26 MEDIDO A 1.25M
POR PROBLEMA EN EL TERMINAL SE BARRENAN LOS PIES MAS GORDOS PIE 23 SP 021 Y PIE 2 SP 043. 
",2019-10-18,2000-01-01,2019-10-18,2000-01-01,24,"24.1548","24.1548.A.1"
"24916",24,2173,"A","1",0,"0","0","0","1997","","3-1",2019,1,1,2,100,60,1,2,3,2,2,4,1,2,1,1,4,1,NA,NA,0,0,NA,0,NA,15,0,4.75,0,1,2,2,"[Pies Mayores]-pie 9 y 10 distancias comprobadas
[Identificación]-parcela localizada por pies mayores ifn3",2019-09-19,2000-01-01,2019-09-19,2000-01-01,24,"24.2173","24.2173.A.1"
"25012",24,2307,"A","4",0,"0","0","0","1997","","2-1",2019,1,1,2,100,85,1,2,4,2,2,4,1,2,1,1,4,1,NA,NA,1,4,NA,0,NA,379,0,4.25,0,2,2,2,"[Identificación]-PARCELA NO LOCALIZADA
[Pies Mayores]-SP 021 A 12G NO ENTRA POR DISTANCIA
-SP 021 A 128G NO ENTRA POR DIAMETRO",2019-10-08,2000-01-01,2019-10-08,2000-01-01,24,"24.2307","24.2307.A.4"
"35470",34,156,"A","1",0,"1985","L","0008","2013","","",2019,1,1,2,80,70,1,1,1,1,2,4,1,2,1,1,7,2,NA,NA,0,0,0,0,0,240,NA,5.5,NA,1,1,1,"PARCELA LOCALIZADA POR CROQUIS IFN3.
[Pies Mayores]
",2019-06-12,2000-01-01,2019-06-12,2000-01-01,34,"34.156","34.156.A.1"
