"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","CoorX","CoorY","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"609","26_228_A_1",26.228,71,21,26,19.6835243333333,7.411015,1.290496,160.145240515578,35.6507072525846,5.09295817894065,46600,NA,NA,26,26,228,"A","1",0,1985,"J","0008",1999,"01","8713",1999,61,1,1,1,90,85,1,2,1,2,2,4,"14/07/99","16:21",1,2,1,1,8,4,NA,NA,"0","0",NA,0,NA,210,0,11.2,0,2,"2",2,"LA PARCELA LA HE ENCONTRADO POR MEDIO  DE LOS PIES DEL IFN2
26,EL PIE CON RUMBO 136 NO ENTRA POR  DIAMETRO
26,LA MASA LA HAYAS Y PINOS TIENE UN  SUBPISO DE ACEBO
26,TOMAR LAS ALTURAS HAN SIDO COMPLICADAS  DE MEDIR POR LA ALTURA Y LA ESPESURA DE  LAS COPAS
26,PIES 2,3, 14 DIAM. COMPROBADO.
26,EL PIE N4 DEL IFN2 NO ESTA EN SU SITIO  POR LO TANTO NO LO HE MEDIDO",17,16,"14/07/99","14:29","14/07/99","16:41",132,61,190,360,10,NA,NA,NA,NA,NA,NA,"D",4,"26.228.A.1","IFN3","26_228",51.125,8143.074243884,4682.97504553593,28.3850353333333,200.888905947103,0,40.5352112676056,23.3112676056338,42.4152276336137,25.35,57.5086865879083,49.5843520782396,469.282902829409,27.8319771728865,51.8011463910138,-2.99999999999999,42.325494500613,"1997_2007",4.22727272727273,14.6893939393939,9.45833333333333,636.518183859912,32.7118552733145
"610","26_232_A_1",26.232,21,71,44,43.8288206666667,9.52836891666667,0.56625625,696.320559909608,181.931783836602,31.8309886183791,46605,NA,NA,26,26,232,"A","1",0,1985,"J","0012",1999,"01","8707",1999,130,1,1,1,95,95,1,2,1,2,2,4,"20/07/99","15:20",1,2,1,1,8,4,NA,NA,"4","0",NA,0,NA,222,0,7.5,0,2,"2",2,"HE ENCONTRADO LA PARCELA POR MEDIO DE  LOS PIES DEL IFN2
26,LE DOY UN 10%AL RESTO DE LAS ESPECIES  FORESTALES
26,LOS PIES CON RUMBOS 75 Y 81 NO ENTRAN  POR DIAMETRO
26,LOS DIAMETROS DISPARES ESTAN  COMPROBADOS
26,LAS ALTURAS ESTAN COMPROBADAS NO HAY  MATORRAL
26,LA ENTRESACA SERA PARA LEÑA
26,HAY ALGO DE RUSCO EN LOS ALREDEDORES",17,16,"20/07/99","13:09","20/07/99","15:33",143,61,115,325,10,NA,NA,NA,NA,NA,NA,"D",4,"26.232.A.1","IFN3","26_232",40.0697740112994,23997.651114411,17026.3250764407,53.9234458333333,910.083332364589,0,26.3686304989896,18.7085341209389,27.4664984664436,21.1892655367232,70.9499650414374,52.8809209923368,1058.44120626971,15.6438454313858,29.1164771469796,-2.8786379613411,42.3254302774376,"1997_2007",5.09090909090909,15.5454545454545,10.3181818181818,564.872727654197,27.801342300654
"621","26_687_A_1",26.687,21,71,43,34.2816916666667,11.2398994444444,3.81576044444444,967.379111877671,87.1461732840956,19.2400642315536,47096,NA,NA,26,26,687,"A","1",0,1999,"06","8722",NA,"","",1999,112,1,1,1,95,90,1,2,1,2,2,4,"9/08/99","17:23",1,2,1,1,8,3,NA,NA,"0","0",NA,0,NA,355,0,8.8,0,2,"2",3,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2
26,LOS PIES N22 Y 28 ENTRAN POR CORRECCION DE PENDIENTE
26,LOS PIES N3 Y 29 SE HAN MEDIDO CON CINTA A 1.20M
26,LOS PIES N6 Y 21 SE HAN MEDIDO CON  CINTA",7,37,"9/08/99","14:57","9/08/99","17:28",151,169,140,240,10,NA,NA,NA,NA,NA,NA,"D",2,"26.687.A.1","IFN3","26_687",46.8135135135135,22110.4413140985,10617.2899156376,49.3373515555556,1073.76534939332,0,20.5915019762846,9.88790513833992,24.1873496699818,14.6475675675676,48.0193487086465,31.2891865365741,1018.29794093081,20.8343424078942,38.7770805619666,-2.73364947410556,42.1720832410501,"1997_2007",3.37121212121212,14.0530303030303,8.71212121212121,681.036365552382,36.395465689439
"622","26_688_A_1",26.688,21,71,NA,25.1743331111111,17.73534525,NA,197.493600494476,461.337128375707,NA,47097,NA,NA,26,26,688,"A","1",0,1999,"06","8722",NA,"","",1999,112,1,1,1,95,70,1,2,2,2,1,4,"9/08/99","18:25",1,2,1,1,8,5,NA,NA,"4","0",NA,0,NA,380,0,7.8,0,2,"3",3,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LO PIES DEL IFN2
26,EL PIE N32 SE LE A  MEDIDO LA CIRCUNFERENCIA CON CINTA  
26,LOS DIAMETROS DE LOS PIES N38 Y 39 SE HAN MEDIDO A 1.40M
26,NO EXISTE MATORRAL DENTRO DE LOS 10M
26,PIE 7 DIAM. COMPROBADO.
26,PIE 14 ALT. CORRECTA.
26,HAY  ROSA FUERA DE LOS 10M
26,EXISTEN CORTAS POR HURONEO",7,37,"9/08/99","10:04","9/08/99","13:06",183,169,24,295,5,NA,NA,NA,NA,NA,NA,"D",2,"26.688.A.1","IFN3","26_688",45.2647540983607,17557.2730401483,10175.9850894324,42.9096783611111,658.830728870184,0,26.6491410779472,15.4455228687997,28.7969017958258,15.7169398907104,57.9588018376367,34.7222473727734,826.666020420634,24.7882052902855,46.13604858312,-2.7215427674858,42.1720544947398,"1997_2007",3.37121212121212,14.0530303030303,8.71212121212121,681.036365552382,36.395465689439
"626","26_945_A_1",26.945,21,71,NA,20.6799205555556,10.3690650277778,NA,802.423855304205,166.935851420832,NA,47367,NA,NA,26,26,945,"A","1",0,1984,"J","0006",1999,"01","5803",1999,112,1,1,1,100,95,1,2,1,3,2,4,"7/09/99","12:17",1,2,1,1,8,3,NA,NA,"0","0",NA,0,NA,240,0,10,0,2,"2",2,"ENCONTRADO REJON POR PIES IFN2.  
26,A 150   G. NO 071  G. POR DISTANCIA.
26,A  216 G. NO  071  POR DIAMETRO.
26,EL  PINO  MUERTO ESTA SIN CORTEZA.
26,PIE 19  TRONCO EN  FORMA DE  ARCO MUY  ACUSADA.
26,ESPECIES CORRECTAS IFN2.
26,PIE 30 COPA PARTIDA.
26,ALTURAS CORRECTAS.
26,A 8 G. NO 021 POR DIAMETRO.
26,A 5 G. NO 021  POR DISTANCIA.
26,MEDIDAS COMPROBADAS.
26,DENTRO DE LA PARCELA E.   ARBOREA Y ROSA SILVESTRE.
26,ACEBO Y  ENEBRO POCO REPRESENTATIVO COMO PARA CONSIDERARLO SUBPISO.
26,ALTURAS COMPROBADAS.
26,DIAM PIE 9 COMPROBADO.
26,EN LA PARCELA HAY PIES CAIDOS NO MUY GRANDES MUERTOS DEBIDO A LA SELECCION  NATURAL. LO MISMO OCURRE CON LOS PIES MENORES.",9,32,"7/09/99","09:49","7/09/99","12:35",166,169,50,250,8,NA,NA,NA,NA,NA,NA,"D",2,"26.945.A.1","IFN3","26_945",43.5829787234043,16075.0948861221,11803.7935531642,31.0489855833333,969.359706725037,0,16.5832092819615,12.1768972562755,20.1946478957662,17.8505319148936,73.4290754535738,40.9575766451865,688.169606319397,17.9931150292801,33.4889605532622,-2.70947728898752,42.1630184536601,"1997_2007",2.84090909090909,13.7575757575758,8.29924242424242,718.345451506701,39.2554748908651
"627","26_946_A_1",26.946,71,21,NA,36.0144990555556,7.12216022222222,NA,1080.27301817752,71.8672987472736,NA,47368,NA,NA,26,26,946,"A","1",0,1984,"J","0006",1999,"01","5804",1999,112,1,1,1,100,90,1,2,3,1,2,4,"23/08/99","15:56",1,2,1,1,8,3,NA,NA,"0","9",NA,0,NA,225,0,7.5,0,2,"2",2,"ENCONTRADO REJON POR PIES IFN2.
26,CORTAS MUY VIEJAS YA REFLEJADAS EN EL IFN2.
26,ABUNDANCIA DE PIEDRAS.
26,FUERA DE LA PARCELA ACEBO Y ESPINO.
26,A 10 G. NO 071 POR DISTANCIA.
26,PIES 13 19 22 Y 34 DIAMETROS COMPROBADOS.
26,A 140 G. NO 021 POR DISTANCIA Y DIAMETRO.
26,PIE 19 DESCOPADO.
26,PIES 37 Y  38 MEDIDOS A 2,5  M.
26,PIE 46 MEDIDO A 1,60  M.
26,ALTURAS MENORES QUE EN EL IFN2  CORRECTAS.
26,DENTRO DE LA PARCELA ROSA,ZARZA Y BREZO.",9,32,"23/08/99","13:52","23/08/99","16:04",132,169,75,275,10,NA,NA,NA,NA,NA,NA,"D",2,"26.946.A.1","IFN3","26_946",38.9521505376344,22699.7956051443,17190.3466240147,43.1366592777778,1152.1403169248,0,19.7022838899804,14.920358546169,21.8336139093111,19.2021505376344,75.7290811029108,49.2967660901851,927.060955300682,15.3425463099167,28.5556962940149,-2.69737233627728,42.1629871620326,"1997_2007",3.31818181818182,13.9393939393939,8.62878787878788,675.909091385928,36.2830419125427
"628","26_961_A_1",26.961,71,21,NA,24.8296046666667,7.9452,NA,646.805688725463,57.7201926946607,NA,47387,NA,NA,26,26,961,"A","1",0,1984,"J","0006",1999,"01","5803",1999,112,1,1,1,80,70,1,2,4,3,2,4,"23/08/99","11:48",1,2,1,1,5,3,NA,NA,"0","0",NA,0,NA,20,0,4.5,0,2,"2",2,"ENCONTRADO REJON POR PIES IFN2.
26,A 3 G.NO 071 POR DIAMETRO.
26,A 17 G. NO 021 POR DISTANCIA.
26,PIE 6 SOLO TIENE VIVO UNA RAMA.
26,PIE 8 DESCOPADO.
26,LAS ALTURAS DE LOS PIES SON CORRECTAS.
26,PIE 10 TRONCO HUECO.
26,TERRENO CON MUCHAS PIEDRAS.",9,32,"23/08/99","09:46","23/08/99","12:04",138,169,320,375,10,NA,NA,NA,NA,NA,NA,"D",2,"26.961.A.1","IFN3","26_961",43.3279487179487,14703.200497329,7417.56820418785,32.7748046666667,704.525881420123,0,20.8696385542169,10.528453815261,24.3375378168777,15.114358974359,50.4486639186844,34.883624592405,674.803372165765,24.9265280669811,46.3934962793549,-2.70951848020998,42.1540124221814,"1997_2007",2.84090909090909,13.7575757575758,8.29924242424242,718.345451506701,39.2554748908651
"630","26_977_A_2C",26.977,71,21,NA,9.80615688888889,8.75522488888889,NA,123.362764778785,58.8519611788697,NA,47405,NA,NA,26,26,977,"A","2C",0,1999,"01","5805",NA,"","",1999,112,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,51,0,6,0,3,"2",2,"ENCONTRADO REJON POR PIES IFN2.
26,PARCELA  A2 DE GABINETE.
26,PIE 2 CON GRIETA PROFUNDA DE 2 MTS QUE VA DE ABAJO A ARRIBA.
26,PIE 3 CON TRONCO NO MUY RECTO.
26,PIE 6 ENTRA  POR PENDIENTE.
26,A 128 GRAD. NO 071 POR DISTANCIA.
26,A 247, 320 Y 369  GRAD. NO 021 POR DIAM.
26,PIE 15 DAÑ0S EN CORTEZA POR SACA.
26,PIE 16 DIAM. COMPROBADO.
26,ALTURAS PIES 16 Y 17 CORREC.
26,SUELO PEDREGOSO.
26,RESTOS DE CORTA VIEJAS.
26,REFERENCIA A UNA MARCA DE PINTURA ROJA SOBRE UNA PIEDRA: RUMBO 62 G. Y 34 M. DE DISTANCIA.",9,32,"18/08/99","10:52","18/08/99","13:32",160,169,62,365,10,NA,NA,NA,NA,NA,NA,"D",2,"26.977.A.2C","IFN3","26_977",40.553807106599,6386.90908693684,3253.89098052518,18.5613817777778,182.214725957654,0,35.0515527950311,17.8574534161491,36.0137607413183,19.0106598984772,50.9462548508851,46.8776207582832,327.357021573749,38.9682651409717,72.5281137819344,-2.6853566300798,42.144942556076,"1997_2007",3.31818181818182,13.9393939393939,8.62878787878788,675.909091385928,36.2830419125427
"662","31_1116_N_N",31.1116,21,71,NA,19.1853848888889,4.48179791666667,NA,266.81442015228,215.743367302347,NA,54979,NA,NA,31,31,1116,"N","N",0,1999,"15","8774",NA,"","",1999,NA,1,1,1,100,95,1,3,1,2,1,4,"11/17/99 00:00:00","12/30/99 11:24:00",1,2,1,1,4,7,NA,NA,"0","0",NA,0,NA,385,0,10.8,0,3,"2",3,"EL SUBPISO LO FORMA EL BOJ. 
31,GRAN MARAÑA    DE BOJ. 
31,LLUEVE ABUNDANTEMENTE EN EL LEVANTAMIENTO. 
31,EL PINO N2 ENTRA POR CORRECCION DE PENDIENTE. 
31,DIFICULTAD EN  EL LEVANTAMIENTO POR EL FRIO Y EL AGUA.",7,37,"11/17/99 00:00:00","12/30/99 09:48:30","11/17/99 00:00:00","12/30/99 11:29:14",101,98,350,100,4,NA,NA,NA,NA,NA,NA,"D",4,"31.1116.N.N","IFN3","31_1116",36.2502717391304,10909.3922878589,6295.68854710959,23.6671828055556,482.557787454627,0,22.6074318381706,13.0464966285547,24.9892762253723,16.6190217391304,57.7088840605364,45.8452335439764,482.225605776305,27.391756338476,50.981803095853,-1.59161445816936,42.8931780149319,"1997_2007",7.53030303030303,16.5378787878788,12.0340909090909,925.654547084462,42.0101083772216
"663","31_1117_N_N",31.1117,71,21,42,13.6912354166667,3.41257361111111,0.4356,1425.32093480075,123.787177960363,31.8309886183791,54980,NA,NA,31,31,1117,"N","N",0,1999,"15","8773",NA,"","",1999,98,1,1,1,95,90,1,2,1,2,2,4,"11/15/99 00:00:00","12/30/99 13:00:00",1,1,1,1,4,6,NA,NA,"0","0",NA,0,NA,120,0,8,0,2,"2",3,"LA PARCELA ESTA PINCHADA DESDE UN PEQUEÑO CLARO CON UN PINO GRANDE EN EL  BORDE  CON RUMBO DE 145G APROX.   Y   UNA DIST. APROX. DE 30M.
31,EL BOJ FORMA  SUBPISO. 
31,EL PIE N2 SE HA MEDIDO  HA  1.20M.
31,HAYA  CON  RUMBO 65G Y DIST.   2.8M. NO  ENTRA  POR  DIAMETRO. HAYA   CON RUMBO 85G Y  DIST.  2.3M. NO ENTRA   POR DIAMETRO. 
31,EL  PIE N18 ENTRA POR   CORRECCION DE  PENDIENTE. 
31,DIFICULTAD DE  LEVANTAMIENTO A CAUSA DE LA NIEVE. 
31,LA  PARCELA SE HA LEVANTADO CON UNA CAPA DE  NIEVE DE 15 CMS. APROXIMADAMENTE.",7,37,"11/15/99 00:00:00","12/30/99 11:34:54","11/15/99 00:00:00","12/30/99 13:02:55",88,98,25,110,8,NA,NA,NA,NA,NA,NA,"D",4,"31.1117.N.N","IFN3","31_1117",25.2166666666667,17127.0171037702,14095.1154378696,17.5394090277778,1580.93910137949,0,10.8334451901566,8.91565995525727,11.885158200824,13.1484848484848,82.2975498446066,52.1420416992129,479.296655982445,19.1278747459492,35.6009863657533,-1.57937128868152,42.8930267165127,"1997_2007",7.49242424242424,16.4090909090909,11.9507575757576,927.163636380976,42.2383434002722
"665","31_1303_N_N",31.1303,21,71,42,38.2436201388889,8.76456805555556,1.37335069444444,2107.91880183932,360.751204341629,45.978094670992,55187,NA,NA,31,31,1303,"N","N",0,1999,"14","8845",NA,"","",1999,98,1,1,1,100,100,1,3,2,2,2,4,"11/24/99 00:00:00","12/30/99 12:36:00",1,1,1,1,4,6,NA,NA,"0","0",NA,0,NA,350,0,8.8,0,3,"2",3,"EL SUBPISO LO FORMAN EL RESTO DE LAS    ESPECIES ARBOREAS PRESENTES. 
31,LE DOY UN    20% AL RESTO DE LAS ESPECIES ARBOREAS    PRESENTES. GRAN MARAÑA DE BOJ Y    MAJUELO. H
31,AYA CON RUMBO 37G Y DIST.   12.53M. NO ENTRA POR DIAMETRO.",7,37,"11/24/99 00:00:00","12/30/99 10:14:20","11/24/99 00:00:00","12/30/99 12:39:31",145,98,380,70,7,NA,NA,NA,NA,NA,NA,"D",4,"31.1303.N.N","IFN3","31_1303",27.46875,37469.3177356479,25392.9943314862,48.3815388888889,2514.64810085195,0,14.9004219409283,10.0980309423347,15.6515116573106,12.975,67.7701006210946,47.2354948805461,1185.89530193534,15.3692977464627,28.6054863276903,-1.49301401613442,42.9189365168199,"1997_2007",7.08333333333333,15.7878787878788,11.4356060606061,969.463638132269,45.2267892678775
"666","31_1369_N_N",31.1369,21,71,243,16.8069166666667,15.8386486111111,1.751861,541.126806512444,1234.33500309048,19.2400642315536,55259,NA,NA,31,31,1369,"N","N",0,1999,"15","8770",NA,"","",1999,98,1,1,1,100,95,1,2,1,3,1,5,"11/17/99 00:00:00","12/30/99 15:53:00",1,1,1,1,4,6,NA,NA,"0","0",NA,0,NA,281,0,4,0,1,"1",1,"DEJO UN 10% DE OCUP. DEMAS SP.
31,HAYA ENTRE N.40 Y N.41 NO ENTRA POR DIST.
31,HA ESTADO PRESENTE SALVADOR MUÑOZ
31,ALGUNAS ALTURAS POR COMPARACION
31,MODELO DE COMBUSTIBLE CORRECTO (HAY CONTINUIDAD)",11,9,"11/17/99 00:00:00","12/30/99 14:04:05","11/17/99 00:00:00","12/30/99 15:58:58",115,201,171,372,6,NA,NA,NA,NA,NA,NA,"D",2,"31.1369.N.N","IFN3","31_1369",30.6192934782609,25453.9400643609,18953.5570397761,34.3974262777778,1794.70187383447,0,14.1828235850544,10.5608387198487,15.6214691485915,14.4358695652174,74.4621736039746,47.1463183024344,843.766371406225,16.3516240151611,30.4338015254391,-1.50613158082022,42.8830895154901,"1997_2007",7.28030303030303,16.1287878787879,11.7045454545455,935.218180136247,43.0885863099423
"667","31_1371_N_N",31.1371,71,21,215,9.11598125,3.85575833333333,1.987225,891.267681314614,88.4194128288307,254.647908947033,55262,NA,NA,31,31,1371,"N","N",0,1999,"15","8769",NA,"","",1999,156,1,1,1,100,100,1,2,1,3,1,5,"11/16/99 00:00:00","12/30/99 15:31:00",1,1,1,1,4,5,NA,NA,"0","0",NA,0,NA,363,0,6.8,0,1,"3",1,"TODAS LAS SP. FORMAN SUBPISO DEL PINO Y EL HAYA
31,NO HAY DOS TESELAS CLARAMENTE DIFERENCIADAS EL PINO Y EL      HAYA PIE A PIE
31,PINO A 3"" NO ENTRA POR DM.
31,PINO ENTRE N.2 Y N.3 NO ENTRA POR DM.
31,PINO ENTRE N.12 Y N.13 NO ENTRA POR DIST.
31,HAYA ENTRE N.19 Y N.20 NO ENTRA POR DM.
31,ALGUNAS ALTURAS POR COMPARACION
31,OCUP. CORRECTA",11,9,"11/16/99 00:00:00","12/30/99 14:17:57","11/16/99 00:00:00","12/30/99 15:34:03",76,201,319,166,6,NA,NA,NA,NA,NA,NA,"D",2,"31.1371.N.N","IFN3","31_1371",21.8191176470588,14483.9840154908,10894.3326934659,14.9589645833333,1234.33500309048,0,11.7342406876791,8.82607449856734,12.4219364726543,10.1794117647059,75.2164092546243,46.6536361798207,401.710481560419,27.9615212354622,52.0422550592153,-1.4816502653703,42.8827673881636,"1997_2007",7.03030303030303,15.8333333333333,11.4318181818182,938.918183500116,43.809544086962
"668","31_1414_N_N",31.1414,71,21,44,15.8099415555556,4.89662788888889,3.79116622222222,351.697056467957,52.6272345157201,47.5342763367794,55310,NA,NA,31,31,1414,"N","N",0,1999,"16","8711",NA,"","",1999,28,1,1,1,100,85,1,3,2,2,2,4,"11/26/99 00:00:00","12/30/99 10:54:00",1,2,1,1,7,2,NA,NA,"0","0",NA,0,NA,220,0,15.2,0,2,"3",3,"DEJO UN 10% DE OCUP. AL RESTO DE  SPS.
31,EL SUBPISO ES DE BOJ.
31,NO ENTRA PIE    POR DIST. LATERAL A 272G.
31,HAY MUSGO.",19,6,"11/26/99 00:00:00","12/30/99 10:49:43","11/26/99 00:00:00","12/30/99 12:21:55",92,115,220,301,10,NA,NA,NA,NA,NA,NA,"D",1,"31.1414.N.N","IFN3","31_1414",35.0266129032258,12817.7803059322,5291.6542834496,25.5625169166667,611.013510412352,0,20.9778999768465,8.66045380875203,23.0797690701924,11.0376344086022,41.2837024597822,31.512137468438,537.456836024391,36.6520768270707,68.2172015829109,-1.35972683441073,42.8630756257681,"1997_2007",7.50757575757576,16.3106060606061,11.9090909090909,894.318185372786,40.8195022369321
"669","31_1417_N_N",31.1417,21,71,NA,17.8310986111111,6.53771805555555,NA,307.699556644331,488.075158815146,NA,55313,NA,NA,31,31,1417,"N","N",0,1999,"16","8714",NA,"","",1999,28,1,1,1,100,95,1,3,1,2,2,4,"11/08/99 00:00:00","12/30/99 14:01:00",1,2,1,1,7,5,NA,NA,"0","0",NA,0,NA,5,0,6,0,2,"2",3,"EL SUBPISO ES DE BOJ.
31,DEJO UN 10% DE   OCUP. AL RESTO DE SPS.
31,NO ENTRA PIE  POR DIAM. A 199G.
31,HAY PINOS MUERTOS EN LA PARCELA.",19,6,"11/08/99 00:00:00","12/30/99 11:36:53","11/08/99 00:00:00","12/30/99 14:07:12",150,115,200,100,7,NA,NA,NA,NA,NA,NA,"D",1,"31.1417.N.N","IFN3","31_1417",32.5625,13902.714795554,8095.68143860774,24.3688166666667,795.774715459477,0,17.4706666666667,10.1733333333333,19.7459126572227,14,58.2309394795085,42.9942418426104,544.925770274586,25.3207692986502,47.1272618910543,-1.28631315720498,42.8620000438657,"1997_2007",6.20454545454545,15.219696969697,10.7121212121212,934.400000052019,45.1136795928553
"670","31_1418_N_N",31.1418,21,71,74,23.83399525,6.29369319444444,2.128875,309.255738310118,156.749935062951,381.971863420549,55314,NA,NA,31,31,1418,"N","N",0,1999,"16","8714",NA,"","",1999,28,1,1,1,95,90,1,3,3,2,1,4,"10/28/99 00:00:00","12/30/99 14:37:00",1,2,1,1,7,6,NA,NA,"0","0",NA,0,NA,52,0,5.5,0,2,"2",3,"HE RESESVADO UN 10% OTRAS SP. 
31,HAY      SUBPISO DE BOJ. 
31,PIES 12,13,22 Y 23   MEDIDOS BAJO1'30M.
31,PIES 5,26,29 DIAMETROS COMPROBADOS.",18,34,"10/28/99 00:00:00","12/30/99 12:38:30","10/28/99 00:00:00","12/30/99 14:40:12",122,115,0,190,6,NA,NA,NA,NA,NA,NA,"D",1,"31.1418.N.N","IFN3","31_1418",40.7459677419355,17436.1313710198,9969.11195762501,34.5429696944444,943.470502648756,0,18.4808442045284,10.5664267506373,21.5908992968946,16.6397849462366,57.1750220590473,40.8378690417285,745.657065233913,19.5653728072904,36.4152620092171,-1.27407794031027,42.8618162059529,"1997_2007",6.20454545454545,15.219696969697,10.7121212121212,934.400000052019,45.1136795928553
"672","31_1527_N_N",31.1527,21,71,31,22.5411104166667,12.9134326388889,0.811801,456.244170196767,983.223870656598,5.09295817894065,55435,NA,NA,31,31,1527,"N","N",0,1999,"13","8904",NA,"","",1999,185,1,1,1,100,100,1,2,1,3,2,5,"11/02/99 00:00:00","12/30/99 12:33:00",1,1,1,1,8,4,NA,NA,"0","0",NA,0,NA,355,0,12.5,0,2,"2",3,"NO DEJO OCUPACION PARA OTRAS        ESPECIES.
31,ARBOL N1,6,43 DIAMETROS       COMPROBADOS  
31,ARBOL N2,6,19,25 ENTRA POR       PENDIENTE.
31,A 265 GRS HAY UN PIE QUE    NO ENTRA POR FALTA DE DIAMETROS.
31,TOTAL  AUSENCIA DE MATORRAL.HAY CORTAS EN LOS  ALREDEDORES.
31,HAY ALGUNOS PIES PARTIDOS Y  MUERTOS.
31,CAPA DE HOJAS CUBRENDO EL  SUELO.
31,HAY HELECHOS.",8,5,"11/02/99 00:00:00","12/30/99 10:42:02","11/02/99 00:00:00","12/30/99 12:40:11",118,185,94,299,7,NA,NA,NA,NA,NA,NA,"D",1,"31.1527.N.N","IFN3","31_1527",34.4929347826087,23524.7699474963,21906.4400448198,36.2663440555556,1444.56099903231,0,16.2850651258447,15.1647732837136,17.8788263099765,20.6657608695652,93.1207407924141,59.913025666882,843.424621604018,12.7315317547682,23.6960506296,-0.989485639366114,42.9562209051705,"1997_2007",5.27272727272727,14.3787878787879,9.82575757575758,1006.20000267029,50.7521590953298
"673","31_1528_N_N",31.1528,21,71,NA,25.3916451111111,23.57758125,NA,372.917715546877,2450.98612361519,NA,55436,NA,NA,31,31,1528,"N","N",0,1999,"13","8903",NA,"","",1999,185,1,1,1,100,100,1,2,1,3,2,4,"09/27/99 00:00:00","12/30/99 12:55:00",1,1,1,1,8,4,NA,NA,"0","0",NA,0,NA,310,0,13.2,0,3,"3",3,"NO DEJO OCUPACION PARA OTRAS ESPECIES.
31,A  48 GRS HAY UN PINO QUE NO   ENTRA     POR      DISTANCIA.
31,ARBOL    N26,50,52,56,57,62  ENRA   POR      PENDIENTE.  
31,ARBOL  N34,44,54      DIAMETROS   COMPROBADOS.
31,TOTAL AUSENCIA  DE MATORRAL.
31,ESPESA CAPA DE HOJAS  CUBRIENDO EL SUELO.
31,EN LOS ALREDEDORES  HAY TOCONES DE CORTAS ANTIGUAS.
31,EN LOS  ALREDEDORES HAY PINOS CHASPEADOS PARA  SU CORTA.
31,HAY MUCHOS PIES MENORES  MUERTOS DE HAYA DEBIDO A LA EXCESIVA  DENSIDAD.",8,5,"09/27/99 00:00:00","12/30/99 10:41:29","09/27/99 00:00:00","12/30/99 13:01:57",140,185,210,19,8,NA,NA,NA,NA,NA,NA,"D",1,"31.1528.N.N","IFN3","31_1528",34.3744565217391,37051.3910021947,34579.2054401597,48.9692263611111,2823.90383916206,0,13.1206277240619,12.2451780972897,14.8590734283178,19.0434782608696,93.3276848853297,55.4000853768439,1225.18850839905,9.88163421201714,18.3917936271454,-0.977233850729728,42.9560049711341,"1997_2007",5.27272727272727,14.3787878787879,9.82575757575758,1006.20000267029,50.7521590953298
"674","31_1536_N_N",31.1536,21,71,NA,16.7282520833333,5.1984,NA,410.266075525775,5.09295817894065,NA,55445,NA,NA,31,31,1536,"N","N",0,1999,"13","8903",NA,"","",1999,247,1,1,1,100,75,1,3,3,3,2,5,"11/03/99 00:00:00","12/30/99 11:20:00",1,1,1,1,7,4,NA,NA,"0","0",NA,0,NA,325,0,14,0,1,"2",2,"SUBPISO FORMADO POR ENEBRO.
31,NO DEJO    OCUPACION PARA RESTO DE ESPECIES.
31,ARBOL   N16 DIAMETROS MEDIDOS CON  PERIMETRO.
31,CASI NULA PRESENCIA DE  MATORRAL.
31,TODA LA SUPERFICIE ESTA  CUBIERTA DE PASTO.
31,HAY HELECHOS.",8,5,"11/03/99 00:00:00","12/30/99 10:32:12","11/03/99 00:00:00","12/30/99 11:26:27",54,185,346,230,10,NA,NA,NA,NA,NA,NA,"D",1,"31.1536.N.N","IFN3","31_1536",38.3953804347826,9154.98137206227,3981.49079191712,21.9266520833333,415.359033704715,0,22.0411273841962,9.58566076294278,25.9256343710404,12.6440217391304,43.4898841418422,32.9311015959517,440.317169555773,38.806362473678,72.2267789641641,-0.965278780161432,42.9467885244243,"1997_2007",5.27272727272727,14.3787878787879,9.82575757575758,1006.20000267029,50.7521590953298
