"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","V_harvested","Dead_V","V_sp1","V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_chips_sp1","V_unwinding_sp2","V_veneer_sp2","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_post_sp2","V_stake_sp2","V_chips_sp2","WSW","WTHICKB","WB2_7","WTHINB","WTBL","WR","WT","Dead_WT","WSW_sp1","WTHICKB_sp1","WB2_7_sp1","WTHINB_sp1","WR_sp1","WT_sp1","WSW_sp2","WTHICKB_sp2","WB2_7_sp2","WTBL_sp2","WR_sp2","WT_sp2","File_name"
"77","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","17_379",71,21,104,15,0.82,0.18,2245.85,2033.65,166.23,NA,0,52.82,39.67,11.56,1415.97,1066.68,1415.97,52.18,52.18,444.34,235.19,195.05,695.3,NA,NA,42.46,36.85,42.46,8.15,8.15,23.79,15.4,14.17,28.95,17.3,15.76,29.75,36.82,32.31,32.36,1070.83,825.19,860.98,20.23,19.57,20.23,12.47,12.47,17.18,14.95,14.65,18.12,19.59,19.11,18.74,97.08,53.21,1244.35,807.54,224.02,931.29,1166.38,10.77,11.57,419.73,NA,0,325.77,93.96,0,0,0,84.2,166.81,38.74,9.61,378.33,0,49.48,121.24,288.53,0,0,0,34.72,45.58,38.74,9.61,89.8,230.79,5.1,44.07,27.81,5.31,72.67,385.74,NA,188.4,5,40,27.81,53.54,314.75,42.39,0.11,4.07,5.31,19.13,71,"CS_IFN2_PsylFsyl__Output_Plot_17_379.xlsx"
"78","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","17_379",71,21,109,20,0.82,0.18,2245.85,2033.65,166.23,NA,0,55.38,41.67,12.12,1467.39,1108.94,1467.39,54.83,54.83,470.49,246.59,204.9,728.91,NA,NA,43.22,37.58,43.22,8.36,8.36,24.48,15.78,14.53,29.67,17.72,16.15,30.46,37.57,33.01,33.1,1114.6,861.2,899.49,20.31,19.66,20.31,12.66,12.66,17.35,15.1,14.81,18.26,19.69,19.22,18.86,95.69,52.4,1292.54,848.34,233.27,931.29,1166.38,10.72,11.52,443.4,NA,0,344.61,98.79,0,0,0,98.02,168.67,39.3,9.25,399.38,0,59.87,123.14,305.07,0,0,0,38.15,45.53,39.3,9.25,94.31,243.86,6.04,46.33,29.06,5.55,76.29,407.13,NA,199.16,5.89,42.02,29.06,56.24,332.37,44.7,0.15,4.31,5.55,20.06,74.76,"CS_IFN2_PsylFsyl__Output_Plot_17_379.xlsx"
"79","CS_IFN2_PsylFsyl.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","17_406",21,71,89,0,NA,NA,993.83,NA,NA,NA,NA,17.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.98,NA,NA,15.04,NA,NA,24.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.27,NA,NA,13.05,NA,NA,NA,NA,439.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylFsyl__Output_Plot_17_406.xlsx"
"80","CS_IFN2_PsylFsyl.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","17_406",21,71,89,0,0.53,0.47,993.83,328.92,664.91,NA,0,17.67,9.17,8.5,754.77,754.77,631.24,45.36,122.72,45.36,177.75,278.76,127.78,NA,NA,31,31,28.35,7.6,12.5,7.6,13.98,18.36,11.82,15.04,18.84,12.76,24.76,23.08,21.31,491.21,429.16,365.89,15,15,12.5,5.5,9,5.5,10.27,11.94,9.44,13.07,13.43,11.96,73.41,52.76,439.82,186.66,209.78,928.4,1165.57,24.28,26.09,102.65,NA,NA,59.61,43.04,0,0,0,2.66,30.12,5.57,23.57,90.88,0,2.66,20.92,52.55,0,0,0,0,9.2,5.57,23.57,38.34,52.35,0.56,12.2,7.55,6.75,26.44,105.84,NA,34.53,0.56,9.25,7.55,12.37,64.26,17.82,0,2.95,6.75,14.06,41.58,"CS_IFN2_PsylFsyl__Output_Plot_17_406.xlsx"
"81","CS_IFN2_PsylFsyl.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","17_406",21,71,94,5,0.53,0.47,993.83,328.92,664.91,NA,0,20.48,10.51,9.97,846.63,846.63,715.26,53.97,141.5,53.97,206.08,319.49,149.98,NA,NA,32.83,32.83,30.18,8.29,13.42,8.29,15.1,19.67,12.84,16.2,20.17,13.82,26.49,24.68,22.94,561.08,489.7,422.89,13.84,13.72,13.84,7.13,11.27,7.13,10.3,12.34,9.29,13.2,13.01,12.66,68.21,49.84,495.25,213.97,240.65,928.4,1165.57,24.03,25.82,119.41,NA,0,68.92,50.49,0,0,0,5.11,46.86,6.42,24.25,106.98,0,5.11,31.47,61.4,0,0,0,0,15.39,6.42,24.25,45.58,60.99,0.94,14.13,8.63,7.76,30.69,123.14,NA,39.78,0.94,10.6,8.63,14.18,74.13,21.21,0,3.54,7.76,16.51,49.01,"CS_IFN2_PsylFsyl__Output_Plot_17_406.xlsx"
"82","CS_IFN2_PsylFsyl.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","17_406",21,71,99,10,0.53,0.47,993.83,328.92,664.91,NA,0,23.39,11.87,11.52,934.54,934.54,800.56,63.15,161.59,63.15,235.32,360.79,173.25,NA,NA,34.49,34.49,31.93,8.97,14.34,8.97,16.18,20.92,13.83,17.31,21.43,14.85,28.09,26.14,24.49,630.24,548.83,481.48,13.9,13.81,13.9,7.49,11.44,7.49,10.55,12.48,9.59,13.31,13.12,12.81,65.2,47.39,550.88,241.66,272.32,928.4,1165.57,23.83,25.6,137.54,NA,0,78.6,58.94,0,0,0,10.37,56.22,12.95,28.5,123.8,0,7.99,36.57,70.4,0,0,0,2.38,19.65,12.95,28.5,53.4,70.24,1.41,16.18,9.7,8.84,35.08,141.45,NA,45.26,1.41,11.97,9.7,16.02,84.35,24.98,0,4.21,8.84,19.07,57.09,"CS_IFN2_PsylFsyl__Output_Plot_17_406.xlsx"
"83","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","17_406",21,71,104,15,0.53,0.47,993.83,328.92,664.91,NA,0,26.34,13.23,13.12,1018.78,1018.78,883.56,72.98,182.27,72.98,265.08,402.08,197.3,NA,NA,36.02,36.02,33.54,9.64,15.23,9.64,17.22,22.1,14.8,18.37,22.63,15.85,29.59,27.51,25.96,698.22,607.01,540.1,13.95,13.87,13.95,7.83,11.59,7.83,10.77,12.6,9.86,13.41,13.22,12.94,62.55,45.31,606.13,269.36,304.42,928.4,1165.57,23.66,25.42,156.05,NA,0,88.33,67.72,0,0,0,11.37,64.21,13.53,31.77,141.58,0,8.76,41.53,79.5,0,0,0,2.61,22.68,13.53,31.77,62.08,79.68,2.05,18.27,10.77,9.95,39.56,160.29,NA,50.76,2.05,13.34,10.77,17.85,94.77,28.92,0,4.94,9.95,21.71,65.52,"CS_IFN2_PsylFsyl__Output_Plot_17_406.xlsx"
"84","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","17_406",21,71,109,20,0.53,0.47,993.83,328.92,664.91,NA,0,29.31,14.57,14.75,1098.64,1098.64,963.46,83.34,203.24,83.34,294.96,442.81,221.82,NA,NA,37.4,37.4,35.02,10.3,16.09,10.3,18.21,23.22,15.73,19.38,23.74,16.81,30.98,28.78,27.33,764.23,663.53,597.98,13.99,13.93,13.99,8.13,11.73,8.13,10.96,12.7,10.1,13.49,13.3,13.05,60.21,43.53,660.39,296.68,336.58,928.4,1165.57,23.52,25.28,174.67,NA,0,97.98,76.69,0,0,0,14.6,71.91,20,33.51,158.09,0,11.77,46.8,87.71,0,0,0,2.83,25.11,20,33.51,70.38,89.18,2.91,20.38,11.82,11.08,44.07,179.45,NA,56.2,2.91,14.69,11.82,19.66,105.28,32.98,0,5.69,11.08,24.41,74.17,"CS_IFN2_PsylFsyl__Output_Plot_17_406.xlsx"
"85","CS_IFN2_PsylFsyl.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","17_407",21,71,89,0,NA,NA,576.49,NA,NA,NA,NA,16.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.49,NA,NA,18.88,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84,NA,NA,12.41,NA,NA,NA,NA,367.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylFsyl__Output_Plot_17_407.xlsx"
"86","CS_IFN2_PsylFsyl.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","17_407",21,71,89,0,0.65,0.35,576.49,275.87,300.63,NA,0,16.14,10.19,5.95,589.65,589.65,401.15,125.68,208.67,125.68,279.99,369.52,197.83,NA,NA,27.4,27.4,22.6,12.65,16.3,12.65,18.49,21.51,15.72,18.88,21.69,15.87,24.32,24.25,18.15,466.95,464.47,261.59,15.5,15.5,14.5,7.5,9.5,7.5,11.84,11.91,11.78,12.84,12.56,12.89,64.06,52.79,367.38,207.6,137.95,928.4,1165.57,32.44,34.86,98.23,NA,NA,64.65,33.58,0,0,0,0,39.47,2.37,23.69,88.74,0,0,35.45,57.87,0,0,0,0,4.01,2.37,23.69,30.86,51.29,0.32,12.22,8.52,4.14,23.6,100.09,NA,37.36,0.32,10.28,8.52,13.76,70.24,13.94,0,1.94,4.14,9.84,29.86,"CS_IFN2_PsylFsyl__Output_Plot_17_407.xlsx"
"87","CS_IFN2_PsylFsyl.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","17_407",21,71,94,5,0.65,0.35,576.49,275.87,300.63,NA,0,18.48,11.55,6.93,658.91,658.91,459.81,148.89,237.18,148.89,320.62,418.69,230.63,NA,NA,28.96,28.96,24.2,13.77,17.38,13.77,19.81,22.9,16.98,20.2,23.09,17.14,25.88,25.78,19.56,528.57,524.7,303.71,13.34,13.34,12.82,10.07,11.73,10.07,11.83,12.61,11.12,13.01,13,11.84,59.72,50.27,409.59,235.26,157.34,928.4,1165.57,32.01,34.4,112.93,NA,0,76.46,36.47,0,0,0,4.44,53.21,2.67,23.11,102.44,0,4.44,45.13,68.99,0,0,0,0,8.07,2.67,23.11,33.45,59.33,0.74,14.11,9.45,5.06,27.07,115.77,NA,43.97,0.74,11.65,9.45,15.59,81.4,15.36,0,2.47,5.06,11.48,34.37,"CS_IFN2_PsylFsyl__Output_Plot_17_407.xlsx"
"88","CS_IFN2_PsylFsyl.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","17_407",21,71,99,10,0.65,0.35,576.49,275.87,300.63,NA,0,20.89,12.94,7.95,730.79,730.79,518.77,171.99,268.42,171.99,362.38,469.21,264.36,NA,NA,30.5,30.5,25.7,14.8,18.49,14.8,21.09,24.25,18.18,21.48,24.44,18.35,27.35,27.23,20.9,590.18,585.41,346.3,13.48,13.48,12.98,10.37,11.91,10.37,12.04,12.77,11.38,13.16,13.15,12.07,57.11,48.12,451.88,263.68,176.87,928.4,1165.57,31.65,34.01,129.02,NA,0,86.69,42.32,0,0,0,7.15,59.72,2.88,23.38,117.24,0,7.15,48.91,78.05,0,0,0,0,10.81,2.88,23.38,39.19,67.73,1.47,15.97,10.53,5.74,30.62,132.06,NA,49.74,1.47,13.05,10.53,17.47,92.27,17.99,0,2.91,5.74,13.15,39.8,"CS_IFN2_PsylFsyl__Output_Plot_17_407.xlsx"
"89","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","17_407",21,71,104,15,0.65,0.35,576.49,275.87,300.63,NA,0,23.32,14.33,8.99,801.05,801.05,577.52,196.09,300.28,196.09,404.54,519.57,298.97,NA,NA,31.94,31.94,27.12,15.8,19.55,15.8,22.3,25.52,19.35,22.7,25.72,19.51,28.73,28.59,22.17,651.06,645.38,389.55,13.6,13.6,13.13,10.65,12.08,10.65,12.23,12.91,11.61,13.29,13.28,12.26,54.84,46.26,493.6,292.02,196.54,928.4,1165.57,31.34,33.67,145.35,NA,0,96.99,48.36,0,0,0,10.03,68.12,3.05,23.36,131.95,0,10.03,51.71,87.13,0,0,0,0,16.41,3.05,23.36,44.81,76.26,2.51,17.84,11.61,6.42,34.22,148.87,NA,55.53,2.51,14.45,11.61,19.34,103.45,20.73,0,3.39,6.42,14.88,45.42,"CS_IFN2_PsylFsyl__Output_Plot_17_407.xlsx"
"90","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","17_407",21,71,109,20,0.65,0.35,576.49,275.87,300.63,NA,0,25.75,15.7,10.04,869.04,869.04,635.41,220.91,332.35,220.91,446.58,569.21,334.05,NA,NA,33.26,33.26,28.44,16.77,20.57,16.77,23.46,26.72,20.46,23.85,26.92,20.62,30.02,29.87,23.38,710.56,703.99,432.93,13.7,13.7,13.25,10.89,12.22,10.89,12.4,13.03,11.81,13.41,13.39,12.44,52.85,44.66,534.36,319.95,216.15,928.4,1165.57,31.07,33.38,161.71,NA,0,107.21,54.5,0,0,0,17.49,81.49,8.89,21.85,147.52,0,17.49,54.1,96.87,0,0,0,0,27.39,8.89,21.85,50.64,84.82,3.85,19.72,12.66,7.12,37.82,165.98,NA,61.27,3.85,15.83,12.66,21.19,114.81,23.54,0,3.89,7.12,16.62,51.17,"CS_IFN2_PsylFsyl__Output_Plot_17_407.xlsx"
"91","CS_IFN2_PsylFsyl.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","17_409",21,71,89,0,NA,NA,1206.04,NA,NA,NA,NA,21.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,15.02,NA,NA,22.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.73,NA,NA,13.64,NA,NA,NA,NA,532.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylFsyl__Output_Plot_17_409.xlsx"
"92","CS_IFN2_PsylFsyl.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","17_409",21,71,89,0,0.86,0.14,1206.04,1082.25,123.79,NA,0,21.38,17.87,3.51,811.81,363.05,811.81,69.4,69.4,146.34,177.26,165.13,283.35,NA,NA,32.15,21.5,32.15,9.4,9.4,13.65,14.44,14.02,18.06,15.02,14.5,18.99,22.76,20.64,19.11,418.75,334.93,315.94,16.5,14,16.5,6,6,6.5,9.73,9.56,11.2,13.91,13.02,12.32,67.39,61.14,532.57,363.59,77.29,928.4,1165.57,20.69,22.24,119.29,NA,NA,99.08,20.21,0,0,0,2.42,33.57,6.58,8,103.6,0,0,24.13,84.74,0,0,0,2.42,9.44,6.58,8,18.86,67.23,0,19.38,15.81,2.52,29.93,134.86,NA,58.47,0,18.02,15.81,24.12,116.42,8.76,0,1.35,2.52,5.81,18.44,"CS_IFN2_PsylFsyl__Output_Plot_17_409.xlsx"
"93","CS_IFN2_PsylFsyl.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","17_409",21,71,94,5,0.86,0.14,1206.04,1082.25,123.79,NA,0,23.94,19.97,3.97,895.41,406.36,895.41,77.3,77.3,167.27,198.51,184.55,320.55,NA,NA,33.76,22.75,33.76,9.92,9.92,14.59,15.27,14.82,19.26,15.9,15.33,20.2,24.1,21.86,20.37,468.79,375.67,357.01,15.57,13.91,15.57,10.3,10.3,11.51,12.09,12.02,12.74,14.12,13.77,13.04,79.17,58.61,583.22,406.41,85.91,928.4,1165.57,20.39,21.91,154.1,NA,0,129.67,24.44,0,0,0,2.73,40.79,6.75,8.9,136.27,0,0,30.96,113.34,0,0,0,2.73,9.84,6.75,8.9,22.93,86.19,0,21.59,16.4,2.46,33.52,160.17,NA,75.56,0,20.14,16.4,26.96,139.06,10.63,0,1.45,2.46,6.57,21.11,"CS_IFN2_PsylFsyl__Output_Plot_17_409.xlsx"
"94","CS_IFN2_PsylFsyl.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","17_409",21,71,99,10,0.86,0.14,1206.04,1082.25,123.79,NA,0,26.71,22.27,4.44,977.97,450.74,977.97,86.07,86.07,190.69,221.44,205.77,358.48,NA,NA,35.29,23.96,35.29,10.47,10.47,15.58,16.14,15.65,20.42,16.79,16.19,21.36,25.36,23.04,21.57,518.6,417.22,398.39,15.68,14.1,15.68,10.53,10.53,11.83,12.32,12.24,13.01,14.3,13.96,13.29,76.34,56.4,636.69,453.19,94.55,928.4,1165.57,20.13,21.64,174.36,NA,0,146.84,27.52,0,0,0,5.09,61.14,6.85,8.97,153.82,0,0,49.31,128.09,0,0,0,5.09,11.84,6.85,8.97,25.73,97.42,0.03,24.11,18.15,2.73,37.4,179.85,NA,85.36,0.03,22.46,18.15,30.06,156.06,12.06,0,1.66,2.73,7.34,23.79,"CS_IFN2_PsylFsyl__Output_Plot_17_409.xlsx"
"95","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","17_409",21,71,104,15,0.86,0.14,1206.04,1082.25,123.79,NA,0,29.46,24.55,4.9,1056.34,494.12,1056.34,94.91,94.91,214.56,244.23,226.87,396.02,NA,NA,36.67,25.08,36.67,10.99,10.99,16.53,16.96,16.44,21.51,17.63,17,22.46,26.53,24.14,22.7,567.03,457.95,439.19,15.77,14.26,15.77,10.73,10.73,12.11,12.51,12.43,13.23,14.45,14.13,13.5,73.8,54.48,688.77,499.73,102.98,928.4,1165.57,19.92,21.41,194.61,NA,0,164.04,30.57,0,0,0,5.48,75.56,6.95,9.28,173.15,0,0,63.18,144.44,0,0,0,5.48,12.38,6.95,9.28,28.71,108.64,0.15,26.63,19.88,3,41.25,199.55,NA,95.16,0.15,24.76,19.88,33.14,173.09,13.47,0,1.87,3,8.11,26.46,"CS_IFN2_PsylFsyl__Output_Plot_17_409.xlsx"
"96","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","17_409",21,71,109,20,0.86,0.14,1206.04,1082.25,123.79,NA,0,32.16,26.8,5.36,1130.26,536.07,1130.26,103.73,103.73,238.6,266.65,247.64,432.84,NA,NA,37.94,26.13,37.94,11.49,11.49,17.43,17.73,17.18,22.54,18.43,17.76,23.48,27.61,25.16,23.76,613.69,497.44,479.05,15.84,14.4,15.84,10.91,10.91,12.35,12.68,12.6,13.43,14.59,14.27,13.68,71.55,52.82,739.05,545.53,111.13,928.4,1165.57,19.74,21.21,214.66,NA,0,181.1,33.57,0,0,0,5.83,85.86,12.58,9.43,192.34,0,0,72.05,160.77,0,0,0,5.83,13.81,12.58,9.43,31.56,119.74,0.38,29.11,21.58,3.27,45.04,219.11,NA,104.87,0.38,27.03,21.58,36.17,190.02,14.87,0,2.09,3.27,8.87,29.1,"CS_IFN2_PsylFsyl__Output_Plot_17_409.xlsx"
"97","CS_IFN2_PsylFsyl.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","17_431",21,71,89,0,NA,NA,226.35,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.84,NA,NA,23.84,NA,NA,27.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,NA,NA,10.14,NA,NA,NA,NA,209.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylFsyl__Output_Plot_17_431.xlsx"
"98","CS_IFN2_PsylFsyl.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","17_431",21,71,89,0,0.76,0.24,226.35,148.54,77.81,NA,0,10.1,7.39,2.72,1269.23,1269.23,617.95,202.32,206.12,202.32,446.37,497.26,349.22,NA,NA,40.2,40.2,28.05,16.05,16.2,16.05,22.84,24,20.62,23.84,25.16,21.09,29.26,27.65,20.62,691.87,635.11,349.22,12,12,9,3.5,7.5,3.5,8.74,9.79,6.75,10.49,10.56,6.75,38.28,35.84,209.73,150.47,58.13,943.94,1169.94,63.39,68.12,51.51,NA,NA,42.32,9.19,0,0,0,10.42,18.13,0,2.56,45.44,0,10.42,13.37,37.21,0,0,0,0,4.76,0,2.56,8.23,28.5,3.59,9.22,6.51,3.88,14.47,66.16,NA,24.4,3.59,7.45,6.51,9.97,51.91,4.1,0,1.77,3.88,4.5,14.25,"CS_IFN2_PsylFsyl__Output_Plot_17_431.xlsx"
"99","CS_IFN2_PsylFsyl.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","17_431",21,71,94,5,0.76,0.24,226.35,148.54,77.81,NA,0,11.37,8.27,3.1,1388.12,1388.12,693.96,232.77,234.78,232.77,502.22,556.93,397.78,NA,NA,42.04,42.04,29.73,17.22,17.29,17.22,24.28,25.45,22.03,25.29,26.63,22.5,30.93,29.26,22.03,771.88,708.96,397.78,11.2,11.2,10.53,8.67,9.15,8.67,9.82,10,9.47,10.57,10.39,9.47,40.43,34.16,230.54,168.5,64.98,943.94,1169.94,62.91,67.6,60.42,NA,0,47.09,13.34,0,0,0,13.75,22.56,3.13,3.98,54.08,0,13.75,17.03,41.79,0,0,0,0,5.53,3.13,3.98,12.29,33.02,5,9.91,7.32,2.84,16.29,74.37,NA,27.09,5,8.34,7.32,11.17,58.92,5.92,0,1.57,2.84,5.12,15.46,"CS_IFN2_PsylFsyl__Output_Plot_17_431.xlsx"
"100","CS_IFN2_PsylFsyl.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","17_431",21,71,99,10,0.76,0.24,226.35,148.54,77.81,NA,0,12.67,9.17,3.5,1499.98,1499.98,772.32,267.03,267.03,267.76,559.69,617.34,449.65,NA,NA,43.7,43.7,31.36,18.44,18.44,18.46,25.69,26.86,23.45,26.7,28.04,23.93,32.53,30.79,23.45,851.7,782.5,449.65,11.24,11.24,10.6,8.86,9.27,8.86,9.92,10.09,9.61,10.64,10.46,9.61,38.63,32.7,251.49,186.76,72.18,943.94,1169.94,62.49,67.15,67.67,NA,0,52.54,15.13,0,0,0,19.68,26.27,3.35,3.87,61.32,0,19.68,18.24,47.43,0,0,0,0,8.03,3.35,3.87,13.88,36.94,6.45,11.08,8.09,3.2,18.17,83.94,NA,30.17,6.45,9.25,8.09,12.38,66.34,6.77,0,1.83,3.2,5.79,17.6,"CS_IFN2_PsylFsyl__Output_Plot_17_431.xlsx"
"101","CS_IFN2_PsylFsyl.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","17_431",21,71,104,15,0.76,0.24,226.35,148.54,77.81,NA,0,13.99,10.08,3.91,1608.19,1608.19,850.42,300.95,300.95,304.55,617.91,678.26,502.71,NA,NA,45.25,45.25,32.91,19.57,19.57,19.69,27.06,28.22,24.83,28.05,29.39,25.3,34.05,32.25,24.83,931.19,855.99,502.71,11.28,11.28,10.67,9.03,9.39,9.03,10.02,10.17,9.74,10.7,10.53,9.74,37.04,31.43,272.27,205.16,79.41,943.94,1169.94,62.12,66.75,75.03,NA,0,58.07,16.96,0,0,5.73,28.6,26.14,3.45,3.26,67.63,5.73,26.27,15.8,52.11,0,0,0,2.32,10.34,3.45,3.26,15.52,40.94,8.05,12.27,8.87,3.58,20.07,93.77,NA,33.28,8.05,10.16,8.87,13.6,73.96,7.65,0,2.11,3.58,6.47,19.81,"CS_IFN2_PsylFsyl__Output_Plot_17_431.xlsx"
"102","CS_IFN2_PsylFsyl.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","17_431",21,71,109,20,0.76,0.24,226.35,148.54,77.81,NA,0,15.31,10.98,4.33,1712.36,1712.36,927.62,336.23,336.23,342.79,676.41,739.23,556.47,NA,NA,46.69,46.69,34.37,20.69,20.69,20.89,28.37,29.53,26.15,29.35,30.68,26.62,35.48,33.64,26.15,1009.75,928.88,556.47,11.31,11.31,10.72,9.18,9.5,9.18,10.11,10.25,9.85,10.76,10.59,9.85,35.64,30.31,292.77,223.57,86.63,943.94,1169.94,61.79,66.4,82.44,NA,0,63.62,18.81,0,0,6.12,30.99,26.09,0,2.79,74.34,6.12,28.47,15.26,56.99,0,0,0,2.52,10.84,0,2.79,17.35,44.96,9.75,13.48,9.66,3.95,21.99,103.77,NA,36.41,9.75,11.07,9.66,14.82,81.7,8.55,0,2.4,3.95,7.17,22.07,"CS_IFN2_PsylFsyl__Output_Plot_17_431.xlsx"
