"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","V_harvested","Dead_V","V_sp1","V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_unwinding_sp1","V_veneer_sp1","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_post_sp1","V_stake_sp1","V_chips_sp1","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_chips_sp2","WSW","WTHICKB","WSTB","WB2_7","WTHINB","WTBL","WR","WT","Dead_WT","WSW_sp1","WTHICKB_sp1","WB2_7_sp1","WTBL_sp1","WR_sp1","WT_sp1","WSTB_sp2","WTHINB_sp2","WR_sp2","WT_sp2","File_name"
"149","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","25_2172",21,43,105,15,0.81,0.19,1165.16,1000.91,132.42,NA,0,34.43,28.74,5.05,8239.46,856.81,8239.46,67.24,149.11,67.24,295.48,287.17,381.56,NA,NA,102.42,33.03,102.42,9.25,13.78,9.25,17.84,18.57,12.84,19.4,19.12,22.04,32.18,28.3,14,1026.15,633.75,483.45,10.32,9.79,10.32,6.5,7.2,8.31,8.09,8.1,8.39,9.47,9.41,8.42,45.33,29.42,775.31,631.14,106.74,1143.27,851.37,30.94,33.24,127.22,NA,0,108.96,18.26,0,0,11.55,15.73,33.28,0,47.01,114.94,0,0,0,2.27,33.28,0,47.01,98.65,11.55,13.46,0,16.28,47.67,0,16.76,14.93,1.03,30.31,56.77,169.85,NA,47.67,0,14.93,30.31,47.58,140.48,16.76,1.03,9.2,29.37,"CS_IFN2_PsylQpyr__Output_Plot_25_2172.xlsx"
"150","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","25_2172",21,43,110,20,0.83,0.17,1165.16,1000.91,132.42,NA,0,39.1,33.34,5.13,8249.21,954.37,8249.21,72.74,177.15,72.74,335.59,333.12,387.22,NA,NA,102.49,34.86,102.49,9.62,15.02,9.62,19.15,20.04,13.19,20.67,20.59,22.2,33.91,30.11,14.35,1106.06,717,489.16,10.1,9.64,10.1,6.5,7.26,8.53,8.11,8.09,8.59,9.35,9.3,8.61,42.32,27.58,858.7,717.09,108.1,1143.27,851.37,31.33,33.66,142.64,NA,0,124.34,18.3,0,0,11.41,15.71,50,0,46.54,129.34,0,0,0,2.5,50,0,46.54,113,11.41,13.21,0,16.33,54.98,0,16.72,18.32,1.06,35.85,64.52,193.81,NA,54.98,0,18.32,35.85,55.19,164.34,16.72,1.06,9.34,29.48,"CS_IFN2_PsylQpyr__Output_Plot_25_2172.xlsx"
"151","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","25_321",21,43,89,0,NA,NA,562.35,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,15.42,NA,NA,26.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,9.53,NA,NA,NA,NA,258.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_25_321.xlsx"
"152","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","25_321",21,43,89,0,0.51,0.49,562.35,116.71,445.63,NA,0,10.5,6.71,3.79,1037.76,1037.76,224.32,47.78,341.43,47.78,186.67,574.59,85.08,NA,NA,36.35,36.35,16.9,7.8,20.85,7.8,13.5,26.49,10.09,15.42,27.05,10.41,27.43,27.43,13.71,613.56,613.56,154.42,12.5,12.5,10,3.5,7.5,3.5,6.9,9.53,6.21,9.37,9.37,8.86,51.15,34.16,258.85,133.54,94.07,1178.93,856.45,45.01,48.37,40.07,NA,NA,28.02,12.05,0,0,0,5.27,13.26,3.42,4.43,35.43,0,0,0,5.27,13.26,3.42,4.43,25.93,0,0,0,9.5,12.79,0,8.71,3.99,2.81,6.59,18,54.91,NA,12.79,0,3.99,6.59,11.1,34.48,8.71,2.81,6.9,20.44,"CS_IFN2_PsylQpyr__Output_Plot_25_321.xlsx"
"153","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","25_321",21,43,94,5,0.54,0.46,562.35,116.71,445.63,NA,0,13.08,8.75,4.33,1301.94,1301.94,249.77,53.75,473.02,53.75,232.58,749.67,97.15,NA,NA,40.71,40.71,17.83,8.27,24.54,8.27,14.85,30.36,10.79,17.21,30.9,11.12,31.34,31.34,14.65,795.91,795.91,175.78,10.35,10.35,8.75,7.18,9.04,7.18,8.07,9.57,7.67,9.66,9.66,8.32,54.31,30.84,308.8,167.66,105.83,1178.93,856.45,43.64,46.89,51.64,NA,0,35.95,15.69,0,0,0,8.63,16.81,3.33,2.39,45.8,0,0,0,8.63,16.81,3.33,2.39,33.16,0,0,0,12.65,16.73,0.06,11.4,5.58,2.8,8.53,22.37,70.22,NA,16.73,0.06,5.58,8.53,14.48,45.39,11.4,2.8,7.88,24.83,"CS_IFN2_PsylQpyr__Output_Plot_25_321.xlsx"
"154","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","25_321",21,43,99,10,0.55,0.45,562.35,116.71,445.63,NA,0,15.77,10.86,4.92,1546.99,1546.99,277.68,61.54,614.36,61.54,280.5,930.32,110.31,NA,NA,44.38,44.38,18.8,8.85,27.97,8.85,16.17,33.93,11.51,18.9,34.42,11.85,34.92,34.92,15.53,983.13,983.13,197.08,10.52,10.52,9.01,7.56,9.34,7.56,8.38,9.82,8.01,9.9,9.9,8.6,51.85,28.34,358.9,201.66,118.46,1178.93,856.45,42.61,45.78,63.28,NA,0,44.92,18.37,0,0,0,17.54,20.36,0,2.14,57.37,0,0,0,17.54,20.36,0,2.14,41.67,0,0,0,15.69,21.21,0.39,13.45,7.32,3.02,10.54,26.92,85.91,NA,21.21,0.39,7.32,10.54,17.97,57.43,13.45,3.02,8.95,28.48,"CS_IFN2_PsylQpyr__Output_Plot_25_321.xlsx"
"155","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","25_321",21,43,104,15,0.56,0.44,562.35,116.71,445.63,NA,0,18.48,12.96,5.52,1777.35,1777.35,305.6,69.85,763.13,69.85,328.65,1110.15,123.98,NA,NA,47.57,47.57,19.73,9.43,31.17,9.43,17.4,37.15,12.22,20.46,37.6,12.56,38.15,38.15,16.38,1168.15,1168.15,218.7,10.65,10.65,9.23,7.88,9.58,7.88,8.65,10.01,8.3,10.08,10.08,8.85,49.73,26.44,407.55,234.57,131.39,1178.93,856.45,41.82,44.93,75.03,NA,0,53.87,21.16,0,0,0,25.15,22.1,0,1.68,67.99,0,0,0,25.15,20.06,0,1.68,49.96,0,0,2.04,18.03,25.75,0.95,15.61,9.15,3.25,12.53,31.51,102.1,NA,25.75,0.95,9.15,12.53,21.45,69.82,15.61,3.25,10.06,32.28,"CS_IFN2_PsylQpyr__Output_Plot_25_321.xlsx"
"156","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","25_321",21,43,109,20,0.57,0.43,562.35,116.71,445.63,NA,0,21.15,14.99,6.15,1990.91,1990.91,333.23,78.58,913.6,78.58,376.05,1284.61,138.09,NA,NA,50.35,50.35,20.6,10,34.11,10,18.54,40.03,12.92,21.88,40.44,13.26,41.02,41.02,17.19,1346.62,1346.62,240.45,10.76,10.76,9.41,8.15,9.77,8.15,8.87,10.17,8.53,10.24,10.24,9.06,47.85,24.95,454.08,265.76,144.59,1178.93,856.45,41.2,44.27,86.57,NA,0,62.56,24.01,0,0,0,36.34,18.86,0,0.7,78.4,0,0,0,36.34,16.64,0,0.7,58.12,0,0,2.23,20.28,30.2,1.74,17.84,11,3.48,14.47,36.02,118.42,NA,30.2,1.74,11,14.47,24.82,82.23,17.84,3.48,11.2,36.19,"CS_IFN2_PsylQpyr__Output_Plot_25_321.xlsx"
"157","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","26_1002",43,21,88,0,NA,NA,1066.13,NA,NA,NA,NA,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,11.31,NA,NA,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,7.15,NA,NA,NA,NA,298.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_26_1002.xlsx"
"158","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","26_1002",43,21,88,0,0.63,0.37,1066.13,1018.59,47.53,NA,0,10.71,6.56,4.15,1475.94,80.12,1475.94,52.81,52.81,583.21,100.48,64.44,872.59,NA,NA,43.35,10.1,43.35,8.2,8.2,27.25,10.1,9.04,32.83,11.31,9.06,33.33,20.9,10.1,32.83,456.81,80.12,872.59,12,7.5,12,6,6,6.5,6.9,6.87,7.54,7.25,7,7.54,68.37,34.7,298.51,177.41,77.57,1138.63,845.84,42.22,45.36,35.77,NA,NA,22.85,12.91,0,0,0,2.5,3.59,0,14.05,29.51,0,0,0,0,0,0,14.05,17.93,0,2.5,3.59,11.58,8.89,0,10.81,2.24,1.24,7.43,18.42,50.08,NA,8.89,0,2.24,7.43,10.87,29.43,10.81,1.24,7.55,20.65,"CS_IFN2_PsylQpyr__Output_Plot_26_1002.xlsx"
"159","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","26_1002",43,21,93,5,0.69,0.31,1066.13,1018.59,47.53,NA,0,13.94,9.57,4.37,1540.51,116.59,1540.51,76.67,76.67,623.58,130.78,93.94,920.3,NA,NA,44.29,12.18,44.29,9.88,9.88,28.18,11.93,10.91,33.75,12.9,10.94,34.23,22.44,12.18,33.75,498.62,116.59,920.3,8.01,5.96,8.01,5.36,5.36,7.61,5.74,5.64,7.79,6.83,5.96,7.79,48.09,30.44,368.84,245.39,81.16,1138.63,845.84,44.85,48.19,39.92,NA,0,26.31,13.61,0,0,0,4.48,4.56,0,18,33.3,0,0,0,0,0,0,18,21.02,0,4.48,4.56,12.28,10.63,0,11.4,4.48,1.28,14.09,23.8,66.78,NA,10.63,0,4.48,14.09,15.84,45.04,11.4,1.28,7.96,21.74,"CS_IFN2_PsylQpyr__Output_Plot_26_1002.xlsx"
"160","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","26_1002",43,21,98,10,0.74,0.26,1066.13,1018.59,47.53,NA,0,17.77,13.19,4.58,1584.26,160.45,1584.26,105.78,105.78,662.4,166.7,129.49,963.96,NA,NA,44.91,14.29,44.91,11.61,11.61,29.04,13.78,12.81,34.57,14.57,12.84,35.03,23.93,14.29,34.57,542.4,160.45,963.96,7.34,5.89,7.34,5.37,5.37,7.06,5.68,5.61,7.19,6.51,5.89,7.19,41.23,27.18,448.13,323.48,84.43,1138.63,845.84,47.08,50.59,48.29,NA,0,35.16,13.12,0,0,0,4.5,4.4,0,26.48,41.23,0,0,0,0,0,0,26.48,29.44,0,4.5,4.4,11.79,14.57,0,11.01,6.99,1.32,20.18,30.17,85.19,NA,14.57,0,6.99,20.18,21.83,63.58,11.01,1.32,8.34,21.61,"CS_IFN2_PsylQpyr__Output_Plot_26_1002.xlsx"
"161","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","26_1002",43,21,103,15,0.78,0.22,1066.13,1018.59,47.53,NA,0,22.07,17.32,4.76,1621.36,210.14,1621.36,139.1,139.1,696.3,207.05,170,1001,NA,NA,45.44,16.36,45.44,13.31,13.31,29.78,15.6,14.68,35.26,16.24,14.71,35.7,25.34,16.36,35.26,586.07,210.14,1001,6.88,5.8,6.88,5.34,5.34,6.66,5.61,5.56,6.76,6.25,5.8,6.76,35.97,24.67,533.29,408.89,87.18,1138.63,845.84,48.98,52.64,57.5,NA,0,44.73,12.77,0,0,0,4.51,2.95,0,35.31,49.39,0,0,0,0,0,0,35.31,38.04,0,4.51,2.95,11.36,18.94,0,10.73,10.24,1.36,27.54,37.33,106.95,NA,18.94,0,10.24,27.54,28.66,85.38,10.73,1.36,8.66,21.56,"CS_IFN2_PsylQpyr__Output_Plot_26_1002.xlsx"
"162","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","26_1002",43,21,108,20,0.8,0.2,1066.13,1018.59,47.53,NA,0,26.63,21.73,4.91,1652.78,262.92,1652.78,174.87,174.87,725.67,249.8,213.29,1032.21,NA,NA,45.87,18.3,45.87,14.92,14.92,30.4,17.31,16.44,35.83,17.83,16.48,36.25,26.63,18.3,35.83,628.59,262.92,1032.21,6.52,5.7,6.52,5.3,5.3,6.35,5.53,5.49,6.43,6.05,5.7,6.43,31.96,22.71,619.97,497.05,89.49,1138.63,845.84,50.65,54.43,66.92,NA,0,54.42,12.5,0,0,0,4.5,2.87,0,40.66,57.42,0,0,0,0,0,0,40.66,46.41,0,4.5,2.87,11.01,23.46,0,10.52,14.13,1.39,35.86,44.89,130.96,NA,23.46,0,14.13,35.86,35.96,109.41,10.52,1.39,8.93,21.55,"CS_IFN2_PsylQpyr__Output_Plot_26_1002.xlsx"
"163","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","26_1016",43,21,88,0,NA,NA,1252.02,NA,NA,NA,NA,16.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.26,NA,NA,12.81,NA,NA,21.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,NA,NA,12.88,NA,NA,NA,NA,427.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_26_1016.xlsx"
"164","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","26_1016",43,21,88,0,0.7,0.3,1252.02,919.56,332.46,NA,0,16.12,12.42,3.7,572.56,572.56,441.15,53.46,72.38,53.46,128.78,135.09,111.35,NA,NA,27,27,23.7,8.25,9.6,8.25,12.26,12.58,11.4,12.81,13.11,11.91,21.91,20.8,14.98,389.36,354.83,187.15,14.5,14.5,10,5,8,5,8.41,9.19,6.27,12.91,13.1,7.11,68.61,58.89,427.83,302.45,95.04,1130.84,833.14,21.9,23.53,71.78,NA,NA,60.1,11.68,0,0,0,0,11.93,6.05,37,63.21,0,0,0,0,10.62,6.05,37,53.58,0,0,1.31,9.63,24.85,0,8.63,4.29,2.48,10.2,27.3,79.42,NA,24.85,0,4.29,10.2,20.56,59.9,8.63,2.48,6.74,19.52,"CS_IFN2_PsylQpyr__Output_Plot_26_1016.xlsx"
"165","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","26_1016",43,21,93,5,0.73,0.27,1252.02,919.56,332.46,NA,0,20.78,16.65,4.14,727.95,727.95,480.86,60,99.3,60,166,181.03,124.42,NA,NA,30.44,30.44,24.74,8.74,11.24,8.74,13.93,14.6,12.07,14.54,15.18,12.59,24.7,23.8,15.76,492.69,462.13,206.62,14,14,13.11,9.85,9.85,10.61,11.06,10.96,11.36,13.21,13.09,12.15,79.42,53.5,524.5,389.25,104.38,1130.84,833.14,21.39,22.98,112.49,NA,0,90.71,21.78,0,0,0,2.18,21.62,13.34,54.24,101.9,0,0,0,2.18,19.16,13.34,54.24,83.05,0,0,2.47,18.86,37.95,0,16.2,5.61,1.92,11.71,35.09,112.47,NA,37.95,0,5.61,11.71,27.55,82.83,16.2,1.92,7.53,29.65,"CS_IFN2_PsylQpyr__Output_Plot_26_1016.xlsx"
"166","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","26_1016",43,21,98,10,0.75,0.25,1252.02,919.56,332.46,NA,0,26.04,21.33,4.71,877.04,877.04,524.09,68.91,130.46,68.91,207.96,231.95,141.61,NA,NA,33.42,33.42,25.83,9.37,12.89,9.37,15.61,16.59,12.9,16.27,17.19,13.43,27.22,26.5,16.72,596.97,570.68,231.43,14.18,14.18,13.27,10.36,10.36,11.26,11.51,11.39,11.83,13.46,13.36,12.5,73.73,49.44,628.47,481.93,116.42,1130.84,833.14,21,22.57,143.25,NA,0,117.86,25.39,0,0,0,5.1,32.61,14.86,63.33,131.49,0,0,0,5.1,29.97,14.86,63.33,108.92,0,0,2.63,22.57,50.1,0,19.03,7.61,2.1,14.81,43.88,141.99,NA,50.1,0,7.61,14.81,35.3,107.81,19.03,2.1,8.57,34.18,"CS_IFN2_PsylQpyr__Output_Plot_26_1016.xlsx"
"167","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","26_1016",43,21,103,15,0.77,0.23,1252.02,919.56,332.46,NA,0,31.41,26.14,5.27,1014.62,1014.62,562.81,77.98,163.96,77.98,250.84,284.24,158.44,NA,NA,35.94,35.94,26.77,9.96,14.45,9.96,17.16,18.42,13.68,17.87,19.02,14.2,29.42,28.87,17.58,696.28,674.98,254.66,14.32,14.32,13.44,10.77,10.77,11.72,11.86,11.74,12.2,13.65,13.57,12.8,69.11,46.41,730.5,574.23,128,1130.84,833.14,20.7,22.24,174.84,NA,0,145.9,28.94,0,0,0,9.98,56.03,21.03,67.39,161.29,0,0,0,9.98,51.44,21.03,67.39,135.45,0,0,4.59,25.85,62.82,0,21.84,9.78,2.28,17.97,52.85,172.48,NA,62.82,0,9.78,17.97,43.26,133.84,21.84,2.28,9.59,38.64,"CS_IFN2_PsylQpyr__Output_Plot_26_1016.xlsx"
"168","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","26_1016",43,21,108,20,0.78,0.22,1252.02,919.56,332.46,NA,0,36.68,30.89,5.79,1138.33,1138.33,595.44,86.92,198.4,86.92,292.96,335.87,174.25,NA,NA,38.07,38.07,27.53,10.52,15.89,10.52,18.57,20.09,14.37,19.31,20.68,14.89,31.3,30.92,18.33,787.62,771.82,275.79,14.44,14.44,13.6,11.11,11.11,12.12,12.16,12.03,12.54,13.81,13.74,13.08,65.5,44.13,827.4,663.06,138.7,1130.84,833.14,20.46,21.99,206.18,NA,0,173.77,32.41,0,0,0,16.59,70.83,46.2,66.22,191.35,0,0,0,16.59,65.98,46.2,66.22,162.17,0,0,4.85,29.18,75.62,0,24.59,12.02,2.44,21.09,61.67,202.82,NA,75.62,0,12.02,21.09,51.12,159.86,24.59,2.44,10.55,42.96,"CS_IFN2_PsylQpyr__Output_Plot_26_1016.xlsx"
"169","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","26_1028",21,43,88,0,NA,NA,937.25,NA,NA,NA,NA,32.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,20.91,NA,NA,33.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.62,NA,NA,14.12,NA,NA,NA,NA,703.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_26_1028.xlsx"
"170","CS_IFN2_PsylQpyr.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","26_1028",21,43,88,0,0.75,0.25,937.25,555.27,381.97,NA,0,32.19,26.76,5.43,1170.21,1170.21,300.18,47.78,149.57,47.78,343.48,481.95,142.19,NA,NA,38.6,38.6,19.55,7.8,13.8,7.8,19.4,23.93,12.83,20.91,24.77,13.46,34.25,34.25,18.08,928.72,928.72,258.38,16,16,14,4,9.5,4,11.62,13.76,8.5,14.21,14.21,12,59.88,41.48,703.74,546.57,134.22,1130.84,833.14,22.99,24.71,191.83,NA,NA,167.02,24.81,0,0,0,21.95,95.16,77.78,34.46,178.92,0,0,0,21.95,90.96,77.78,34.46,157.16,0,0,4.2,21.76,74.21,0.01,18.73,10.79,2.95,16.55,54.18,181.22,NA,74.21,0.01,10.79,16.55,44.3,145.85,18.73,2.95,9.89,35.37,"CS_IFN2_PsylQpyr__Output_Plot_26_1028.xlsx"
"171","CS_IFN2_PsylQpyr.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","26_1028",21,43,93,5,0.76,0.24,937.25,555.27,381.97,NA,0,36.3,30.43,5.88,1289.11,1289.11,328.74,51.03,176.08,51.03,387.36,547.98,153.85,NA,NA,40.51,40.51,20.46,8.06,14.97,8.06,20.59,25.58,13.33,22.21,26.41,14,36.11,36.11,18.84,1031.45,1031.45,280.48,14.72,14.72,13.52,10.66,10.66,12.03,12.92,12.93,12.91,14.35,14.35,13.48,62.78,39.75,775.01,610.52,143.46,1130.84,833.14,22.76,24.45,212.52,NA,0,178.26,34.26,0,0,0,33.21,102.27,83.06,29.52,197.94,0,0,0,33.21,95.91,83.06,29.52,167.48,0,0,6.36,30.46,80.23,0.06,25.85,13.26,2.38,20,61.06,208.87,NA,80.23,0.06,13.26,20,50.36,163.92,25.85,2.38,10.7,44.95,"CS_IFN2_PsylQpyr__Output_Plot_26_1028.xlsx"
"172","CS_IFN2_PsylQpyr.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","26_1028",21,43,98,10,0.76,0.24,937.25,555.27,381.97,NA,0,40.22,33.84,6.38,1395.33,1395.33,354.59,56.21,202.27,56.21,429.15,609.51,166.97,NA,NA,42.15,42.15,21.25,8.46,16.05,8.46,21.68,27.03,13.9,23.38,27.86,14.58,37.73,37.73,19.57,1125.67,1125.67,302.75,14.82,14.82,13.72,10.93,10.93,12.5,13.17,13.12,13.24,14.47,14.47,13.7,60.75,38.36,841.43,669.15,153.71,1130.84,833.14,22.57,24.25,236.83,NA,0,199.07,37.76,0,0,0,51.54,110.31,95.51,27.3,221.43,0,0,0,51.54,103.46,95.51,27.3,187.38,0,0,6.85,34.05,90.22,0.2,28.63,15.14,2.52,22.18,67.63,233.01,NA,90.22,0.2,15.14,22.18,56.02,183.75,28.63,2.52,11.61,49.26,"CS_IFN2_PsylQpyr__Output_Plot_26_1028.xlsx"
"173","CS_IFN2_PsylQpyr.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","26_1028",21,43,103,15,0.77,0.23,937.25,555.27,381.97,NA,0,43.93,37.07,6.86,1492.01,1492.01,379.25,61.39,228.16,61.39,468.67,667.54,179.57,NA,NA,43.59,43.59,21.97,8.84,17.04,8.84,22.67,28.34,14.43,24.43,29.15,15.12,39.16,39.16,20.24,1212.16,1212.16,323.93,14.9,14.9,13.88,11.17,11.17,12.84,13.37,13.28,13.5,14.57,14.57,13.87,58.97,37.21,903.07,723.72,163.45,1130.84,833.14,22.42,24.09,259.78,NA,0,218.71,41.07,0,0,0,62.05,119.33,96.32,25.21,243.29,0,0,0,62.05,110.13,96.32,25.21,206.12,0,0,9.2,37.17,99.72,0.4,31.29,16.96,2.65,24.23,73.84,256.02,NA,99.72,0.4,16.96,24.23,61.35,202.65,31.29,2.65,12.49,53.37,"CS_IFN2_PsylQpyr__Output_Plot_26_1028.xlsx"
"174","CS_IFN2_PsylQpyr.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","26_1028",21,43,108,20,0.77,0.23,937.25,555.27,381.97,NA,0,47.42,40.1,7.32,1580.26,1580.26,402.32,66.48,253.53,66.48,505.91,722.15,191.57,NA,NA,44.86,44.86,22.63,9.2,17.97,9.2,23.57,29.52,14.92,25.38,30.32,15.62,40.43,40.43,20.86,1291.62,1291.62,343.75,14.97,14.97,14.05,11.37,11.37,13.2,13.55,13.41,13.74,14.65,14.65,14.03,57.47,36.24,960.22,774.46,172.62,1130.84,833.14,22.29,23.96,281.45,NA,0,237.19,44.27,0,0,0,77.02,129.6,95.69,24.24,263.8,0,0,0,77.02,118.06,95.69,24.24,223.6,0,0,11.54,40.2,108.7,0.65,33.86,18.71,2.78,26.16,79.7,277.92,NA,108.7,0.65,18.71,26.16,66.37,220.59,33.86,2.78,13.32,57.33,"CS_IFN2_PsylQpyr__Output_Plot_26_1028.xlsx"
"175","CS_IFN2_PsylQpyr.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","26_1035",21,43,88,0,NA,NA,3425.16,NA,NA,NA,NA,31.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.38,NA,NA,10.82,NA,NA,19.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,NA,NA,9.09,NA,NA,NA,NA,893.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylQpyr__Output_Plot_26_1035.xlsx"
