"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Mean_crown_d","Mean_crown_d_sp1","Mean_crown_d_sp2","Do_crown","Do_crown_sp1","Do_crown_sp2","Canopy_cover","Canopy_cover_sp1","Canopy_cover_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","Bole_V","Bark_V","V_harvested","Dead_V","V_sp1","Bole_V_sp1","Bark_V_sp1","V_sp2","Bole_V_sp2","Bark_V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_chips_sp1","V_unwinding_sp2","V_veneer_sp2","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_post_sp2","V_stake_sp2","V_chips_sp2","WSW","WTHICKB","WB2_7","WB2_t","WTBL","WR","WT","Dead_WT","WSW_sp1","WB_2_T_sp1","WTBL_sp1","WR_sp1","WT_sp1","WSW_sp2","WTHICKB_sp2","WB2_7_sp2","WTBL_sp2","WR_sp2","WT_sp2","File_name"
"341","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","32_1351",21,26,102,15,0.55,0.45,1000.91,558.81,442.1,NA,0,45.32,23.38,21.93,1059.2,1059.2,1001.12,182.15,182.15,281.58,452.75,418.43,496.14,NA,NA,36.72,36.72,35.7,15.23,15.23,18.93,23.36,22.19,24.84,24.01,23.08,25.13,33.54,32.62,30.14,886.22,839.32,717.87,14.08,14.08,13.7,8.67,8.67,11.01,11.53,11,12.21,13.54,13.42,13.06,0,0,0,0,0,0,0,0,0,49.38,40.38,938.03,472.81,446.12,1073.78,1230.72,23.34,25.08,247.4,198.49,48.92,NA,0,127.53,86.17,41.36,119.88,112.32,7.56,0,0,0,30.31,130.27,59.37,22.68,231.02,0,23.13,55.77,118.79,0,0,0,7.19,74.5,59.37,22.68,112.23,108.83,0,9.57,4.66,26.31,54.27,203.64,NA,55.46,4.66,10.79,17.97,88.88,53.37,0,9.57,15.52,36.31,114.76,"CS_IFN2_PsylPpin__Output_Plot_32_1351.xlsx"
"342","CS_IFN2_PsylPpin.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","32_1351",21,26,107,20,0.55,0.45,1000.91,558.81,442.1,NA,0,50.87,26.04,24.83,1157.54,1157.54,1104.04,207.7,207.7,323.78,508.24,465.96,561.69,NA,NA,38.39,38.39,37.49,16.26,16.26,20.3,24.78,23.45,26.45,25.44,24.36,26.74,35.18,34.19,31.89,975.17,922.05,803.63,14.23,14.23,13.94,9.08,9.08,11.36,11.87,11.37,12.52,13.76,13.64,13.34,0,0,0,0,0,0,0,0,0,47.93,39.1,1029.23,529.16,495.66,1073.78,1230.72,22.98,24.69,282.8,228.53,54.27,NA,0,144.98,98.34,46.64,137.82,130.19,7.63,0,0,0,44.86,150.6,81.26,20.08,265.29,0,31.88,65.24,136.12,0,0,0,12.98,85.36,81.26,20.08,129.17,124.93,0,11.09,5.49,29.51,61.92,232.95,NA,63.07,5.49,12.21,20.82,101.6,61.86,0,11.09,17.3,41.1,131.35,"CS_IFN2_PsylPpin__Output_Plot_32_1351.xlsx"
"343","CS_IFN2_PsylPpin.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","32_1355",26,21,87,0,NA,NA,806.39,NA,NA,NA,NA,21.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.98,NA,NA,18.23,NA,NA,28.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66,NA,NA,12.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1355.xlsx"
"344","CS_IFN2_PsylPpin.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","32_1355",26,21,87,0,0.73,0.27,806.39,650.77,155.62,NA,0,21.06,15.27,5.79,834.69,834.69,611.36,72.38,72.38,317.31,261.11,234.61,371.93,NA,NA,32.6,32.6,27.9,9.6,9.6,20.1,16.98,15.87,21.64,18.23,17.28,21.76,28.76,28.45,22.41,653.44,640.43,399.66,15,15,12.5,2.5,2.5,9,7.66,6.81,11.19,12.79,12.93,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.08,44.47,485.89,301.51,122.94,1085.22,1223.61,27.54,29.59,95.62,71.25,24.37,NA,NA,66.41,44.44,21.98,29.21,26.81,2.4,0,0,0,5.11,44.15,3.07,9.52,86.97,0,5.11,30.25,59.97,0,0,0,0,13.9,3.07,9.52,27,42.66,0,2.48,2.53,11.15,19.8,78.62,NA,29.92,2.53,6.64,10.22,49.3,12.74,0,2.48,4.52,9.58,29.32,"CS_IFN2_PsylPpin__Output_Plot_32_1355.xlsx"
"345","CS_IFN2_PsylPpin.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","32_1355",26,21,92,5,0.73,0.27,806.39,650.77,155.62,NA,0,26.11,18.7,7.41,991.05,991.05,760.82,91.7,91.7,413.2,323.73,287.31,476.05,NA,NA,35.52,35.52,31.12,10.81,10.81,22.94,18.97,17.64,24.5,20.3,19.13,24.62,31.55,31.15,25.28,786.38,767.45,508.05,14.12,14.12,13.09,6.82,6.82,11.82,9.78,9.23,12.09,13.32,13.26,12.22,0,0,0,0,0,0,0,0,0,51.57,42.21,577.38,372.4,151.62,1085.22,1223.61,26.44,28.41,136.41,102.05,34.36,NA,0,96.51,64.84,31.67,39.9,37.2,2.7,0,0,0,17.52,67.1,12.56,7.52,126.6,0,15.29,40.81,89.29,0,0,0,2.23,26.29,12.56,7.52,37.31,59.87,0,3.2,3.43,13.69,25.72,105.9,NA,42.19,3.43,8.37,13.45,67.45,17.68,0,3.2,5.32,12.26,38.46,"CS_IFN2_PsylPpin__Output_Plot_32_1355.xlsx"
"346","CS_IFN2_PsylPpin.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","32_1355",26,21,97,10,0.74,0.26,806.39,650.77,155.62,NA,0,31.2,22.13,9.07,1139.63,1139.63,907.54,112.19,112.19,510.07,386.97,340.12,582.88,NA,NA,38.09,38.09,33.99,11.95,11.95,25.48,20.8,19.28,27.12,22.2,20.81,27.24,34.03,33.54,27.95,914.42,889.51,619.84,14.44,14.44,13.61,7.49,7.49,12.42,10.38,9.83,12.66,13.72,13.66,12.79,0,0,0,0,0,0,0,0,0,49.89,40.32,666.27,444,180.07,1085.22,1223.61,25.66,27.57,168.73,127.59,41.13,NA,0,118.26,79.91,38.35,50.46,47.68,2.78,0,0,0,33.88,77.15,33.02,6.81,157.85,0,31.22,46.14,110.25,0,0,0,2.65,31.01,33.02,6.81,47.6,74.32,0,4.05,4.42,16.45,31.91,131.15,NA,51.67,4.42,10.15,16.9,83.13,22.65,0,4.05,6.3,15.01,48.02,"CS_IFN2_PsylPpin__Output_Plot_32_1355.xlsx"
"347","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","32_1355",26,21,102,15,0.74,0.26,806.39,650.77,155.62,NA,0,36.2,25.5,10.7,1278.1,1278.1,1045.66,133.39,133.39,606.39,448.92,391.78,687.85,NA,NA,40.34,40.34,36.49,13.03,13.03,27.79,22.46,20.78,29.48,23.91,22.33,29.59,36.24,35.65,30.33,1036.09,1004.19,729.09,14.65,14.65,13.99,8.07,8.07,12.87,10.87,10.33,13.11,14.04,13.96,13.23,0,0,0,0,0,0,0,0,0,48.39,38.75,750.59,514.49,207.27,1085.22,1223.61,25.08,26.95,200.82,153.17,47.65,NA,0,139.91,94.98,44.93,60.91,58.19,2.72,0,0,0,47.48,90.14,36.41,6.26,187.98,0,39.79,49.49,130.76,0,0,0,7.69,40.65,36.41,6.26,57.23,88.78,0,4.93,5.45,19.19,38.16,156.5,NA,61.13,5.45,11.92,20.44,98.94,27.65,0,4.93,7.27,17.72,57.56,"CS_IFN2_PsylPpin__Output_Plot_32_1355.xlsx"
"348","CS_IFN2_PsylPpin.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","32_1355",26,21,107,20,0.74,0.26,806.39,650.77,155.62,NA,0,41,28.74,12.27,1405.86,1405.86,1173.26,154.92,154.92,699.6,508.5,441.56,788.41,NA,NA,42.31,42.31,38.65,14.04,14.04,29.85,23.96,22.14,31.57,25.44,23.71,31.68,38.19,37.49,32.44,1150.44,1110.66,833.25,14.84,14.84,14.29,8.58,8.58,13.24,11.28,10.76,13.46,14.29,14.21,13.57,0,0,0,0,0,0,0,0,0,47.08,37.42,829.54,582.79,232.75,1085.22,1223.61,24.64,26.48,232.12,178.25,53.87,NA,0,161.14,109.82,51.32,70.98,68.43,2.54,0,0,0,66.62,99.88,39.23,4.26,217.94,0,52.88,56.88,150.86,0,0,0,13.74,43,39.23,4.26,67.09,102.94,0.01,5.8,6.5,21.86,44.31,181.41,NA,70.43,6.5,13.66,24,114.59,32.51,0.01,5.8,8.2,20.31,66.83,"CS_IFN2_PsylPpin__Output_Plot_32_1355.xlsx"
"349","CS_IFN2_PsylPpin.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","32_1406",NA,NA,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1406.xlsx"
"350","CS_IFN2_PsylPpin.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","32_1406",NA,NA,87,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1084.21,1224.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1406.xlsx"
"351","CS_IFN2_PsylPpin.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","32_1406",NA,NA,92,5,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1084.21,1224.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1406.xlsx"
"352","CS_IFN2_PsylPpin.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","32_1406",NA,NA,97,10,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1084.21,1224.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1406.xlsx"
"353","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","32_1406",NA,NA,102,15,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1084.21,1224.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1406.xlsx"
"354","CS_IFN2_PsylPpin.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","32_1406",NA,NA,107,20,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1084.21,1224.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1406.xlsx"
"355","CS_IFN2_PsylPpin.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","32_1558",21,26,87,0,NA,NA,1082.25,NA,NA,NA,NA,14.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,NA,NA,13.23,NA,NA,19.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,NA,NA,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1558.xlsx"
"356","CS_IFN2_PsylPpin.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","32_1558",21,26,87,0,0.69,0.31,1082.25,795.77,286.48,NA,0,14.87,10.58,4.29,363.05,306.35,363.05,59.45,59.45,76.2,137.43,133.01,149.68,NA,NA,21.5,19.75,21.5,8.7,8.7,9.85,12.71,12.5,13.27,13.23,13.01,13.81,19.92,18.74,17.65,312.78,276.33,250.26,10,10,8.5,3,4,3,6.49,6.8,5.61,9.18,9.52,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.04,46.09,389.61,204.42,104.41,1088.17,1221.72,33.11,35.58,50.91,35.75,15.16,NA,NA,38.79,24.94,13.85,12.12,10.82,1.3,0,0,0,0,6.19,0,6.77,43.8,0,0,3.98,33.46,0,0,0,0,2.21,0,6.77,10.34,22.91,0,2.7,1.1,11.63,12.22,50.55,NA,17.77,1.1,4.07,5.13,28.05,5.14,0,2.7,7.56,7.1,22.5,"CS_IFN2_PsylPpin__Output_Plot_32_1558.xlsx"
"357","CS_IFN2_PsylPpin.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","32_1558",21,26,92,5,0.69,0.31,1082.25,795.77,286.48,NA,0,20.16,14.21,5.95,495.42,405.21,495.42,81.22,81.22,107.93,186.3,178.61,207.67,NA,NA,25.12,22.71,25.12,10.17,10.17,11.72,14.81,14.51,15.66,15.4,15.08,16.26,23.05,21.58,20.71,418.99,366.55,344.26,9.92,9.91,9.92,5.77,5.77,7.13,7.55,7.35,8.11,9.8,9.62,9.26,0,0,0,0,0,0,0,0,0,50.98,42.52,497.37,277.83,137.91,1088.17,1221.72,31.02,33.33,78.65,57.04,21.61,NA,0,55.02,35.77,19.26,23.63,21.27,2.36,0,0,0,0,14.62,0,12.7,69.86,0,0,9.6,48.77,0,0,0,0,5.02,0,12.7,21.09,35.44,0,2.72,1.73,11.68,17.57,69.14,NA,25.33,1.73,5.72,7.73,40.51,10.11,0,2.72,5.96,9.85,28.63,"CS_IFN2_PsylPpin__Output_Plot_32_1558.xlsx"
"358","CS_IFN2_PsylPpin.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","32_1558",21,26,97,10,0.7,0.3,1082.25,795.77,286.48,NA,0,26.07,18.18,7.89,638.04,509.98,638.04,105.93,105.93,146.32,240.86,228.42,275.41,NA,NA,28.5,25.48,28.5,11.61,11.61,13.65,16.87,16.44,18.08,17.51,17.05,18.73,25.97,24.25,23.72,532.48,462.64,450.7,10.46,10.32,10.46,6.39,6.39,7.79,8.14,7.92,8.74,10.27,10.06,9.85,0,0,0,0,0,0,0,0,0,48.23,39.52,611.21,358.89,175.3,1088.17,1221.72,29.61,31.82,107.04,78.8,28.25,NA,0,74.15,48.66,25.49,32.9,30.14,2.76,0,0,0,0,37.58,6.62,14.33,96.92,0,0,26.97,66.84,0,0,0,0,10.61,6.62,14.33,30.08,48.45,0,3.75,2.54,15.1,23.93,93.77,NA,34.13,2.54,7.6,10.87,55.14,14.32,0,3.75,7.5,13.06,38.64,"CS_IFN2_PsylPpin__Output_Plot_32_1558.xlsx"
"359","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","32_1558",21,26,102,15,0.7,0.3,1082.25,795.77,286.48,NA,0,32.21,22.27,9.94,779.12,615.02,779.12,132.43,132.43,189.09,297.6,279.84,346.93,NA,NA,31.5,27.98,31.5,12.99,12.99,15.52,18.79,18.23,20.35,19.47,18.88,21.02,28.6,26.66,26.46,645.82,559.26,559.49,10.86,10.63,10.86,6.93,6.93,8.31,8.61,8.39,9.23,10.61,10.39,10.28,0,0,0,0,0,0,0,0,0,45.84,37.1,724.29,443.34,213.31,1088.17,1221.72,28.65,30.78,137.27,102.26,35.01,NA,0,94.47,62.47,31.99,42.8,39.78,3.02,0,0,0,0,62.94,7.73,14.54,125.34,0,0,42.21,86.27,0,0,0,0,20.73,7.73,14.54,39.07,62.45,0,4.92,3.47,18.74,30.85,120.42,NA,43.54,3.47,9.6,14.4,71.01,18.9,0,4.92,9.14,16.45,49.41,"CS_IFN2_PsylPpin__Output_Plot_32_1558.xlsx"
"360","CS_IFN2_PsylPpin.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","32_1558",21,26,107,20,0.7,0.3,1082.25,795.77,286.48,NA,0,38.33,26.33,12,912.3,716.53,912.3,159.85,159.85,234.28,354.13,330.88,418.71,NA,NA,34.08,30.2,34.08,14.27,14.27,17.27,20.53,19.85,22.41,21.23,20.53,23.09,30.91,28.81,28.87,754.45,652.78,665.2,11.14,10.86,11.14,7.38,7.38,8.73,9,8.78,9.6,10.87,10.64,10.6,0,0,0,0,0,0,0,0,0,43.82,35.15,832.77,527.82,250.27,1088.17,1221.72,27.97,30.06,167.88,126.24,41.64,NA,0,115.09,76.59,38.5,52.79,49.65,3.14,0,0,0,10.54,79.09,7.68,14.14,153.96,0,4.89,56.08,105.1,0,0,0,5.65,23.01,7.68,14.14,48.87,76.74,0,6.14,4.49,22.43,38,147.81,NA,53.15,4.49,11.65,18.15,87.44,23.59,0,6.14,10.79,19.85,60.38,"CS_IFN2_PsylPpin__Output_Plot_32_1558.xlsx"
"361","CS_IFN2_PsylPpin.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","32_1595",21,26,87,0,NA,NA,1273.24,NA,NA,NA,NA,14.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83,NA,NA,11.98,NA,NA,15.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92,NA,NA,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPpin__Output_Plot_32_1595.xlsx"
"362","CS_IFN2_PsylPpin.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","32_1595",21,26,87,0,0.6,0.4,1273.24,827.61,445.63,NA,0,14.35,9.22,5.13,203.58,203.58,160.61,52.17,52.17,98.52,112.72,111.43,115.12,NA,NA,16.1,16.1,14.3,8.15,8.15,11.2,11.83,11.7,12.08,11.98,11.91,12.11,15.25,15.24,13.01,183.15,182.8,133.61,7,7,6.5,3.5,3.5,6,5.92,5.79,6.18,6.48,6.5,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.07,42.46,390.97,180.2,129.46,1116.23,1201.71,43.27,46.49,42.83,30.54,12.29,NA,NA,27.67,17.49,10.17,15.16,13.04,2.12,0,0,0,0,0,0,11.83,35.43,0,0,0,22.99,0,0,0,0,0,0,11.83,12.45,19.55,0,2.41,0.8,10.4,12.46,45.61,NA,13.35,0.8,3.39,3.97,21.51,6.2,0,2.41,7.01,8.49,24.11,"CS_IFN2_PsylPpin__Output_Plot_32_1595.xlsx"
"363","CS_IFN2_PsylPpin.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","32_1595",21,26,92,5,0.61,0.39,1273.24,827.61,445.63,NA,0,19.89,12.68,7.21,276.58,276.58,223.32,72.56,72.56,139.17,156.24,153.25,161.79,NA,NA,18.77,18.77,16.86,9.61,9.61,13.31,13.94,13.73,14.33,14.1,13.97,14.35,17.81,17.78,15.39,249.58,248.94,186.97,7.26,7.26,6.74,4.82,4.82,6.1,6.12,6.03,6.3,7.05,7.05,6.49,0,0,0,0,0,0,0,0,0,43.92,39.58,508.06,250.06,173.03,1116.23,1201.71,39.76,42.72,59.81,43.43,16.39,NA,0,38.5,24.62,13.88,21.31,18.81,2.5,0,0,0,0,0,0,16.06,51.46,0,0,0,32.93,0,0,0,0,0,0,16.06,18.53,27.93,0,3.74,1.32,14.78,18.13,65.89,NA,18.99,1.32,4.9,6.19,31.41,8.94,0,3.74,9.88,11.93,34.49,"CS_IFN2_PsylPpin__Output_Plot_32_1595.xlsx"
"364","CS_IFN2_PsylPpin.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","32_1595",21,26,97,10,0.62,0.38,1273.24,827.61,445.63,NA,0,26.14,16.57,9.57,356.33,356.33,293.72,96.12,96.12,185.32,205.32,200.19,214.85,NA,NA,21.3,21.3,19.34,11.06,11.06,15.36,15.99,15.7,16.51,16.17,15.97,16.54,20.28,20.21,17.71,323.57,321.54,247.25,7.69,7.69,7.26,5.34,5.34,6.64,6.63,6.52,6.84,7.48,7.5,7.02,0,0,0,0,0,0,0,0,0,41.5,36.9,632.61,329.12,220.35,1116.23,1201.71,37.44,40.24,83.74,61.74,22,NA,0,53.6,34.65,18.95,30.15,27.09,3.05,0,0,0,0,4.37,0,19.84,73.29,0,0,4.37,46.93,0,0,0,0,0,0,19.84,26.35,39.26,0,5.13,2,18.96,24.84,90.19,NA,26.38,2,6.68,8.99,44.06,12.87,0,5.13,12.28,15.85,46.13,"CS_IFN2_PsylPpin__Output_Plot_32_1595.xlsx"
"365","CS_IFN2_PsylPpin.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","32_1595",21,26,102,15,0.62,0.38,1273.24,827.61,445.63,NA,0,32.76,20.66,12.1,438.14,438.14,367,121.74,121.74,234.95,257.3,249.69,271.44,NA,NA,23.62,23.62,21.62,12.45,12.45,17.3,17.9,17.55,18.56,18.1,17.83,18.59,22.55,22.44,19.86,400.09,396.34,310.85,7.99,7.99,7.65,5.79,5.79,7.05,7.03,6.92,7.24,7.82,7.82,7.42,0,0,0,0,0,0,0,0,0,39.26,34.68,758.2,413.05,268.95,1116.23,1201.71,35.83,38.5,109.61,81.83,27.78,NA,0,69.9,45.59,24.31,39.71,36.24,3.47,0,0,0,0,17.87,0,21.63,97.71,0,0,15.73,62.28,0,0,0,0,2.14,0,21.63,35.43,51.66,0,6.71,2.83,23.5,32.26,116.95,NA,34.44,2.83,8.63,12.24,58.13,17.22,0,6.71,14.87,20.02,58.82,"CS_IFN2_PsylPpin__Output_Plot_32_1595.xlsx"
