"","Scenario_file_name","Trees_sheet","Scenario_age","Minimum_age","Maximum_age","Action","Time","Harvest_type","Harvest_criteria","Harvest_severity","Inventory_ID","Plot_ID","ID_sp1","ID_sp2","Year","T","Proportion_sp1","Proportion_sp2","N","N_sp1","N_sp2","N_harvested_volume","Dead_N","G","G_sp1","G_sp2","g_max","g_max_sp1","g_max_sp2","g_min","g_min_sp1","g_min_sp2","g_mean","g_mean_sp1","g_mean_sp2","G_harvested_volume","Dead_G","dbh_max","dbh_max_sp1","dbh_max_sp2","dbh_min","dbh_min_sp1","dbh_min_sp2","dbh_mean","dbh_mean_sp1","dbh_mean_sp2","dg","dg_sp1","dg_sp2","Do","Do_sp1","Do_sp2","Dominant_section","Dominant_section_sp1","Dominant_section_sp2","h_max","h_max_sp1","h_max_sp2","h_min","h_min_sp1","h_min_sp2","h_mean","h_mean_sp1","h_mean_sp2","Ho","Ho_sp1","Ho_sp2","Slenderness","Dominant_Slenderness","SDI","SDI_sp1","SDI_sp2","SDImax_sp1","SDImax_sp2","HartBecking__Simple_rows","HartBecking__Staggered_rows","V","V_harvested","Dead_V","V_sp1","V_sp2","V_unwinding","V_veneer","V_saw_big","V_saw_small","V_saw_canter","V_post","V_stake","V_chips","V_saw_big_sp1","V_saw_small_sp1","V_saw_canter_sp1","V_post_sp1","V_stake_sp1","V_chips_sp1","V_unwinding_sp2","V_veneer_sp2","V_saw_big_sp2","V_saw_small_sp2","V_saw_canter_sp2","V_post_sp2","V_stake_sp2","V_chips_sp2","WSW","WTHICKB","WB2_7","WTBL","WR","WT","Dead_WT","WSW_sp1","WTHICKB_sp1","WB2_7_sp1","WTBL_sp1","WR_sp1","WT_sp1","WSW_sp2","WTHICKB_sp2","WB2_7_sp2","WTBL_sp2","WR_sp2","WT_sp2","File_name"
"684","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","20_1031",25,21,116,20,0.77,0.23,979.69,756.87,176.84,NA,0,42.4,30.98,10.35,1491.74,1491.74,1343.99,85.54,85.54,208.92,432.83,409.36,585.51,NA,NA,43.58,43.58,41.37,10.44,10.44,16.31,22.17,21.56,26.25,23.48,22.83,27.3,36.93,34.75,31.62,1082.61,963.76,802.8,12.01,12.01,11.66,5.79,5.79,8.33,9.01,8.76,9.94,11.29,11.04,10.74,40.62,30.57,885.58,638.68,205.69,1058.86,1164.44,28.3,30.41,189.96,NA,0,143.47,46.49,0,0,0,37.77,82.22,32,33.38,176.14,0,26.79,61.36,16.25,26.74,133.04,0,0,0,10.98,20.86,15.75,6.64,43.1,101.83,0.61,26.38,37.56,48.91,215.29,NA,80.51,0.52,20.55,28.4,31.78,161.76,21.32,0.08,5.83,9.16,17.14,53.53,"CS_IFN2_PsylPnig__Output_Plot_20_1031.xlsx"
"685","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","22_1027",25,21,93,0,NA,NA,1050.42,NA,NA,NA,NA,13.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.63,NA,NA,12.96,NA,NA,16.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,NA,NA,7.38,NA,NA,NA,NA,366.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_22_1027.xlsx"
"686","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","22_1027",25,21,93,0,0.81,0.19,1050.42,827.61,190.99,NA,0,13.86,10.66,2.72,247.45,247.45,229.66,49.64,49.64,102.97,131.95,128.79,142.34,NA,NA,17.75,17.75,17.1,7.95,7.95,11.45,12.63,12.44,13.23,12.96,12.81,13.46,17.13,16.91,14.84,230.75,224.77,178.17,7.5,7.5,7.5,4.5,4.5,6.5,6.35,6.31,6.83,7.34,7.32,7.14,50.26,42.84,366.01,236.87,65.68,956.62,1127.65,42.03,45.17,44.46,NA,NA,35.46,8.99,0,0,0,0,0,0,30.58,38.5,0,0,0,0,23.7,30.79,0,0,0,0,0,0,6.88,7.7,25.27,0,8.33,13.06,12.71,59.37,NA,21.53,0,7.07,9.77,8.21,46.58,3.74,0,1.26,3.29,4.5,12.79,"CS_IFN2_PsylPnig__Output_Plot_22_1027.xlsx"
"687","CS_IFN2_PsylPnig.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","22_1027",25,21,98,5,0.81,0.19,1050.42,827.61,190.99,NA,0,16.93,13.14,3.3,300.95,300.95,275.06,61.68,61.68,126.98,161.18,158.81,173,NA,NA,19.58,19.58,18.71,8.86,8.86,12.72,13.97,13.83,14.6,14.33,14.22,14.84,18.87,18.68,16.31,279.79,274.42,214.87,7.8,7.8,7.58,4.5,5.1,6.45,6.49,6.49,6.81,7.65,7.64,7.14,46.46,40.56,429.75,288.13,77.71,956.62,1127.65,40.32,43.33,55.54,NA,0,44.79,10.75,0,0,0,0,2.01,0,35.01,48.55,0,0,2.01,0,27.98,39.34,0,0,0,0,0,0,7.03,9.21,31.35,0,10.36,16.14,16.07,73.92,NA,26.81,0,8.72,12.05,10.6,58.18,4.54,0,1.64,4.09,5.47,15.74,"CS_IFN2_PsylPnig__Output_Plot_22_1027.xlsx"
"688","CS_IFN2_PsylPnig.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","22_1027",25,21,103,10,0.82,0.18,1050.42,827.61,190.99,NA,0,20.13,15.74,3.91,355.72,355.72,320.95,74.83,74.83,152.63,191.68,190.18,204.83,NA,NA,21.28,21.28,20.22,9.76,9.76,13.94,15.25,15.15,15.91,15.62,15.56,16.15,20.48,20.34,17.7,329.79,325.21,252.33,8.07,8.07,7.84,4.5,5.37,6.73,6.77,6.78,7.08,7.92,7.91,7.41,44.37,38.67,493.89,341.03,89.89,956.62,1127.65,38.96,41.86,68.58,NA,0,55.52,13.06,0,0,0,0,12.4,0,37.68,60.24,0,0,10.49,0,29.98,48.69,0,0,0,0,1.91,0,7.7,11.56,38.44,0,12.44,19.14,19.67,89.7,NA,32.87,0,10.44,14.43,13.2,70.93,5.57,0,2,4.72,6.48,18.76,"CS_IFN2_PsylPnig__Output_Plot_22_1027.xlsx"
"689","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","22_1027",25,21,108,15,0.82,0.18,1050.42,827.61,190.99,NA,0,23.39,18.37,4.53,409.68,409.68,366.19,88.82,88.82,179.26,222.63,222.03,237.04,NA,NA,22.84,22.84,21.59,10.63,10.63,15.11,16.45,16.39,17.13,16.84,16.81,17.37,21.96,21.85,18.98,379.17,375.49,289.62,8.3,8.3,8.07,4.5,5.62,6.98,7.01,7.03,7.32,8.15,8.14,7.64,42.6,37.11,556.92,394.14,101.95,956.62,1127.65,37.86,40.68,82.14,NA,0,66.69,15.44,0,0,0,0,24.44,0,39.03,72.69,0,0,20.23,0,30.89,59.15,0,0,0,0,4.21,0,8.14,13.54,45.76,0,14.56,22.18,23.43,105.93,NA,39.11,0,12.19,16.84,15.93,84.08,6.65,0,2.37,5.34,7.49,21.85,"CS_IFN2_PsylPnig__Output_Plot_22_1027.xlsx"
"690","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","22_1027",25,21,113,20,0.82,0.18,1050.42,827.61,190.99,NA,0,26.61,20.99,5.14,461.71,461.71,409.98,103.27,103.27,206.33,253.32,253.6,269.06,NA,NA,24.25,24.25,22.85,11.47,11.47,16.21,17.56,17.53,18.27,17.96,17.97,18.51,23.31,23.23,20.16,426.94,424.18,326.13,8.49,8.49,8.26,4.5,5.83,7.2,7.22,7.25,7.54,8.35,8.34,7.84,41.1,35.81,617.75,446.32,113.72,956.62,1127.65,36.97,39.72,95.87,NA,0,78.02,17.85,0,0,0,0,29.64,0,39.53,86.22,0,0,24.94,0,30.96,70.4,0,0,0,0,4.71,0,8.57,15.83,53.14,0,16.67,25.19,27.23,122.23,NA,45.38,0,13.92,19.24,18.73,97.27,7.75,0,2.75,5.95,8.51,24.95,"CS_IFN2_PsylPnig__Output_Plot_22_1027.xlsx"
"691","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","22_1041",25,21,93,0,NA,NA,304.16,NA,NA,NA,NA,11.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.49,NA,NA,22.14,NA,NA,30.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29,NA,NA,9.19,NA,NA,NA,NA,250.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_22_1041.xlsx"
"692","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","22_1041",25,21,93,0,0.7,0.3,304.16,130.86,173.3,NA,0,11.71,8.16,3.55,1043.48,1043.48,530.93,123.7,148.49,123.7,385,623.61,204.83,NA,NA,36.45,36.45,26,12.55,13.75,12.55,20.49,26.93,15.63,22.14,28.18,16.15,31.11,31,17.8,773.95,770.24,262.39,12,12,10.5,5.5,7,5.5,7.29,8.51,6.37,9.01,8.98,6.64,35.58,28.97,250.29,163.68,81.57,959.06,1128.4,63.61,68.35,46.9,NA,NA,35.7,11.19,0,0,0,11.52,15.87,0,8.65,42.9,0,11.52,13.48,0,3.17,33.1,0,0,0,0,2.39,0,5.48,9.79,24.35,0.11,7.42,12.27,14.9,59.04,NA,19.51,0.11,5.41,7.48,9.03,41.54,4.84,0,2.01,4.79,5.88,17.51,"CS_IFN2_PsylPnig__Output_Plot_22_1041.xlsx"
"693","CS_IFN2_PsylPnig.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","22_1041",25,21,98,5,0.7,0.3,304.16,130.86,173.3,NA,0,13.02,8.99,4.04,1134.53,1134.53,587.14,142.98,172.87,142.98,428.2,686.91,232.85,NA,NA,38.01,38.01,27.34,13.49,14.84,13.49,21.71,28.34,16.7,23.35,29.57,17.22,32.62,32.5,18.95,849.57,845.55,296.57,9.68,9.68,8.65,6.35,6.39,6.35,7.62,8.48,6.97,9.14,9.12,7.4,35.09,28.02,272.58,179.17,91.11,959.06,1128.4,62.72,67.39,52.33,NA,0,38.89,13.44,0,0,0,12.41,18.14,0,9.2,47.69,0,12.41,14.63,0,2.64,35.94,0,0,0,0,3.51,0,6.56,11.74,26.94,0.22,8.17,13.15,16.82,65.31,NA,21.11,0.22,5.96,8.24,10.14,45.68,5.83,0,2.2,4.91,6.68,19.63,"CS_IFN2_PsylPnig__Output_Plot_22_1041.xlsx"
"694","CS_IFN2_PsylPnig.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","22_1041",25,21,103,10,0.69,0.31,304.16,130.86,173.3,NA,0,14.32,9.79,4.53,1216.7,1216.7,642.02,163.09,198.05,163.09,470.75,747.95,261.43,NA,NA,39.36,39.36,28.59,14.41,15.88,14.41,22.85,29.64,17.73,24.48,30.86,18.24,34.01,33.88,20.06,921.97,917.66,331.1,9.77,9.77,8.77,6.53,6.59,6.53,7.77,8.61,7.14,9.25,9.23,7.56,34,27.21,294.11,194.01,100.67,959.06,1128.4,61.96,66.58,58.01,NA,0,42.74,15.27,0,0,0,15.74,18.63,0,9.7,53.12,0,15.74,13.87,0,2.71,39.58,0,0,0,0,4.75,0,7,13.54,29.76,0.37,9.02,14.42,18.73,72.3,NA,23.09,0.37,6.49,8.97,11.23,50.15,6.67,0,2.53,5.45,7.5,22.15,"CS_IFN2_PsylPnig__Output_Plot_22_1041.xlsx"
"695","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","22_1041",25,21,108,15,0.69,0.31,304.16,130.86,173.3,NA,0,15.59,10.56,5.03,1294.14,1294.14,695.33,183.87,224.1,183.87,512.53,806.79,290.34,NA,NA,40.59,40.59,29.75,15.3,16.89,15.3,23.94,30.85,18.71,25.55,32.05,19.23,35.28,35.16,21.11,991.19,986.61,365.71,9.84,9.84,8.88,6.7,6.78,6.7,7.91,8.73,7.29,9.35,9.33,7.7,33.04,26.51,314.89,208.24,110.2,959.06,1128.4,61.31,65.88,63.63,NA,0,46.48,17.15,0,0,0,23.87,16.83,0,9.28,58.72,0,23.87,11.69,0,2.45,43.24,0,0,0,0,5.14,0,6.83,15.48,32.54,0.54,9.87,15.66,20.63,79.23,NA,24.99,0.54,7,9.68,12.3,54.52,7.54,0,2.86,5.98,8.33,24.72,"CS_IFN2_PsylPnig__Output_Plot_22_1041.xlsx"
"696","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","22_1041",25,21,113,20,0.69,0.31,304.16,130.86,173.3,NA,0,16.83,11.3,5.54,1367.08,1367.08,746.91,205.14,250.8,205.14,553.43,863.28,319.46,NA,NA,41.72,41.72,30.84,16.16,17.87,16.16,24.96,31.98,19.66,26.55,33.15,20.17,36.46,36.33,22.11,1057.11,1052.29,400.33,9.91,9.91,8.97,6.85,6.95,6.85,8.03,8.84,7.43,9.44,9.42,7.83,32.19,25.89,334.9,221.85,119.66,959.06,1128.4,60.74,65.27,69.14,NA,0,50.08,19.05,0,0,0,30.25,17.01,0,9.4,63.78,0,30.25,11.5,0,2.34,46.65,0,0,0,0,5.51,0,7.07,17.13,35.25,0.74,10.7,16.87,22.5,86.07,NA,26.83,0.74,7.49,10.36,13.34,58.75,8.43,0,3.21,6.51,9.16,27.32,"CS_IFN2_PsylPnig__Output_Plot_22_1041.xlsx"
"697","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","22_1065",25,21,93,0,NA,NA,696.74,NA,NA,NA,NA,41.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.87,NA,NA,27.41,NA,NA,35.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.97,NA,NA,16.94,NA,NA,NA,NA,807.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_22_1065.xlsx"
"698","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","22_1065",25,21,93,0,0.8,0.2,696.74,502.22,194.52,NA,0,41.12,32.12,9,1247.23,1247.23,855.3,267.35,276.12,267.35,590.22,639.52,462.92,NA,NA,39.85,39.85,33,18.45,18.75,18.45,26.87,28.08,23.75,27.41,28.54,24.28,35.67,35.51,27.73,1004.98,996.54,615.17,19.5,19.5,18,13.5,13.5,14.5,16.97,17.23,16.28,17,16.7,16.71,63.15,47.64,807.81,643.15,184.94,975.43,1133.59,22.29,23.95,314.66,NA,NA,248.03,66.63,0,0,0,73.2,184.02,142.41,45.71,300.34,0,63.66,144.86,113.08,29.76,237.25,0,0,0,9.54,39.16,29.33,15.95,63.09,169.32,0.39,24.33,34.02,49.84,277.88,NA,140.11,0.39,21.31,29.44,34.94,226.18,29.21,0,3.02,4.57,14.91,51.7,"CS_IFN2_PsylPnig__Output_Plot_22_1065.xlsx"
"699","CS_IFN2_PsylPnig.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","22_1065",25,21,98,5,0.8,0.2,696.74,502.22,194.52,NA,0,43.12,33.73,9.39,1288.03,1288.03,886.8,281.19,295.24,281.19,618.94,671.6,482.98,NA,NA,40.5,40.5,33.6,18.92,19.39,18.92,27.53,28.79,24.28,28.07,29.24,24.8,36.38,36.23,28.27,1044.65,1036.91,639.2,18.2,18.2,16.58,11.78,11.78,12.45,14.79,15.05,14.11,17.18,17.12,15.35,53.72,47.23,839.2,673.27,191.82,975.43,1133.59,22.05,23.7,299.45,NA,0,238.21,61.24,0,0,0,87.03,159.93,144.06,35.4,284.03,0,77.34,125.5,115.16,22.83,226.37,0,0,0,9.68,34.43,28.9,12.58,57.65,160.37,0.5,25.91,36.42,52.61,275.81,NA,133.24,0.5,22.37,30.92,37.06,224.09,27.12,0,3.54,5.5,15.55,51.71,"CS_IFN2_PsylPnig__Output_Plot_22_1065.xlsx"
"700","CS_IFN2_PsylPnig.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","22_1065",25,21,103,10,0.8,0.2,696.74,502.22,194.52,NA,0,44.97,35.21,9.77,1329.62,1329.62,916.29,294.47,312.58,294.47,645.45,701,502.02,NA,NA,41.15,41.15,34.16,19.36,19.95,19.36,28.13,29.43,24.77,28.67,29.88,25.28,37.03,36.89,28.78,1082.15,1075.12,661.86,18.36,18.36,16.74,11.99,11.99,12.62,14.98,15.25,14.28,17.35,17.3,15.51,53.26,46.87,867.93,700.79,198.32,975.43,1133.59,21.83,23.46,315.42,NA,0,251.22,64.21,0,0,0,103.14,167.71,146.87,33.87,299.98,0,91.14,130.87,117.25,21.46,239.3,0,0,0,12,36.84,29.62,12.41,60.68,168.68,0.62,27.05,37.94,55.2,289.48,NA,140.18,0.62,23.35,32.27,39.03,235.46,28.5,0,3.69,5.67,16.16,54.02,"CS_IFN2_PsylPnig__Output_Plot_22_1065.xlsx"
"701","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","22_1065",25,21,108,15,0.81,0.19,696.74,502.22,194.52,NA,0,46.74,36.62,10.12,1368.78,1368.78,944.22,307.25,329.47,307.25,670.77,729.1,520.17,NA,NA,41.75,41.75,34.67,19.78,20.48,19.78,28.69,30.03,25.22,29.22,30.47,25.74,37.63,37.51,29.24,1117.63,1111.28,683.3,18.51,18.51,16.89,12.2,12.2,12.79,15.16,15.44,14.44,17.51,17.46,15.67,52.85,46.54,895.15,727.02,204.48,975.43,1133.59,21.63,23.25,330.87,NA,0,263.81,67.06,0,0,0,119.4,172.62,149.01,33.16,315.14,0,107.01,134.16,118.84,20.98,251.53,0,0,0,12.39,38.45,30.17,12.18,63.61,176.71,0.75,28.13,39.39,57.68,302.66,NA,146.88,0.75,24.29,33.57,40.93,246.42,29.83,0,3.84,5.82,16.75,56.23,"CS_IFN2_PsylPnig__Output_Plot_22_1065.xlsx"
"702","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","22_1065",25,21,113,20,0.81,0.19,696.74,502.22,194.52,NA,0,48.42,37.97,10.46,1405.76,1405.76,970.79,319.56,345.93,319.56,694.98,755.96,537.53,NA,NA,42.31,42.31,35.16,20.17,20.99,20.17,29.21,30.59,25.65,29.75,31.02,26.16,38.19,38.09,29.68,1151.27,1145.57,703.67,18.66,18.66,17.03,12.41,12.41,12.95,15.33,15.62,14.59,17.66,17.62,15.81,52.48,46.25,920.99,752.03,210.35,975.43,1133.59,21.45,23.05,345.81,NA,0,275.99,69.81,0,0,0,129.59,173.7,150.6,32.27,328.72,0,116.88,134.53,119.88,20.41,262.69,0,0,0,12.71,39.17,30.72,11.86,66.03,184.46,0.9,29.16,40.77,60.07,315.37,NA,153.35,0.9,25.19,34.8,42.77,257.01,31.11,0,3.98,5.97,17.31,58.36,"CS_IFN2_PsylPnig__Output_Plot_22_1065.xlsx"
"703","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","22_1471",25,21,93,0,NA,NA,512.83,NA,NA,NA,NA,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94,NA,NA,16.41,NA,NA,24.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,NA,NA,7.85,NA,NA,NA,NA,260.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_22_1471.xlsx"
"704","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","22_1471",25,21,93,0,0.71,0.29,512.83,311.24,74.27,NA,0,10.84,6.8,3.44,844.96,510.71,844.96,47.17,79.33,251.65,211.45,218.61,463.04,NA,NA,32.8,25.5,32.8,7.75,10.05,17.9,14.94,15.81,23.62,16.41,16.68,24.28,25.26,21.91,23.62,510.18,380.03,463.04,9.5,8.5,9.5,5,5,6.5,6.29,6.63,7.07,7.65,7.84,7.07,42.08,30.28,260.88,146.09,70.63,959.33,1128.48,57.71,62.02,35.11,NA,NA,24.51,10.6,0,0,0,0,12.34,0,10.89,31.38,0,0,7.2,0,8.59,21.92,0,0,0,0,5.14,0,2.29,9.46,19.09,0,7.05,10.96,11.73,48.82,NA,14.26,0,4.51,6.24,6.03,31.05,4.82,0,2.53,4.72,5.69,17.77,"CS_IFN2_PsylPnig__Output_Plot_22_1471.xlsx"
"705","CS_IFN2_PsylPnig.json","Node 2 - Inventoried trees",5,"-","-","Execution",5,"-","-","-","IFN2","22_1471",25,21,98,5,0.72,0.28,512.83,311.24,74.27,NA,0,12.65,8.12,3.93,941.68,591.72,941.68,47.17,97.56,297.21,246.62,260.94,528.56,NA,NA,34.63,27.45,34.63,7.75,11.15,19.45,16.1,17.32,25.3,17.72,18.23,25.94,27.12,23.8,25.3,586.25,447.83,528.56,8.31,7.87,8.31,5,5.19,7.02,6.2,6.36,7.57,7.79,7.47,7.57,38.51,28.71,295.18,172.38,79.16,959.33,1128.48,56.72,60.95,40.95,NA,0,27.87,13.07,0,0,0,2.35,17.18,0,9.55,36.59,0,0,12.66,0,7.34,24.82,0,0,0,2.35,4.52,0,2.21,11.77,21.99,0,8.11,12.25,13.97,56.32,NA,15.99,0,5.39,7.45,7.47,36.3,6,0,2.72,4.81,6.5,20.03,"CS_IFN2_PsylPnig__Output_Plot_22_1471.xlsx"
"706","CS_IFN2_PsylPnig.json","Node 3 - Inventoried trees",10,"-","-","Execution",5,"-","-","-","IFN2","22_1471",25,21,103,10,0.73,0.27,512.83,311.24,74.27,NA,0,14.47,9.47,4.41,1034.14,671.43,1034.14,47.17,117.63,343.99,282.24,304.2,593.22,NA,NA,36.29,29.24,36.29,7.75,12.24,20.93,17.2,18.75,26.87,18.96,19.68,27.48,28.82,25.54,26.87,660.8,515.28,593.22,8.4,7.98,8.4,5,5.39,7.17,6.32,6.54,7.69,7.9,7.61,7.69,36.76,27.41,328.93,198.97,87.45,959.33,1128.48,55.9,60.07,47.8,NA,0,33.05,14.75,0,0,0,2.57,21.02,0,10.81,43.34,0,0,14.35,0,8.72,29.86,0,0,0,2.57,6.68,0,2.09,13.48,25.6,0,9.42,14.05,16.29,65.36,NA,18.79,0,6.28,8.68,8.99,42.74,6.82,0,3.14,5.37,7.29,22.63,"CS_IFN2_PsylPnig__Output_Plot_22_1471.xlsx"
"707","CS_IFN2_PsylPnig.json","Node 4 - Inventoried trees",15,"-","-","Execution",5,"-","-","-","IFN2","22_1471",25,21,108,15,0.74,0.26,512.83,311.24,74.27,NA,0,16.31,10.84,4.87,1120.87,748.37,1120.87,47.17,139.56,391.19,318.01,348.13,656.1,NA,NA,37.78,30.87,37.78,7.75,13.33,22.32,18.23,20.12,28.31,20.12,21.05,28.9,30.37,27.14,28.31,732.9,581.76,656.1,8.47,8.08,8.47,5,5.57,7.3,6.43,6.69,7.79,8,7.73,7.79,35.25,26.33,361.98,225.72,95.38,959.33,1128.48,55.22,59.34,54.74,NA,0,38.36,16.37,0,0,0,2.77,22.86,0,10.76,49.49,0,0,15.74,0,9.2,34.52,0,0,0,2.77,7.12,0,1.56,14.97,29.25,0,10.75,15.85,18.64,74.5,NA,21.63,0,7.19,9.93,10.58,49.32,7.62,0,3.56,5.92,8.07,25.17,"CS_IFN2_PsylPnig__Output_Plot_22_1471.xlsx"
"708","CS_IFN2_PsylPnig.json","Node 5 - Inventoried trees",20,"-","-","Execution",5,"-","-","-","IFN2","22_1471",25,21,113,20,0.74,0.26,512.83,311.24,74.27,NA,0,18.13,12.21,5.32,1201.58,822.53,1201.58,47.17,162.84,438.17,353.48,392.15,716.54,NA,NA,39.11,32.36,39.11,7.75,14.4,23.62,19.21,21.41,29.63,21.21,22.34,30.2,31.79,28.63,29.63,801.92,646.78,716.54,8.52,8.16,8.52,5,5.75,7.41,6.53,6.83,7.88,8.08,7.83,7.88,33.97,25.41,394.03,252.3,102.91,959.33,1128.48,54.66,58.73,61.69,NA,0,43.75,17.94,0,0,0,5.4,27.48,0,10.42,55.89,0,2.44,18.91,0,8.94,39.5,0,0,0,2.96,8.57,0,1.48,16.39,32.89,0.02,12.07,17.64,21.01,83.63,NA,24.49,0,8.1,11.19,12.2,55.98,8.4,0.02,3.98,6.45,8.81,27.65,"CS_IFN2_PsylPnig__Output_Plot_22_1471.xlsx"
"709","CS_IFN2_PsylPnig.json","Initial inventory",0,"0","0","Initial load",0,"-","-","-","IFN2","22_1484",25,21,93,0,NA,NA,675.52,NA,NA,NA,NA,21.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,NA,20.19,NA,NA,31.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,NA,NA,11.06,NA,NA,NA,NA,479.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_IFN2_PsylPnig__Output_Plot_22_1484.xlsx"
"710","CS_IFN2_PsylPnig.json","Node 1 - Inventoried trees",0,"-","-","Initialization",0,"-","-","-","IFN2","22_1484",25,21,93,0,0.75,0.25,675.52,311.24,364.29,NA,0,21.63,16.36,5.27,1392.05,1392.05,644.67,67.2,226.98,67.2,320.16,525.71,144.56,NA,NA,42.1,42.1,28.65,9.25,17,9.25,18.3,25.06,12.52,20.19,25.87,13.57,32.32,32.26,20.09,834.31,831.57,330.45,13.5,13.5,11.5,6.5,7,6.5,8.52,9.63,7.57,11.14,11,9.61,46.55,34.46,479.4,331.84,126.97,959.33,1128.48,34.55,37.12,101.7,NA,NA,80.16,21.55,0,0,0,19.56,42.7,22.42,20.84,93.74,0,19.56,37.59,19.33,11.17,74.75,0,0,0,0,5.11,3.09,9.67,18.99,53.76,0.3,13.1,20.18,26.04,113.38,NA,44.62,0.3,10.85,15,17.32,88.09,9.14,0,2.25,5.18,8.72,25.28,"CS_IFN2_PsylPnig__Output_Plot_22_1484.xlsx"
