"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","YEAR","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"71","34_497_A_1",34.497,43,21,25,11.78305625,10.9621444444444,1.59601111111111,1114.08460164327,100.161510852499,14.1471060526129,35634,34,497,"A","1",0,1997,"","3-2",NA,"","",2019,1,1,1,100,90,1,3,2,2,2,4,2,2,1,1,5,2,NA,NA,1,0,0,0,0,90,NA,1.5,NA,1,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES MAYORES IFN3. BARRENA ESTROPEADA.
[ClaEsp. Resto de especies=10%] 10% PARA RESTO DE ESPECIES. 
[Selvicultura] PODAS MUY ANTIGUAS
[Pies Mayores]
PIES 11,16,18 ALTURA COMPROBADA 
PIE 18 ESTA PARTIDO.
021 A 75.5 MTS Y 66 GRS NO POR DIAMETRO (423-402)
021 A 21.8 MTS Y 167 GRS NO POR DIAMETRO (399-422)
021 A 17.5 MTS Y 229 GRS NO POR DIAMETRO (423-415)
043 A 5.4 MTS Y 227 GRS NO POR DIAMETRO (118-120)
043 A 5.6 MTS Y 369 GRS O POR DIAMETRO (125-118)","2019-04-08","2000-01-01","2019-04-08","2000-01-01",34,"34.497.A.1","IFN4","34_497",38.2870056497175,16788.8588277946,11013.66354363,24.3412118055556,1228.39321854838,0,13.6673327191063,8.96591040826903,15.8839112533376,16.081921079096,65.6010253978459,42.0036009768622,593.171677853375,17.7416238943882,33.0208828089592,-4.74156163373875,42.5464062929194,"2008_2021",5.80357142857143,17.0119047619048,11.4077380952381,557.335713829313,26.034311114507
"74","34_549_A_1",34.549,21,43,25,24.8615333333333,5.14726875,1.69279236111111,325.383439210097,173.302049144508,45.978094670992,35660,34,549,"A","1",0,1984,"L","0007",1997,"","3-2",2019,1,1,1,100,80,1,2,1,2,1,4,1,2,1,1,8,2,NA,NA,1,0,0,0,0,260,NA,5.5,NA,2,2,1,"PARCELA LOCALIZADA POR CROQUIS Y PIES IFN3.
FRACCIONES Y OCUPACIONES COMPROBADAS.
[ClaEsp. Resto de especies=10%]DEJO 10% PARA RESTO DE ESPECIES.
NO HAY PROBLEMA DE TESELAS.
[Pies Mayores]PIE 5 ALTURA COMPROBADA. 
PIE A 85G Y 15.1M AL FRONTAL NO ENTRA POR DISTANCIA .
PIES 11,12, 14, 18, 20, 23, 27,28, 31 ALTURAS COMPROBADAS. 
","2019-04-29","2000-01-01","2019-04-29","2000-01-01",34,"34.549.A.1","IFN4","34_549",35.96875,14403.1686721652,6795.56246933287,31.7015944444444,544.663583025597,0,26.4441558441558,12.4766235179221,27.2227154003092,15.00000025,47.1810240094293,41.702867767159,624.452761578298,28.565679838603,53.1667209227176,-4.41304701000096,42.5599346056793,"2008_2021",6.05952380952381,17.5892857142857,11.8244047619048,528.521427665438,24.2169916399273
"77","37_1032_A_1",37.1032,21,43,NA,22.4662894444444,11.4205416666667,NA,110.913311452485,141.471060526129,NA,39758,37,1032,"A","1",0,1984,"M","0002",1997,"","3-3",2018,1,1,2,90,75,1,1,1,2,1,4,1,2,1,1,5,5,NA,NA,1,0,0,0,0,300,NA,7.5,NA,1,2,1,"PARCELA LOCALIZADA POR ORTOFOTO,CROQUIS Y PIES IFN3.HAN HECHO UNA CORTA SELECTIVA EN LOS SYLVESTRIS. 
[Pies Mayores]A 15G Y 18.8M 021 NO ENTRA POR DIAMETRO.PIES 6,19 COMPROBADA H,PARTE SUPERIOR MUERTA.PIE 9 SE MIDE POR ENCIMA DE BIFURCACION RESPETANDO MEDICION DE IFN3. 
PIE 10 DIAMETRO MEDIDO CON CINTA(1.98M).
ALGUNOS ROBLES SECAN,PROBALEMENTE POR ALGUN HONGO.
[Riesgos]HAY RESTOS DE CORTA PERO PREDOMINA MODELO 5.","2018-10-24","2000-01-01","2018-10-24","2000-01-01",37,"37.1032.A.1","IFN4","37_1032",50.3262755102041,10089.829213572,4511.56870798,33.8868311111111,252.384371978614,0,39.9780269058296,17.8757847508969,41.3465529874763,21.7096939612245,44.7140245140268,43.1378911734143,565.918427771816,28.9944629593817,53.964776234113,-6.15543651871403,40.5160308383893,"2008_2021",6.53571428571429,15.6964285714286,11.1160714285714,1113.00714121546,52.7090062647491
"81","37_1644_A_1",37.1644,43,21,NA,14.97075,11.0742930555556,NA,954.929658551372,236.964026381266,NA,40079,37,1644,"A","1",0,1997,"","2-2",1984,"J","0012",2019,1,1,2,100,75,1,2,2,2,1,4,1,2,1,2,8,3,NA,NA,0,4,NA,5,NA,8,NA,8.25,NA,2,2,3,"-PARCELA LOCALIZADA MEDIANTE EL USO DE FOTOGRAFIA AEREA CROQUIS Y PIES MAYORES DEL IFN3.
[Pies Mayores] SP043 332G Y 6.9M NO ENTRA POR DIAMETROS.
[Riesgos] CAMBIA EL MODELO DE COMBUSTIBLE YA QUE SE HAN REALIZADO LIMPIAS EN LA PARCELA.","2019-01-29","2000-01-01","2019-01-29","2000-01-01",37,"37.1644.A.1","IFN4","37_1644",29.2625,18639.5195796202,12844.157522248,26.0450430555556,1191.89368493264,0,15.6385756676558,10.7762610748071,16.6801072906767,14.012499925,68.9082004897347,47.8855187526698,622.5481440047,20.6711965932194,38.4734319862095,-6.58705000629714,40.3276895835588,"2008_2021",7.48809523809524,16.8214285714286,12.1547619047619,1014.48571502311,45.79086515956
"86","37_950_A_1",37.95,21,43,NA,15.9288229166667,13.2808423611111,NA,233.427249868113,760.406950327944,NA,39709,37,950,"A","1",0,1984,"K","0004",1997,"","1-3",2019,1,1,1,100,85,1,1,3,2,2,4,1,2,1,1,6,3,NA,NA,0,0,0,0,0,240,NA,5,NA,2,2,2,"PARCELA LOCALIZADA POR FOTOS AEREAS, CROQUIS Y PIES DEL IFN3. BOSQUE NATURAL DE ROBLE CON PLANTACION DE 021 EN TERRAZAS DENTRO DE ESTE.
[Identificación]
[ClaEsp]OCUPACIONES COMPROBADAS.
[Pies Mayores]PIE A 10.4M Y 179G NO ENTRA POR DM.PIE 9 Y 11 DEL IFN3 MUERTO EN PIE.PIE A 282G Y 10.4M NO ENTRA POR DM.","2019-02-12","2000-01-01","2019-02-12","2000-01-01",37,"37.950.A.1","IFN4","37_950",35.4,17537.4600181216,11092.7458947937,29.2096652777778,993.834200196058,0,17.6462633451957,11.1615658754804,19.3446724529822,13.875000125,63.2517244990522,39.1949156073446,658.493116829858,22.8617796951245,42.5505665440092,-6.57248030606997,41.0569705526585,"2008_2021",7.38690476190476,18.8214285714286,13.1041666666667,1112.16428795883,48.1369574589934
"87","40_1062_A_1",40.1062,21,43,NA,29.0898451388889,5.968875,NA,608.325560262356,668.45076098596,NA,40980,40,1062,"A","1",0,2002,"","1-1",1984,"J","0004",2019,1,1,1,95,90,1,1,2,2,2,4,1,2,1,1,5,2,NA,NA,0,0,NA,0,NA,60,NA,2.5,NA,3,2,2,"[Identificación]
PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES DE IFN3.
DESPLAZADA EN IFN3 15 M. A 250G DEL CRUCE DE COORDENADAS, AUNQUE ESTABA MAL PINCHADA (A UNOS 100M. DEL CRUCE).
[ClaEsp]
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Pies Mayores]
COMPROBADOS PAE ARBOLES 2, 3, 4, 10, 16, 17, 24, 26, 30, 32 Y 39.
ARBOL 4 TUMBADO CASI MUERTO Y CON DISTANCIA Y FORMA COMPROBADAS.
ARBOL 5 COMPROBADOS DIAMETROS.
A 43G ARBOL NO ENTRA POR DIAMETROS 73 Y 72.
ARBOL 6 COMPROBADA DISTANCIA.
A 110G ARBOL NO ENTRA POR DIAMETROS 215 Y 225.
A 115G ARBOL NO ENTRA POR DIAMETROS 223 Y 223.
A 149G ARBOL NO ENTRA POR DISTANCIA.
A 186G ARBOL NO ENTRA POR DIAMETROS 225 Y 220.
ARBOL 24 COMPROBADA FORMA.
A 228G ARBOL NO ENTRA POR DIAMETROS 72 Y 75.
A 374G ARBOL NO ENTRA POR DISTANCIA 15.1 M.
NO SE BARRENA EL PRIMER REBOLLO DE LA LISTA POR NO ALCANZAR DIAMETROS.
NO COINCIDEN LAS FOTOS DE IFN3 DE LA BASE DE DATOS CON ESTA PARCELA (COINCIDEN CON LA PARCELA 1068).","2019-01-23","2000-01-01","2019-01-23","2000-01-01",40,"40.1062.A.1","IFN4","40_1062",31.49375,21671.0675678694,13060.2545744167,35.0587201388889,1276.77632124832,0,16.9732686980609,10.2290858289474,18.6980225079117,13.5999999,60.2658569242821,43.1831709466164,801.038093301609,20.5780247361254,38.3000196203229,-3.44204106646126,41.3158974738747,"2008_2021",5.23809523809524,16.4642857142857,10.8511904761905,488.778573385307,23.4412789976396
"88","40_1075_A_1",40.1075,21,43,NA,22.7623923611111,9.446425,NA,604.788783749202,954.929658551372,NA,40992,40,1075,"A","1",0,1984,"J","0005",2002,"","1-2",2019,1,1,2,90,80,1,2,4,2,1,4,1,2,1,1,9,4,NA,NA,0,0,NA,4,NA,260,NA,6.5,NA,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR FOTOS AEREAS Y PIES MAYORES DE IFN3.
[Matorral]
NO HAY MATORRAL EN 10 M.
[Pies Mayores]
COMPROBADOS PAE ARBOLES 4, 5, 7
ARBOL 8 COMPROBADA FORMA Y ALTURA.
ARBOL 10 COMPROBADA DISTANCIA.
A 117G ARBOL NO ENTRA POR DISTANCIA 5.1 M. Y DIAMETROS 122 Y 122.
A 137G ARBOL NO ENTRA POR DIAMETROS 120 Y 122.
A 217G ARBOL NO ENTRA POR DIAMETROS 220 Y 222.
A 293G ARBOL NO ENTRA POR DISTANCIA 15.1 M. LATERAL.","2019-01-25","2000-01-01","2019-01-25","2000-01-01",40,"40.1075.A.1","IFN4","40_1075",28.73125,23468.8110695052,13234.9712936704,32.2088173611111,1559.71844230057,0,15.0468253968254,8.48548746666667,16.2150893095041,11.8999999725,56.3938720818609,41.4183161975201,778.52585863569,21.2779574429955,39.6027411764385,-3.42997597528763,41.2979282570299,"2008_2021",5.23809523809524,16.4642857142857,10.8511904761905,488.778573385307,23.4412789976396
"90","40_1085_A_1",40.1085,43,21,NA,26.8355118055556,9.5811125,NA,1393.48994618237,413.802852038928,NA,41001,40,1085,"A","1",0,1984,"K","0005",2002,"","1-4",2019,1,1,1,95,90,1,2,3,2,1,4,1,2,1,1,5,4,NA,NA,0,0,NA,4,NA,70,NA,3.5,NA,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR FOTOS AEREAS Y PIES MAYORES DE IFN3.
LA PARCELA SE PINCHO MAL EN IFN3 Y ESTA A UNOS 100 M. DEL PINCHAZO DE LAS FOTOS AEREAS. SEGUIR CROQUIS PARA LOCALIZACION.
[ClaEsp37-2]
HAY UNA PLANTACION DE PINO,PERO PREVALECE AL REBOLLO EN ESTADO NATURAL.
[ClaEsp]
[Pies Mayores]
A 8G ARBOL NO ENTRA POR DIAMETROS 220 Y 225.
COMPROBADOS PAE ARBOLES 2, 6, 8, 11, 20, 23, 24, 27, 29, 32, 40 Y 48.
A 63G ARBOL NO ENTRA POR DISTANCIA LATERAL 10.1 M.
A 131G ARBOL NO ENTRA POR DIAMETROS 226 Y 211.
ARBOLES 23, 42 Y 45 COMPROBADAS FORMAS.
A 171G ARBOL NO ENTRA POR DIAMETROS 127 Y 120.
A 237G ARBOL NO ENTRA POR DIAMETROS 115 Y 127.
A 306G ARBOL NO ENTRA POR DISTANCIA 5.1 M. LATERAL.
A 298G ARBOL NO ENTRA POR DIAMETROS 220 Y 219.","2019-01-25","2000-01-01","2019-01-25","2000-01-01",40,"40.1085.A.1","IFN4","40_1085",22.8735294117647,27946.3701351572,17410.8435510493,36.4166243055556,1807.2927982213,0,15.4631115459883,9.63365956428571,16.0173491739328,12.8058824588235,62.300912307556,55.9855990227594,884.510079672825,18.3686073090818,34.1878304335398,-3.41797500894195,41.2889649756322,"2008_2021",4.16071428571429,14.7321428571429,9.44642857142857,659.492859039988,33.9133150654172
"92","40_1112_A_1",40.1112,43,21,NA,16.46249375,3.13105,NA,1941.69030572112,413.802852038928,NA,41020,40,1112,"A","1",0,2002,"","1-3",NA,"","",2018,1,1,1,90,85,1,2,3,2,2,4,1,2,1,1,9,4,NA,NA,0,0,NA,4,NA,180,300,2,3.5,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES DE IFN3.
HAY UNA PLANTACION DE PINO, PERO PREDOMINA EL REBOLLO DE FORMA NATURAL.
[Matorral]
[Pies Mayores]
A 117G ARBOL NO ENTRA POR DIAMETROS 120 Y 121.
A 249G ARBOL NO ENTRA POR DISTANCIA LATERAL 5.05 M.
LAS FOTOS DE LA PARCELA DE IFN3 DE LA BASE DE DATOS NO COINCIDEN.","2018-12-05","2000-01-01","2018-12-05","2000-01-01",40,"40.1112.A.1","IFN4","40_1112",14.275,23881.1992109389,19521.9452066519,19.59354375,2355.49315776005,0,10.1385135135135,8.28783778986486,10.291309309184,10.4750001475,81.7460841652782,73.3800360595447,566.765617718638,19.670030744518,36.6100523790723,-3.51322658296112,41.2525497146714,"2008_2021",5.38095238095238,16.5416666666667,10.9613095238095,482.514284133911,23.0192814807602
"93","40_1113_A_1",40.1113,43,21,NA,23.4264743055556,10.1754548611111,NA,1524.35067716904,261.721461973339,NA,41021,40,1113,"A","1",0,2002,"","1-3",1984,"K","0002",2018,1,1,1,95,90,1,1,2,2,2,4,1,2,1,1,9,3,NA,NA,0,0,NA,4,NA,20,NA,3.5,NA,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES DE IFN3.
[ClaEsp]
HAY UNA PLANTACION DE PINO, PERO PREVALECE EL REBOLLO DE FORMA NATURAL.
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Pies Mayores]
COMPROBADOS PAE TODOS LOS ARBOLES.
ARBOL 24 COMPROBADA ALTURA.
ARBOL 27 COMPROBADA DISTANCIA.
A 373G ARBOL NO ENTRA POR DIAMETROS 121 Y 125.
A 380G ARBOL NO ENTRA POR DIAMETROS 220 Y 228.","2018-12-19","2000-01-01","2018-12-19","2000-01-01",40,"40.1113.A.1","IFN4","40_1113",25.85,26350.3997335968,21517.7481709901,33.6019291666667,1786.07213914238,0,14.7532673267327,12.0475246768713,15.477031529027,13.7918920324324,81.6600445857941,53.3535475142454,827.282786829383,17.1564193606738,31.9316944436727,-3.50129152385817,41.2526022976403,"2008_2021",5.38095238095238,16.5416666666667,10.9613095238095,482.514284133911,23.0192814807602
"94","40_1117_A_1",40.1117,21,43,NA,27.6650180555556,9.80695625,NA,1149.4523667748,1223.72467355102,NA,41024,40,1117,"A","1",0,2002,"","3-1",1984,"L","0002",2018,1,1,2,95,90,1,2,2,2,2,4,1,2,1,1,9,3,NA,NA,0,0,NA,0,NA,65,NA,2,NA,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES DE IFN3.
[Especies Presentes]
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Localización]
LAS FOTOS DE IFN3 DE LA BASE DE DATOS NO CORRESPONDEN CON LAS DE ESTA PARCELA.
[Pies Mayores]
A 37G ARBOL NO ENTRA POR DIAMETROS 220 Y 224.
COMPROBADOS PAE ARBOLES 6, 7, 11, 33, 34 Y 36.
A 93G ARBOL NO ENTRA POR DIAMETROS 120 Y 124.
A 182G ARBOL NO ENTRA POR DIAMETROS 230 Y 209.
A 376G ARBOL NO ENTRA POR DISTANCIA LATERAL REDUCIDA 15.04 M.
A 396G ARBOL NO ENTRA POR DISTANCIA 10.1 M.
NO SE BARRENA EL PRIMER REBOLLO DE LA LISTA POR NO ALCANZAR DIAMETRO SUFICIENTE.","2018-12-19","2000-01-01","2018-12-19","2000-01-01",40,"40.1117.A.1","IFN4","40_1117",26.35,31149.6286231201,23129.1037678591,37.4719743055556,2373.17704032582,0,13.1257078986587,9.74605070538003,14.1789241119234,13.062499875,74.2516196507462,49.5730545540797,955.045110447672,15.714791804092,29.2485232253317,-3.50122268380339,41.2435950577522,"2008_2021",5.19642857142857,16.3214285714286,10.7589285714286,508.807142632348,24.5102795590637
"95","40_1131_A_1",40.1131,43,21,NA,16.57556875,14.0922673611111,NA,1718.87338539247,261.721461973339,NA,41032,40,1131,"A","1",0,1984,"L","0003",2002,"","3-1",2018,1,1,2,85,65,1,2,2,2,2,4,1,2,1,1,5,5,NA,NA,1,0,NA,0,NA,210,NA,1.5,NA,2,2,1,"[Identificación]
PARCELA LOCALIZADA POR FOTOS AEREAS Y PIES MAYORES DE IFN3.
FCCA COMPROBADA.
[ClaEsp]
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Pies Mayores]
ARBOLES 4, 5, 6, 8, 14, 15 COMPROBADOS PAE.
A 112G ARBOL NO ENTRA POR DIAMETROS 121 Y 120.","2018-12-04","2000-01-01","2018-12-04","2000-01-01",40,"40.1131.A.1","IFN4","40_1131",29.8875,25560.2838605584,18486.3771490319,30.6678361111111,1980.59484736581,0,12.9053571428571,9.33374999617857,14.0410247133178,11.862500075,72.324615993635,39.6905063153492,784.651864315707,18.9420051076721,35.255043988673,-3.48915492129812,41.2256318324459,"2008_2021",4.74404761904762,15.3630952380952,10.0535714285714,573.200000294617,28.583437236419
"96","40_1132_A_1",40.1132,21,43,NA,22.5565701388889,5.13085625,NA,300.626003618025,668.45076098596,NA,41033,40,1132,"A","1",0,1984,"L","0003",2002,"","3-1",2018,1,1,2,85,80,1,2,2,2,2,4,1,2,1,1,9,3,NA,NA,1,0,NA,4,NA,115,NA,3.5,NA,3,2,2,"[Identificación]
PARCELA LOCALIZADA POR FOTOS AEREAS Y PIES MAYORES DE IFN3.
[ClaEsp]
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Pies Mayores]
ARBOL 18 COMPROBADA DISTANCIA.
A 269G ARBOL NO ENTRA POR DIAMETROS 412 Y 424.
A 289G ARBOL NO ENTRA POR DISTANCIA 15.1 M.
NO SE BARRENA EL PRIMER REBOLLO DE LA LISTA POR NO ALCANZAR DIAMETRO.","2018-11-30","2000-01-01","2018-11-30","2000-01-01",40,"40.1132.A.1","IFN4","40_1132",37.30625,15540.9496764466,12742.6518694908,27.6874263888889,969.076764603985,0,16.0368613138686,13.1492698359124,19.0729233498562,21.3749995,81.9940359809745,57.296028145418,627.674050944801,15.0284709584228,27.9711361975661,-3.47722471473116,41.2256818938333,"2008_2021",4.74404761904762,15.3630952380952,10.0535714285714,573.200000294617,28.583437236419
"97","40_1137_A_1",40.1137,21,43,NA,24.19751875,4.82311875,NA,749.796620788485,413.802852038928,NA,41037,40,1137,"A","1",0,2002,"","3-1",1984,"L","0003",2018,1,1,2,95,90,1,2,2,2,2,4,1,2,1,1,5,3,NA,NA,0,0,NA,4,NA,350,NA,2,NA,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES DE IFN3.
[ClaEsp]
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Pies Mayores]
A 134G ARBOL NO ENTRA POR DISTANCIA LATERAL 5.05 M.
ARBOLES 22 Y 23 COMPROBADO ORDEN.","2018-11-30","2000-01-01","2018-11-30","2000-01-01",40,"40.1137.A.1","IFN4","40_1137",28.55,19403.4633064612,12990.2264939236,29.0206375,1163.59947282741,0,16.6753799392097,11.1638298205471,17.8199620827941,13.300000075,66.9479787641719,46.5849389667251,675.795315132185,22.0417767169076,41.0243690319954,-3.48908781151658,41.2166245335233,"2008_2021",4.74404761904762,15.3630952380952,10.0535714285714,573.200000294617,28.583437236419
"98","40_1138_A_1",40.1138,43,21,NA,25.2123625,17.2373958333333,NA,2387.32414637843,601.252007236049,NA,41038,40,1138,"A","1",0,2002,"","3-1",1984,"L","0003",2018,1,1,1,95,90,1,2,2,2,2,4,1,2,1,1,5,4,NA,NA,0,0,NA,4,NA,385,NA,2,NA,2,2,2,"[Identificación]
PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES DE IFN3.
[ClaEsp]
HAY UNA PLANTACION DE PINO SIVESTRE EN UNA MASA QUE PREDOMINA EL REBOLLO DE FORMA NATURAL.
NO SE DA OCUPACION AL RESTO DE ESPECIES.
[Pies Mayores]
ARBOLES 24 Y 25 COMPROBADO ORDEN.
ARBOL 25 COMPROBADO PAE.","2018-11-29","2000-01-01","2018-11-29","2000-01-01",40,"40.1138.A.1","IFN4","40_1138",27.90625,37854.4726979303,33530.7632258393,42.4497583333333,2988.57615361448,0,12.6663905325444,11.2196449085917,13.4480869055832,14.874999875,88.5780750227504,53.3034709966405,1104.76708510447,12.2973310849219,22.8879121232312,-3.47715924156525,41.2166745791405,"2008_2021",4.74404761904762,15.3630952380952,10.0535714285714,573.200000294617,28.583437236419
"99","40_1604_A_1",40.1604,21,43,NA,9.343387,4.2662125,NA,40.7436654315252,190.985931710274,NA,41295,40,1604,"A","1",0,1985,"M","0010",2002,"","4-1",2018,1,1,1,70,40,1,3,3,2,1,4,1,2,1,1,5,2,NA,NA,0,0,NA,0,NA,317,0,1.25,0,1,1,1,"REJON LOCALIZADO POR FOTOS AEREAS, REFERENCIAS EN CROQUIS Y PIES MAYORES IFN3.
[Identificación]
[Pies Mayores] SP 021 A RUMBO 139 NO ENTRA POR DISTANCIA POR ESTAR A 25.4M
-NO SE BARRENA POR CARECER DEL PERMISO DEL PARQUE NACIONAL.
-PEDIR LLAVE OFICINA PARQUE.","2018-11-22","2000-01-01","2018-11-22","2000-01-01",40,"40.1604.A.1","IFN4","40_1604",32.7426829268293,5376.12665368975,2994.78672094848,13.6095995,231.7295971418,0,23.2,12.9236263208791,27.345569884493,14.9036584804878,55.7052858658583,45.5175237587992,267.603255977401,44.0774393588375,82.0373584882246,-3.99693507716176,40.8800622936641,"2008_2021",4.65476190476191,13.702380952381,9.17857142857143,806.678571053914,42.0614524944312
"100","40_1616_A_1",40.1616,21,43,45,21.5697232222222,7.99179513888889,1.4641625,248.989066525987,252.667314099667,63.6619772367581,41300,40,1616,"A","1",0,2002,"","3-4",1985,"M","0005",2019,1,1,1,100,80,1,2,2,2,1,4,1,2,1,1,8,4,NA,NA,0,0,0,0,0,210,NA,6.25,NA,2,2,2,"REjon localizado por ortofoto, gps y pies ifn3.
Las fotos ifn3 no corresponden a la parcela.
La distribucion por especie en la masa es 50% Q ilex y 50% de Q pyrenaica. 
[Identificación]

[Pies Mayores] pie n3 y 5 dn medido a 1.6m por bifurcacion.
Pie n9 dn con cinta a 1.3m 2170mm, pies bifurcados por dabajo soldados considero solo uno pie. 
Pie n19 dn con cinta 2250mm.
 045 a R 246 no entra por distancia para 225mm
Pie n21 dn con cinta 2050mm.","2019-01-25","2000-01-01","2019-01-25","2000-01-01",40,"40.1616.A.1","IFN4","40_1616",46.7711055276382,12414.2341057814,6669.27115095687,31.0256808611111,565.318357862412,0,21.9597222222222,11.7973723269394,26.4343828369601,19.9934673959799,53.7227757598912,42.7474766106721,618.273882759275,21.0361053359302,39.1526036844005,-4.06798855542421,40.8704182507411,"2008_2021",5.36309523809524,14.1607142857143,9.76190476190476,688.378571595464,34.8336144662765
"101","40_1632_A_1",40.1632,21,43,NA,25.921875,6.03841388888889,NA,101.859163578813,166.228496118202,NA,41313,40,1632,"A","1",0,2002,"","3-4",1985,"M","0007",2019,1,1,1,95,80,1,1,1,2,1,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,85,NA,5,NA,2,2,2,"Rejon localizado por ortofoto y pies ifn3.
Las fotos ifn3 son de la parcela 1644 y viceversa.
[Identificación]
[Pies Mayores]
Pies n 1-2-3-4-5-16-25-27-28 ht comprobada.
Pie n1 dn con cinta 1990mm.
Pie n 25 dn con cinta 2010mm
Pie n7 forma comprobada.","2019-03-07","2000-01-01","2019-03-07","2000-01-01",40,"40.1632.A.1","IFN4","40_1632",56.7175,9322.10820941481,4533.02988848829,31.9602888888889,268.087659697015,0,34.7726121372032,16.9087599690765,38.9602733868061,23.55500012,48.626660264576,41.5303920659408,546.426071630191,25.9285647481984,48.2584966884338,-4.03225466636795,40.8617356389483,"2008_2021",5.55952380952381,14.3154761904762,9.9375,641.499998858997,32.1755485321127
"102","40_1634_A_1",40.1634,21,43,NA,16.9351881944444,4.31455,NA,656.142778720187,190.985931710274,NA,41314,40,1634,"A","1",0,1985,"M","0008",2002,"","4-3",2018,1,1,1,100,70,1,1,2,2,2,4,1,2,1,1,5,2,NA,NA,0,0,NA,0,NA,393,0,4,0,1,2,1,"-REJON LOCALIZADO POR FOTOS AEREAS Y PIES MAYORES IFN3.
[Pies Mayores]-PIE A 28 G Y 20.3M PA.E 42 NO ENTRAN AL CONSIDERARSE 2 PIES INDEPENDIENTES.
-PIE N15 SP CORREGIDA.
-NO SE BARRENA POR NO DISPONER DE PERMISO DEL PARQUE NACIONAL.","2018-11-28","2000-01-01","2018-11-28","2000-01-01",40,"40.1634.A.1","IFN4","40_1634",33.6816113161132,13143.1071567181,6487.55161473766,21.2497381944444,847.128710430462,0,15.5148881095524,7.65828325124416,17.871341376681,13.9517834824108,49.3608667827194,41.4225535455198,494.274168180943,24.6260962034208,45.8343295752383,-4.00852822047903,40.8619455447125,"2008_2021",5.55952380952381,14.3154761904762,9.9375,641.499998858997,32.1755485321127
"103","40_1656_A_1",40.1656,21,43,NA,17.3825424722222,15.67945625,NA,307.558085583805,923.098669932993,NA,41329,40,1656,"A","1",0,2002,"","3-4",1985,"M","0007",2019,1,1,1,80,70,1,2,3,2,1,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,136,NA,8.5,NA,2,2,2,"Rejon localizado por ortofoto, fotos y pie ifn3.
[Identificación]
[Pies Mayores]
Pie n10-14-38 ht comprobada.
Pie n14 dn con cinta 2020mm.
Pie 29 dn y ht comprobado.","2019-03-14","2000-01-01","2019-03-14","2000-01-01",40,"40.1656.A.1","IFN4","40_1656",40.4878453038674,20093.2337562685,12401.0984533432,33.0619987222222,1230.6567555168,0,16.3272445108633,10.0768133744453,18.4948639810471,15.1011050853591,61.7177832287667,37.2978729098154,758.682922590373,18.876557714519,35.1332326645052,-4.02011512320641,40.8438276486613,"2008_2021",5.55952380952381,14.3154761904762,9.9375,641.499998858997,32.1755485321127
