"","CoorX","CoorY","PlotID0","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID"
"30038",NA,NA,"16.815",16,16,815,"A","4",0,1998,"","3-1","1985","L","0003","2003","224",1,"1","1",90,70,1,2,3,1,2,4,"07/24/03 00:00:00","12/30/99 11:30:00",1,2,1,1,7,2,NA,NA,"4","0","","0","",70,0,10,0,3,"2",2,"NO HE ENCONTRADO EL REJON DEL IFN2 POR     FALTA DE REFERENCIAS Y CONSIDERO QUE   LA   PARCELA FUE MAL PINCHADA EN EL   IFN2.NO  DEJO OCUPACION PARA OTRAS   ESPECIES.ARBOL N5 ENTRA POR  PENDIENTE Y HA SIDO MEDIDO CON CINTA. LOS RESTOS DE LAS CORTAS  ESTAN ESPARCIDOS POR LA MASA.",8,5,"07/24/03 00:00:00","12/30/99 10:34:59","07/24/03 00:00:00","12/30/99 11:35:25",60,"219","093","150","10",353425,16,25,353425,15,26,"D",4,"16.815.A.4"
"30057",NA,NA,"16.831",16,16,831,"A","1",0,1985,"M","0005","1998","","3-4","2003","224",1,"1","1",95,75,1,2,3,2,2,4,"07/21/03 00:00:00","12/30/99 11:22:00",1,2,1,1,7,3,NA,NA,"4","0","","0","",275,0,6.8,0,1,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2. ARBOL N3,15,19 ENTRA POR     PENDIENTE.ARBOL N9 DIAMETROS COMPROBADOS. ARBOL N23 ALTURA  CORRECTA. EN LOS ALREDEDORES DE LA  PARCELA HAY QUERCUS PETREA.",8,5,"07/21/03 00:00:00","12/30/99 10:19:07","07/21/03 00:00:00","12/30/99 11:26:39",68,"219","078","310","10",353425,28,13,353425,27,14,"D",4,"16.831.A.1"
"30065",NA,NA,"16.839",16,16,839,"A","1",0,1985,"M","0005","1998","","3-4","2003","224",1,"1","1",100,70,1,2,2,1,2,4,"07/23/03 00:00:00","12/30/99 11:00:00",1,2,1,1,7,3,NA,NA,"0","0","","0","",345,0,10,0,1,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2. NO DEJO OCUPACION PARA OTRAS ESPECIES. ARBOL N11,12,16 DIAMETROS MEDIDOS CON CINTA SU PERIMETRO. ARBOL N15   ENTRA POR  PENDIENTE. ARBOL N21   DISTANCIA CORRECTA.",8,5,"07/23/03 00:00:00","12/30/99 09:54:09","07/23/03 00:00:00","12/30/99 11:04:27",70,"219","237","385","11",353425,20,21,353425,19,22,"D",4,"16.839.A.1"
"30072",NA,NA,"16.845",16,16,845,"A","1",0,1985,"M","0006","1998","","3-4","2003","224",1,"1","1",90,80,1,2,3,1,2,4,"07/22/03 00:00:00","12/30/99 12:44:00",1,2,1,1,7,3,NA,NA,"0","0","","0","",240,0,9.8,0,1,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2. NO DEJO OCUPACION PARA OTRAS ESPECIES.PIE 1 FORMA CORRECTA. A 100 GRS HAY UN PIE QUE NO ENTRA POR FALTA DE DIAMETROS. MATORRAL (0109)   LAVANDULA VIRIDIS.EN LOS ALREDEDORES SE  HAN REALIZADO CORTAS.",8,5,"07/22/03 00:00:00","12/30/99 11:35:01","07/22/03 00:00:00","12/30/99 12:48:32",74,"219","153","355","10",353425,22,19,353425,21,20,"D",4,"16.845.A.1"
"32764",NA,NA,"17.480",17,17,480,"A","1",0,1986,"J","1767","1997","","2-2","2001","",1,"1","2",90,65,1,2,1,3,1,5,"05/18/01 00:00:00","12/30/99 14:53:00",1,1,1,1,5,7,NA,NA,"0","0","","0","",200,0,13,0,2,"2",2,"ET10.
SE DEJA UN 1O POR CIENTO PARA EL RESTO  DE LAS ESPECIES.
LOS PIES 2 Y 12 ENTRAN POR CORRECCION  DE PENDIENTE.
HAY TERRAZAS ANTIGUAS.
EN LOS ALREDEDORES HAY ARCE Y OLMO.",10,47,"05/18/01 00:00:00","12/30/99 13:53:16","05/18/01 00:00:00","12/30/99 15:25:14",92,"039","070","362","10",NA,NA,NA,NA,NA,NA,"D",6,"17.480.A.1"
"33563",NA,NA,"19.123",19,19,123,"A","1",0,1984,"L","0012","1997","","4-2","2003","044",1,"1","1",100,70,1,2,1,2,2,4,"07/01/03 00:00:00","12/30/99 13:58:00",1,2,1,1,8,2,NA,NA,"0","0","","0","",370,0,1.2,0,1,"1",2,"ENCONTRADO REJON POR PIES DEL IFN2. PARCELA PINCHADA EN UNA ZONA DE MONTE REPOBLADA HACE 40 AÑOS APROXIMADAMENTE  DONDE AHORA HAY UNA MASA SEMIRREGULAR. A 277 G. NO ENTRA 026 POR DIAMETRO. PIE 19 TIENE LA BIFURCACION JUSTO A 6 M.",12,32,"07/01/03 00:00:00","12/30/99 12:26:47","07/01/03 00:00:00","12/30/99 14:18:46",112,"257","110","320","11",353424,26,15,353424,25,16,"D",5,"19.123.A.1"
"34673",NA,NA,"19.243",19,19,243,"A","1",0,1983,"3","3217","1997","","3-1","2004","901",1,"1","2",95,80,1,2,3,2,2,4,"04/06/04 00:00:00","12/30/99 18:54:00",1,2,1,1,7,2,NA,NA,"0","0","","5","",200,0,7.5,0,2,"3",3,"ENCONTRADO EL REJON POR LOS PIES MAYORES  Y FOTO DEL IFN2.PODAR ALGUNA RAMA PARA  FACILITAR LA MEDICION.HAY ABUNDANTES JARAS SECAS EN PIE.PIE 13 ENTRA POR LA  MEDIA DE SUS DIAMETROS.PIES 26 Y 49  ENTRAN POR PTE.OTRO MODELO DE  COMBUSTIBLE 09.",3,26,"04/06/04 00:00:00","12/30/99 18:11:54","04/06/04 00:00:00","12/30/99 18:56:58",45,"127","355","100","10",423140,40,1,423140,39,2,"D",3,"19.243.A.1"
"38224",NA,NA,"22.1553",22,22,1553,"A","1",0,1984,"M","4168","1997","","4-3 ","2004","",1,"1","2",95,85,1,3,3,3,2,5,"","",1,1,2,1,5,4,NA,NA,"0","0","","2","",378,NA,8,NA,2,"2",3,"PARCELA ENCONTRADA POR FOTOS AEREAS Y PIES MAYORES. PARCELA PINCHADA EN UNA MASA DE PINOS CON SUBPISO DE BOJ,ENEBRO,SABINA Y GUILLOMO CON ALGO DE MATORRAL. DEJO UN 10%AL RESTO DE SPP.
22,EL PIE N4 ENTRA POR PENDIENTE.
22,EL PIE N13 ENTRA POR PENDIENTE.
22,EL PIE N19 ENTRA POR PENDIENTE.
22,EL PIE N22 ENTRA POR PENDIENTE.EL PIE  N31 Y  N32 ENTRA POR PENDIENTE.EL PIE N39 NO ESTA BIFURCADO.
22,HAY PROCESIONARIA.
22,",24,990,"09/28/04 03:00:23","","09/28/04 04:38:54","",NA,"220","385","28","8",392510,24,16,392510,25,15,"T",99,"22.1553.A.1"
"40330",NA,NA,"24.1096",24,24,1096,"A","4",0,1997,"","2-4","1984","J","0010","2003","210",1,"1","2",100,85,1,2,2,2,2,4,"01/15/03 00:00:00","12/30/99 16:18:00",1,2,1,1,7,4,NA,NA,"0","D","N","5","0",46,0,4.5,0,2,"2",3,"REJON NO ENCONTRADO PORQUE SOLAMENTE      HABIA UN PIE MAYOR  Y POCAS  REFERENCIAS     CONCRETAS.
PARCELA  PINCHADA EN EL    CRUCE DE  COORDENADAS  A 188M DESDE EL  LA TORRETA DE LUZ      Y DESDE EL BORDE  DE LA   MASA 50M A 0G.
PARCELA    PINCHADA  EN UNA REPOBLACION DE  PINOS     SYLVESTRIS CON ALGUN PIE DE  PINO     PINASTER ESPARCIDO POR LA PARCELA  CON     MUCHO MATORRAL.
EL MARCO DE  PLANTACION    DE PINO PINASTER  NO SE  APRECIA.
PIE  A   8.3G Y 73G SE VA  JUSTO POR     DIAMETRO.
PIE A 245G Y  7.2M NO ENTRA    POR  DIAMETRO.
PIE A  279G Y 7.1M NO    ENTRA JUSTO POR   DIAMETRO.
PIE 302G Y    15.2M SE VA POR  DISTANCIA.

NO HAY   REGENERACION.
LOS  RESTOS DE PODA ESTAN   ESPARCIDOS POR   LA PARCELA.
",19,70,"01/15/03 00:00:00","12/30/99 14:29:04","01/15/03 00:00:00","12/30/99 16:36:04",127,"014","232","375","10",355280,26,15,355280,25,16,"D",1,"24.1096.A.4"
"40334",NA,NA,"24.1099",24,24,1099,"A","1",0,1984,"J","0011","1997","","2-4","2003","210",1,"1","2",90,55,1,2,2,2,2,4,"01/13/03 00:00:00","12/30/99 15:05:00",1,2,1,1,7,5,NA,NA,"B","0","","0","",395,0,1.8,0,1,"1",2,"PARCELA LOCALIZADA MEDIANTE LAS FOTOS  AEREAS Y LOS PIES DEL IFN2.
LA PARCELA ESTA EN UNA REPOBLACION,  PERO LAS  ENTRESACAS REALIZADAS NO  PERMITEN   APRECIAR EL MARCO DE  PLANTACION.
LA PARCELA SE ENCUENTRA EN UN RODAL DE PINOS SILVESTRES Y PINASTER EN ESTADO  FUSTAL, EN LOS LIMITES DE LA PARCELA Y  ALREDEDORES HAY REPOBLACIONES DE  PINASTER SOLAMENTE Y DE ESTADO LATIZAL  ALTO.
EN EL LIMITE DE LA PARCELA SE   INCLUYE  PARTE DE UNA TALA A HECHO.
PIE  N16 DEL IFN2 ESTA PARTIDO POR LA  BASE  Y  YACE SECO EN EL SUELO.
TODO EL  TERRENO ESTA CUBIERTO DE NIEVE  POR LO   QUE LOS PORCENTAJES DEL MATORRAL  NO   SON EXACTOS.",19,57,"01/13/03 00:00:00","12/30/99 13:40:28","01/13/03 00:00:00","12/30/99 15:25:26",105,"014","333","071","10",355280,34,7,355280,33,8,"D",1,"24.1099.A.1"
"40342",NA,NA,"24.1105",24,24,1105,"A","4",0,1997,"","2-4","1984","K","0009","2003","210",1,"1","2",100,80,1,2,2,2,2,4,"01/09/03 00:00:00","12/30/99 12:41:00",1,2,1,1,4,3,NA,NA,"0","0","","0","",245,0,1,0,2,"2",2,"CENTRO PARCELA A1 NO ENCONTRADO PORQUE  NO TENIA PIES MAYORES Y NO DISPONIAMOS DE REFERENCIAS CLARAS.
PARCELA  PINCHADA  EN LA COORDENADA,  DESPUES DE  RECORRER  100M POR UN  CORTAFUEGOS, NOS   ADENTRAMOS 75M A 250G  EN EL INTERIOR   DE LA REPOBLACION DE  PINOS.
EL   PORCENTAJE DE MATORRAL ES APROXIMADO    PORQUE TODO ESTA CUBIERTO DE NIEVE.",19,57,"01/09/03 00:00:00","12/30/99 11:24:05","01/09/03 00:00:00","12/30/99 13:02:18",98,"024","242","325","10",977441,2,39,977441,1,40,"D",1,"24.1105.A.4"
"40367",NA,NA,"24.1128",24,24,1128,"A","3E",0,1997,"","4-2","1984","L","0011","2003","210",1,"1","2",95,90,1,2,1,2,1,4,"01/13/03 00:00:00","12/30/99 15:01:00",1,2,1,1,11,10,NA,NA,"0","I","","5","",392,0,3,0,3,"1",2,"A 74 G. Y 14.4 M. NO ENTRA UN P. SILVESTRE POR DIAMETRO.
A 97 G Y     7.5  M.  NO ENTRA UN P. SILVESTRE  POR  DIAMETRO.
A 106  G. Y 10.0 M.  NO ENTRA  UN P. SILVESTRE POR  DIST.  LATERAL.
A  114  G. 12.5 M. NO  ENTRA UN  P. PINASTER  POR  DIAMETRO.

A 133 G  Y  5.0 M. NO   ENTRA  UN P.  SILVESTRE  POR DIST. LATERAL.
A 181 G. 7.0  M.  NO  ENTRA UN   P.  SILVESTRE POR DIAMETRO.
A 212 G. Y   14.2 M. NO  ENTRA   UN P.  PINASTER POR DIAMETRO.
A 245   G. Y6.5 M. NO ENTRA  UN P.  SILVESTRE POR DIAMETRO.
A 308  G. Y 15.0 M. NO  ENTRA UN P.  PINASTER  POR DIST. LATERAL.
NO HAY REGENERACION  NI MATORRAL.",18,55,"01/13/03 00:00:00","12/30/99 12:50:53","01/13/03 00:00:00","12/30/99 15:26:37",156,"014","059","060","10",353144,24,17,353144,23,18,"D",1,"24.1128.A.3E"
"40370",NA,NA,"24.1132",24,24,1132,"A","4",0,1997,"","4-2","1984","L","0011","2002","023",1,"1","2",100,95,1,2,1,2,2,4,"12/13/02 00:00:00","12/30/99 12:41:00",1,2,1,1,11,3,NA,NA,"0","J","O","0","",63,0,1.8,0,2,"1",2,"PARCELA NO ENCONTRADA POR FALTA DE  REFERENCIAS CLARAS, REPOBLACION  HOMOGENEA Y CLARAS EFECTUADAS. A 41 G.  Y 10.1 M. NO ENTRA UN P.  SILVESTRE POR  DIAMETRO.
NO HAY REGENERACION.",18,55,"12/13/02 00:00:00","12/30/99 11:19:43","12/13/02 00:00:00","12/30/99 12:50:13",91,"014","381","163","10",353496,16,25,353496,15,26,"D",1,"24.1132.A.4"
"40679",NA,NA,"24.1443",24,24,1443,"A","1",0,1984,"J","0011","1997","","2-2","2002","229",1,"1","2",95,70,1,2,1,2,2,4,"12/04/02 00:00:00","12/30/99 15:19:00",1,2,1,1,8,1,NA,NA,"0","0","","0","",90,0,0.5,0,1,"1",2,"PARCELA ENCONTRADA POR PIES DEL  IFN2.ZONA EN LA QUE SE HAN REALIZADO  PLANTACIONES CON PINO SILVESTRE. EL PINASTER APARECE NATURALIZADO  DEBIDO A   ANTERIORES  PLANTACIONES. CON  RUMBO  22   NO  ENTRA 021 POR  DISTANCIA. CON  RUMBO  47 NO ENTRA 021  POR  DISTANCIA. CON   RUMBO  63 NO ENTRA  026  POR  DIAMETRO. CON  RUMBO 91 NO  ENTRA 021   POR DIAMETRO. CON RUMBO 165  NO ENTRA   021 POR DIAMETRO. FORMAS COMPROBADAS. SE OBSERVAN  RESTOS DE  CLAREOS ANTIGUOS.",20,66,"12/04/02 00:00:00","12/30/99 13:36:36","12/04/02 00:00:00","12/30/99 15:36:48",120,"188","328","057","10",353510,38,3,353510,37,4,"D",4,"24.1443.A.1"
"40775",NA,NA,"24.1569",24,24,1569,"A","1",0,1985,"L","0011","1997","","4-2","2002","047",1,"1","1",100,90,1,2,2,3,2,4,"12/11/02 00:00:00","12/30/99 12:06:00",1,2,1,1,7,3,NA,NA,"0","0","","0","",107,0,3.8,0,2,"3",2,"ENCUENTRO EL REJON POR FOTOS INFO2 Y    DENDROMETRIA.
PINO A 14G NO ENTRA  POR  DIST.
ARBOL N.8 ENTRA POR  CORRECCION  DE   PENDIENTE
ARBOL N.15    DIST.  COMPROBADA
PINO A 190G NO ENTRA    POR DM.
PINO A 217G NO ENTRA POR  DIST.
 FORMAS COMPROBADAS.
NO HAY REGENERACION Y CIERTA  DIFICULTAD  PARA HACERLA POR LA  NIEVE
SE OBSERVA ALGUN PINO CON ATAQUE  DE  EVETRIAS PERO ESCASO
LA MASA HA  PERDIDO EL MARCO DE  PLANTACION",11,9,"12/11/02 00:00:00","12/30/99 11:43:48","12/11/02 00:00:00","12/30/99 14:01:28",138,"047","315","053","10",335205,28,13,335205,27,14,"D",2,"24.1569.A.1"
"40783",NA,NA,"24.1579",24,24,1579,"A","1",0,1985,"L","0011","1997","","4-2","2002","047",1,"1","2",95,75,1,2,3,2,1,4,"12/13/02 00:00:00","12/30/99 11:28:00",1,2,1,1,7,5,NA,NA,"0","0","","0","",233,0,6.8,0,1,"3",2,"REJON LOCALIZADO POR FOTOS INFO2
MARCO   DE PLANTACION  SILVESTRE ES DE  2X4MTS.
EL PINO LARICIO PLANTADO          ESPORADICAMENTE
ARBOL N.12 RUMBO Y DIST. COMPROBADA (SE HA  INCLINADO  BASTANTE)
ARBOL N.13 ENTRA POR  CORRECCION DE  PENDIENTE
ARBOL A 239G    NO ENTRA POR DM.
PINO LARICIO A 287G  NO  ENTRA POR DM.
OCUP. CORRECTA
PINOS  LARICIO USADOS PARA CEBOS
ALGUN BOLSON  DE PROCESIONARIA
HAY REBOLLO EN LAS  INMEDIACIONES",11,9,"12/13/02 00:00:00","12/30/99 10:47:36","12/13/02 00:00:00","12/30/99 12:48:13",121,"047","192","372","10",335205,22,19,335205,21,20,"D",2,"24.1579.A.1"
"40801",NA,NA,"24.1597",24,24,1597,"A","1",0,1985,"M","0013","1997","","4-4","2003","047",1,"1","1",100,80,1,2,2,2,1,4,"01/29/03 00:00:00","12/30/99 15:30:00",1,2,1,1,4,3,NA,NA,"0","0","","0","",4,0,3.5,0,2,"2",2,"REJON LOCALIZADO POR FOTOS AEREAS Y PIES IFN2. LA EDAD ESTA CALCULADA EN FUNCION DE LA ESTIMADA EN IFN2. PIE N.5, ALTURA COMPROBADA. PIE CON RUMBO 277 G, NO ENTRA POR DISTANCIA PARA 15 M.",25,52,"01/29/03 00:00:00","12/30/99 13:59:34","01/29/03 00:00:00","12/30/99 15:41:08",102,"047","300","100","10",353107,34,7,353107,33,8,"D",5,"24.1597.A.1"
"40810",NA,NA,"24.1602",24,24,1602,"A","1",0,1984,"J","0002","1997","","1-1","2002","091",1,"1","1",95,85,1,2,2,2,2,4,"11/11/02 00:00:00","12/30/99 12:43:00",1,2,1,1,8,4,NA,NA,"B","V","","0","",65,0,0.2,0,1,"1",2,"LA PARCELA LA HE ENCONTRADO POR MEDIO   DE LOS PIES DEL IFN2. EL PIE N1 NO ESTA   BIFURCADO YA QUE HAN CORTADO UN PIE, POR LO QUE LOS DIAMETROS VARIAN.   EL PIE N32 DEL IFN2 NO ESTA BIFURCADO   POR ARRIBA SINO POR DEBAJO POR LO QUE   LO HE ANULADO Y HE INCLUIDO LOS PIES   N26 Y 27. EL PIE N28 (N34 DEL IFN2)   ESTA BIFURCADO POR DEBAJO Y NO POR   ARRIBA COMO DICE EL CAPATAZ DEL IFN2.   ARBOL A 373G NO ENTRA POR DIAMETRO.",7,37,"11/11/02 00:00:00","12/30/99 10:06:31","11/11/02 00:00:00","12/30/99 12:43:30",157,"047","065","345","10",353115,30,11,353115,29,12,"D",2,"24.1602.A.1"
"40856",NA,NA,"24.1643",24,24,1643,"A","4",0,1997,"","3-2","1984","L","0005","2002","125",1,"1","1",95,85,1,2,2,2,2,4,"11/19/02 00:00:00","12/30/99 13:40:00",1,2,1,1,9,1,NA,NA,"0","0","","0","",80,0,0.2,0,2,"2",2,"NO HE ENCONTRADO LA PARCELA POR FALTA DE REFERENCIAS. EL PIE N6 ENTRA POR MEDIA DE SUS DIAMETROS. PIE A 154G NO ENTRA POR DISTANCIA NI POR DIAMETRO. PIES A 46 Y A 190 NO ENTRAN POR DN. PIE A 240G NO ENTRA POR DISTANCIA. NO HAY MATORRAL. FUERA DE LOS 10M HAY UN POCO DE BREZO. EN REGENERACION FUERA DE LOS 5M HAY ENCINAS Y REBOLLOS PEQUEÑOS. DURANTE EL LEVANTAMIENTO HA LLOVIDO. HAY ALGUNOS PIES MUERTOS AUNQUE NO SE SABE LA CAUSA EXACTA. ESTUVO PRESENTE EL TECNICO ROBERTO BODES.",7,37,"11/19/02 00:00:00","12/30/99 10:31:20","11/19/02 00:00:00","12/30/99 13:55:40",204,"047","123","000","10",353115,6,35,353115,5,36,"",2,"24.1643.A.4"
"41809",NA,NA,"24.528",24,24,528,"A","4",0,1997,"","2-3","1985","K","0007","2003","070",1,"1","1",90,50,1,2,1,2,2,4,"01/29/03 00:00:00","12/30/99 13:37:00",1,2,1,1,7,3,NA,NA,"0","0","","0","",305,0,7.2,0,3,"3",3,"NO ENCONTRADO REJON POR NO TENER PIES   MAYORES NI REFERENCIAS EN CROQUIS DE   IFN2. Y ESTAR LA PARCELA EN UNA LADERA     CON FUERTE PENDIENTE Y TOTALMENTE     POBLADA DE BREZOS LO QUE HA     IMPOSIBILITADO LA BUSQUEDA.
A 23,2MTS.   Y 112MTS. UN PINO SILVESTRE NO  ENTRA   POR POCOS MM. DE DIAMETRO.
PIE 5   COMPROBADA DISTANCIA LATERAL,  ENTRA   POR PENDIENTE (5,25%).
PIE 6   COMPROBADOS DIAMETROS.
NO HAY   REGENERACION EN EL RADIO DE 5 M.
EL   SAUCE SOLO ESTA PRESENTE.",9,15,"01/29/03 00:00:00","12/30/99 11:49:33","01/29/03 00:00:00","12/30/99 13:38:04",109,"115","140","360","10",179597,34,7,179597,33,8,"D",2,"24.528.A.4"
"42004",NA,NA,"24.717",24,24,717,"A","1",0,1984,"K","0009","1997","","2-4","2003","134",1,"1","2",85,40,1,2,2,1,2,4,"01/20/03 00:00:00","12/30/99 16:40:00",1,2,1,1,5,3,NA,NA,"0","4","J","0","",10,0,3,0,3,"2",2,"REJON ENCONTRADO POR PIES DEL IFN2. A   309 G NO ENTRA 021 POR DISTANCIA.",22,64,"01/20/03 00:00:00","12/30/99 15:39:46","01/20/03 00:00:00","12/30/99 16:45:43",66,"134","000","200","10",977906,6,35,977906,5,36,"D",1,"24.717.A.1"
"42010",NA,NA,"24.723",24,24,723,"A","1",0,1984,"K","0005","1997","","1-4","2003","061",1,"1","2",100,50,1,2,2,2,2,4,"01/22/03 00:00:00","12/30/99 10:58:00",1,2,1,1,6,3,NA,NA,"A","N","","5","",5,0,3,0,2,"2",1,"REJON ENCONTRADO POR PIES DEL IFN2. ALGUNOS RESTOS DE CORTAS PERMANECEN ESPARCIDOS  POR LA PARCELA.EN LOS ALREDEDORES HAY  REBOLLO.",8,5,"01/22/03 00:00:00","12/30/99 10:04:58","01/22/03 00:00:00","12/30/99 11:05:05",60,"134","067","238","12",179376,30,11,179376,29,12,"D",1,"24.723.A.1"
"42032",NA,NA,"24.744",24,24,744,"A","1",0,1984,"L","0005","1997","","3-2","2003","133",1,"1","2",100,70,1,2,2,2,2,4,"01/15/03 00:00:00","12/30/99 11:17:00",1,2,1,1,5,2,NA,NA,"3","O","","0","",305,0,1,0,2,"1",1,"REJON ENCONTRADO POR PIES DEL IFN2.LA   EDAD DE LA MASA SE HA ESTIMADO CON LOS   DATOS DEL IFN2.LOS RESTOS DE PODAS Y  CORTAS PERMANECEN ESPARCIDOS POR LA  PARCELA.EL MARCO DE PLANTACION SE HA PERDIDO CON LAS CORTAS.HA ESTADO PRESENTE EN EL  LEVANTAMIENTO VICTOR BARON.",8,5,"01/15/03 00:00:00","12/30/99 10:22:51","01/15/03 00:00:00","12/30/99 11:25:22",63,"134","105","319","11",977385,8,33,977385,7,34,"D",1,"24.744.A.1"
"42036",NA,NA,"24.748",24,24,748,"A","1",0,1984,"L","0004","1997","","3-2","2003","133",1,"1","2",100,55,1,2,2,2,2,4,"01/21/03 00:00:00","12/30/99 11:52:00",1,2,1,1,7,4,NA,NA,"3","P","","0","",300,0,2,0,2,"1",1,"REJON ENCONTRADO POR PIES DEL IFN2.10% DE OCUPACION PARA RESTO DE ESPECIES.LOS  RESTOS DE LAS CORTAS PERMANECEN  ESPARCIDOS POR LA MASA, AUNQUE ES MAS REPRESENTATIVO EL MATORRAL PARA EL MODELO DE COMBUSTIBLE.",8,5,"01/21/03 00:00:00","12/30/99 11:07:55","01/21/03 00:00:00","12/30/99 11:59:24",51,"134","111","081","13",179376,32,9,179376,31,10,"D",1,"24.748.A.1"
"42089",NA,NA,"24.796",24,24,796,"A","1",0,1984,"K","0004","1997","","1-3","2002","151",1,"1","2",100,80,1,2,3,2,1,4,"11/25/02 00:00:00","12/30/99 15:30:00",1,2,1,1,7,8,NA,NA,"0","2","4","5","",130,0,7,0,2,"2",2,"NO DOY OCUPACION AL REBOLLO AL NO SER   REPRESENTATIVO.
H PIE 1   COMPROBADO.
PIE 3 ENTRA POR   PENDIENTE.
PIE 7 ENTRA POR           PENDIENTE.
PIE 16,17,30 Y 33 ENTRAN  POR PENDIENTE.
H PIE 34   COMPROBADA. PIE 38 COMPROBADO RUMBO. 
PIE   A  15.8M Y 282G NO   ENTRA POR POCO.
PIE   A  12M 297G CON D   224, 221 NO ENTRA   POR   POCO.
PIE CON   D 125,122 A 376G Y  5.8M   NO  ENTRA   POR POCO.
PIE A 383G Y  3.4M  CON D   120,125 NO  ENTRAN POR  POCO.
LA EDAD   SE HA ESTIMADO SUMANDO 10  AÑOS  A LA   EDAD DEL IFN2.
NO HAY REGENERACION EN   LOS 5M.",15,17,"11/25/02 00:00:00","12/30/99 13:52:22","11/25/02 00:00:00","12/30/99 15:38:29",106,"021","399","290","10",977917,12,29,977917,11,30,"D",3,"24.796.A.1"
"42092",NA,NA,"24.799",24,24,799,"A","4",0,1997,"","2-3","1984","K","0009","2003","068",1,"1","2",100,80,1,2,3,1,1,4,"01/22/03 00:00:00","12/30/99 16:30:00",1,2,1,1,6,8,NA,NA,"0","H","N","5","",180,0,3.2,0,2,"2",2,"NO SE HA LOCALIZADO EL REJON POR    CAMBIOS OCURRIDOS EN LA MASA Y    HOMOGENEIDAD.
PIE A 192G Y 7.2M CON D       117,125  BIFURCADO ENCIMA 1.3M NO    ENTRA    POR  POCO.
PINO PINASTER A    230G Y   13.1M CON D  220,220 NO ENTRA    POR  POCO.
PIE A 10.1M Y 342G CON D    180,180  NO  ENTRA POR POCO
LA LOCALIZACION,ACCESO Y LEVANTAMIENTO  DIFICULTADO POR LA LLUVIA.",15,17,"01/22/03 00:00:00","12/30/99 15:27:31","01/22/03 00:00:00","12/30/99 16:33:04",66,"021","338","095","10",977919,16,25,977919,15,26,"D",3,"24.799.A.4"
"42130",NA,NA,"24.831",24,24,831,"A","1",0,1984,"K","0009","1997","","2-1","2003","199",1,"1","2",100,85,1,2,2,1,1,4,"01/20/03 00:00:00","12/30/99 12:29:00",1,2,1,1,6,10,NA,NA,"0","G","N","5","",243,0,3,0,2,"2",2,"LA EDAD SE HA ESTIMADO SUMANDO 10 AÑOS A LA EDAD CALCULADA EN EL IFN2.
LOS PIES ESTAN CORTADOS Y  EN  EL SUELO.
PIE  20 ENTRA   JUSTO.
PIE  225G Y  10.4M CON D  222,218 NO  ENTRA  POR  POCO.
PIE 37 ENTRA POR PENDIENTE.
PIE A 241G Y 7.0M CON D 122,121 NO  ENTRA  POR  POCO.
RUMBO PIE 12 COMPROBADO.

PIE 43 ENTRA POR  PENDIENTE. 
PIE A 295G Y  11.6M CON D 226,222 NO  ENTRA POR MUY  POCO.",15,17,"01/20/03 00:00:00","12/30/99 10:03:24","01/20/03 00:00:00","12/30/99 12:38:55",156,"021","266","218","10",977919,26,15,977919,25,16,"D",3,"24.831.A.1"
