"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"24350",24,971,"A","1",0,"1984","M","0008","1997","","4-3",2019,1,1,2,75,60,1,2,1,2,2,4,1,2,1,1,11,2,NA,NA,1,4,NA,5,NA,196,NA,6.5,NA,3,1,1,"Parcela localizada, rejon no encontrado. El rejon estaba en una calle de corta que ha sido levantada por maquinaria y todos los pies cortados. El resto de los pies de Ifn3 coinciden y los tocones tambien. Las fotos tambien coinciden con la masa.
He cambiado el modelo de combustible de matorral a restos selvicolas. Tambien he cambiado foto 1 para mejor localizacion. Pie 025 a 189G y 12.1M no entra por diametro.

[Pies Mayores] Pie 025 a 159G y 10M no entra por distancia.",2019-10-30,2000-01-01,2019-10-30,2000-01-01,24,"24.971","24.971.A.1"
"24356",24,1577,"A","1",0,"1985","L","0007","1997","","4-1",2019,1,1,2,90,45,1,1,2,2,1,4,1,2,1,1,7,2,NA,NA,0,0,0,0,0,352,NA,4.25,NA,1,2,2,"PARCELA LOCALIZADA POR ORTOFOTO Y PIES MAYORES IFN3. EL REJON APARECE PERO SE HA MOVIDO DE SU LUGAR ORIGINAL POR LA ESCORRENTIA. SE TRIANGULA CON LOS PIES EXISTENTES Y SE PONE DE NUEVO.
[Pies Mayores]A 0 G Y 15M 021 NO ENTRA POR DISTANCIA LATERAL COMPROBADO CON CINTA METRICA. 
PIE 9 ESTA CAIDO DE AHI LA VARIACION DE RUMBO Y DISTANCIA.
[Localización]SE CAMBIA RUMBO DE LAS FOTOS PARA FACILITAR LOCALIZACION.
[Regeneración] NO HAY.",2019-10-16,2000-01-01,2019-10-16,2000-01-01,24,"24.1577","24.1577.A.1"
"24394",24,988,"A","4",0,"1984","M","0009","1997","","4-3",2019,1,1,2,100,85,1,2,1,2,1,4,1,2,1,1,7,3,NA,NA,1,0,0,0,0,265,NA,7.5,NA,2,2,2,"parcela pinchada en cruce de coordenadas por falta de indicaciones claras, cambios en la masa y no estar pinchada en fotos aereas[Pies Mayores]pie a 197g. 354g. 380g. no entran por diametro 
pie a 293g no entra por distancia ",2019-10-31,2000-01-01,2019-10-31,2000-01-01,24,"24.988","24.988.A.4"
"24395",24,989,"A","4",0,"1984","M","0010","1997","","4-4",2019,1,1,2,100,85,1,2,1,2,2,4,1,2,1,1,8,3,NA,NA,1,4,0,4,0,40,NA,1.25,NA,3,2,2,"parcela pinchada en cruce de coordenadas por fuerte cambio en la masa y falta de indicaciones claras[Pies Mayores]pie a 140g. 172g no entran por distancia 
pie a 325g n entra por diametro 
[Selvicultura]entresaca nuevas, poda y acabALLONADOS antiguas ",2019-11-11,2000-01-01,2019-11-11,2000-01-01,24,"24.989","24.989.A.4"
"24485",24,1142,"A","1",0,"1984","L","0009","1997","","4-1",2019,1,1,2,95,70,1,1,1,2,2,4,1,2,1,1,11,7,NA,NA,1,4,NA,5,NA,160,NA,6.5,NA,2,2,1,"[Identificación] Parcela localizada con foto aerea, croquis y pies ifn3.
[ClaEsp]Ocupaciones comprobadas.
[Pies Mayores]
025-r.164g a 22.4m no por diametro (40cm).
025-r.188g a 22m no por diametro  (416-400).
025-r.193g a 10.9m no por diametro (206-216).
021-r.221g a 13.7m no por diametro (219-214)
021-r.276g no a 15.2m.
021-r.307g a 10.6m no por diametro (225-220).
[Selvicultura]Terrazas deterioradas.
[PiesMay 10-21]Param. especial comprobado, bifurcacion cortada.
[Localización]Se cambian los rumbos para que las fotos sean mas significativas.",2019-09-23,2000-01-01,2019-09-23,2000-01-01,24,"24.1142","24.1142.A.1"
"24494",24,1159,"A","1",0,"1984","J","0008","1997","","2-1",2019,1,1,2,90,85,1,2,1,2,2,4,1,2,1,1,6,3,NA,NA,0,0,0,4,0,120,NA,0.25,NA,1,2,1,"[Identificación] REJON ENCONTRADO CON PIES IFN3.
[ClaEsp] COMPROBADA OCUPACION, PINO PINASTER MUY ESCASO EN LA TESELA.
[Pies Mayores]
COMPROBADA DISTANCIA PIE 1.
021 A 22G Y 14.0M NO ENTRA POR DIAMETRO 216-223MM.
COMPROBADO DIAMETRO PIE 30.
PIE 33 MEDIDO A 1.40M.
025 A 325G Y 15.0M NO ENTRA POR DISTANCIA LATERAL.
COMPROBADO PAE PIE 38.
021 BIFURCADO POR ENCIMA A 375G Y 16.4M NO ENTRA POR DIAMETRO 397-397MM.
[Selvicultura]
CORTAS Y PODAS ANTERIORES AL IFN3.",2019-10-11,2000-01-01,2019-10-11,2000-01-01,24,"24.1159","24.1159.A.1"
"24563",24,1274,"A","1",0,"1984","J","0008","1997","","2-2",2019,1,1,2,95,90,1,3,2,3,2,4,1,2,1,1,4,2,NA,NA,1,4,0,0,0,260,0,0.25,0,2,2,1,"[Identificación]Parcela localizada mediante croquis y pies del ifn3.Pinar de plantacion con subpiso de rebollo. Fcc comprobadas.
Muchos pies cortados. zona de gran actividad maderera.
[Pies Mayores]Pie a 100g y 11.3m no entra por dm.Pie 11 forma comprobada.Pie 25 calidad comprobada.Pie 28 forma comprobada.Pie 32 forma comprobada.
Rumbos comprobados.
[Riesgos]Modelo combustible comprobado.",2019-10-15,2000-01-01,2019-10-15,2000-01-01,24,"24.1274","24.1274.A.1"
"24564",24,1275,"A","1",0,"1984","J","0009","1997","","2-2",2019,1,1,2,95,85,1,3,2,3,2,4,1,2,1,1,6,3,NA,NA,1,0,0,0,0,60,195,3.75,4.25,2,2,2,"[Identificación]Parcela localizada mediante fotos y croquis del ifn3.Plantacion de pino con subpiso de rebollo. Se observan muchas cortas. y restos de la misma en el suelo.
[ClaEsp]
[Pies Mayores]Pie a 97g y 14.1m no entra por dm.Pie 6 rumbo y dist comprobadas.",2019-10-28,2000-01-01,2019-10-28,2000-01-01,24,"24.1275","24.1275.A.1"
"24566",24,1279,"A","1",0,"1984","J","0008","1997","","2-2",2019,1,1,2,90,80,1,3,2,1,3,4,1,2,1,1,5,2,NA,NA,1,0,0,0,0,320,0,4.5,0,2,2,1,"[Identificación]PArcela localizada mediante croquis y pies dal ifn3.Plantacion antigua de pino con subpiso de rebllo.Fcc comprobadas.Composicion especifica comprobada.
[ClaEsp25-4]Ocupacion comprobada. Hay tambien pinaster en los 25 m.
[Pies Mayores]Pie 6 bifurcacion comprobada.Pie 9 dm comprobados y medidoa 1.20 por rama.
Rumbos comprobados.Pie 17 bifurcacion desgajada desde su base.Pie 24 dist comprobada.Pie 26 dist comprobada.Pie 27 altura comprobada.
[Riesgos]Modelo de combustible comprobado.
[Selvicultura]Se observan ramas por el suelo pero no de podas.",2019-10-11,2000-01-01,2019-10-11,2000-01-01,24,"24.1279","24.1279.A.1"
"24572",24,1289,"A","1",0,"1984","J","0009","1997","","2-2",2019,1,1,2,100,90,1,3,2,2,3,4,1,2,1,1,7,2,NA,NA,1,0,0,5,0,320,0,3,0,3,2,2,"[Identificación]Parcela localizada mediente pies del ifn3.Plantacion de pino con subpiso de rebollo.
[Pies Mayores]Pie a 73g y 5.1 no entra por dist.Pie 43 calidad comprobada.
Rumbos comprobados.
[Selvicultura]LAs cortas son antiguas.Aterrazados anntiguos bastante desgastados.",2019-10-29,2000-01-01,2019-10-29,2000-01-01,24,"24.1289","24.1289.A.1"
"24573",24,1290,"A","4",0,"1984","J","0009","1997","","2-2",2019,1,1,2,90,85,1,3,2,2,2,4,1,2,1,1,5,2,NA,NA,1,0,0,4,0,95,0,0.5,0,3,2,2,"[Identificación]Parcela clasificada como A4 por no encontrar el rejon por falta de referencias claras y gran numero de cortas.Zona de intensa actividad maderera. Pinar de plantacion con subpiso de rebollo .
[Pies Mayores]Pie a 10.1 y 215g no entra por dm.
[Riesgos]Modelo combustible comprobado.
[Selvicultura]Restos de ramas procedentes del apeo por el suelo.",2019-10-31,2000-01-01,2019-10-31,2000-01-01,24,"24.1290","24.1290.A.4"
"24575",24,1292,"A","4",0,"1984","K","0010","1997","","2-4",2019,1,1,2,90,85,1,2,2,2,3,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,230,0,0.25,0,3,2,1,"[Identificación]Parcela clasificada como A4 por no encontrar el rejon ni la parcela.Es plantacion donde han cortado la mitad de los pies y las referencias del croquis del ifn3 han deseparecido.Situamos el rejon en el cruce de coordenadas.
[Pies Mayores]Pie a 13.1 y 169g no entra por dm.Pie a 13.9 y 248g no entra por dm.
[Riesgos]Modelo de combustible comprobado.
[Selvicultura]Se observan gran cantidad de cortas.
Ha llovido durante el levantamiento.",2019-10-24,2000-01-01,2019-10-24,2000-01-01,24,"24.1292","24.1292.A.4"
"24601",24,1336,"A","1",0,"1984","J","0010","1997","","2-2",2019,1,1,1,95,80,1,1,2,2,2,4,1,2,1,1,8,5,NA,NA,1,4,NA,0,NA,210,NA,2.25,NA,1,2,2,"[Identificación] Parcela localizada con referencia croquis y pies mayores. Actualmente la marca de pintura de la roca ha desaparecido. Se han realizado cortas y abierto calles.
[PiesMay 12-25] Especie comprobada, pie bifurcado a mas de 6 m.
[Pies Mayores]
021-r.245g no por distancia lateral a 15.11m comprobado con cinta (pendiente 2 no hay correccion)
025-r.289g no por diametro a 11.6 (225-216).
021-r.320g a 7.7m no por diametro (130-115).
021-r.357g a 13.3m no por diametro (222-215).
[PiesMay 25-21]Diametros comprobados.
[Regeneración]Fuera hay 045 y 021 categoria 1.
[Matorral]Fuera hay E. arborea.",2019-10-21,2000-01-01,2019-10-21,2000-01-01,24,"24.1336","24.1336.A.1"
"24607",24,1348,"A","4",0,"1997","","2-2","1985","J","0010",2019,1,1,2,100,80,1,1,2,2,2,4,1,2,1,1,8,4,NA,NA,1,4,NA,4,NA,210,NA,2,NA,3,2,1,"[Identificación]Parcela no localizada por haber realizado cortas y abierto vias de saca. Se va al cruce de coordenadas y se clasifca la parcela como A4. Ha llovido durante el levantamiento.
[Pies Mayores]
025-r.2g a 12m  no por diametro.
021-r.47g a 14.9m no por diametro.
025-r.96g a 10.7m no por diametro (222-219).
Pie referencia 021-r.347g a 15.6m (280-Bifurcado por arriba).
[Matorral]Fuera hay E. cinerea.",2019-10-14,2000-01-01,2019-10-14,2000-01-01,24,"24.1348","24.1348.A.4"
"24608",24,1349,"A","1",0,"1997","","2-2","1984","J","0011",2019,1,1,2,85,55,1,2,2,2,2,4,1,2,1,1,6,4,NA,NA,1,4,NA,5,NA,40,NA,4.5,NA,2,2,1,"[Identificación]Parcela localizada con ortofoto, croquis y pies mayores. Parcela desplazada en el ifn3 y que no se desplaza en el ifn4val ser un solape de menos de 10m con un matorral-improductivo teselado (punto mas cercano solape a 26g y 18.3m) y menos de 5m con tesela forestal y pies <425 (punto mas cercano solape a 234g y 21.3m).
[Pies Mayores] Distancias y formas comprobadas. Pies con grandes crecimientos diametricos.
021-r.63g no por distancia lateral a 10.55m y pendiente 5.25 comprobado con cinta e hipsometro.
021-r.70g a 11.7m no por diametro (219-222).
021-r.311g no por distancia lateral a 15.23m comprobado con cinta.
021-r.336g a 14.6m no por diametro.
021-r.352g no por distancia lateral a 10.17m.
021-r.372g a 6.1m no por diametro.
[Riesgos]Tambien se da el modelo 8.
[Matorral]Fuera hay cistus clusii y cistus sp
[Regeneración]Fuera hay 215.",2019-10-23,2000-01-01,2019-10-23,2000-01-01,24,"24.1349","24.1349.A.1"
"24634",24,1399,"A","1",0,"1984","J","0002","1997","","1-1",2019,1,1,2,95,75,1,2,2,3,2,4,1,2,1,1,11,2,NA,NA,1,0,NA,0,NA,399,NA,4.5,NA,2,2,1,"[ClaEsp] Ocupaciones comprobadas.
[Regeneración 43-1]Q.pyrenaica hibridado con Q.faginea. Predominan caracteres 043.
[Regeneración] Fuera de 5 hay reg. 045.
[Localización] En las fotos se mantienen los rumbos, la foto con vista panoramica (a 10m) corresponde a la segunda y no a la primera (ifn3 al reves).
[Pies Mayores]
021-r.44 no a 15.4m
021-r.301 a 12.9m no por diametro 
[PiesMay 15-25]pie comprobado con metodo cinta-hipsometro (entra por correccion pendiente)
[Identificación]parcela localizada con pies ifn3 y croquis.",2019-08-05,2000-01-01,2019-08-05,2000-01-01,24,"24.1399","24.1399.A.1"
"35500",34,213,"A","1",0,"1984","M","0011","1997","","4-4",2019,1,1,2,85,55,1,2,2,3,3,4,1,2,1,1,11,3,NA,NA,1,0,0,4,0,250,205,5.5,4.75,2,2,1,"PARCELA LOCALIZADA MEDIANTE FOTO AEREA, PIES DEL IFN3 Y TOCONES. SE HA TRIANGULO PARA PONER UN NUEVO REJON, YA QUE EL ANTERIOR NO ESTA PORQUE HAN DESTOCONADO Y DONDE DEBERIA ESTAR HAY RODADAS DE MAQUINAS.
[Especies Presentes] FUERA DE 25 MTS HAY PINASTER
[Riesgos] MOD COMBUSTIBLE MIXTO 11 Y 7.
[Pies Mayores]
021 A 15.1 MTS Y 107 GRS NO POR DISTANCIA (225-230) 
021 A 13.2 MTS Y 112 GRS NO POR DIAMETRO (220-225)
021 A 13.8 MTS Y 254 GRS NO POR DIAMETRO (218-220)",2019-05-09,2000-01-01,2019-05-09,2000-01-01,34,"34.213","34.213.A.1"
"35501",34,215,"A","1",0,"1984","M","0011","1997","","4-4",2019,1,1,2,95,75,1,2,2,2,3,4,1,2,1,1,11,3,NA,NA,1,0,0,4,0,325,NA,1,NA,2,1,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES MAYORES IFN3.
BARRENA ESTROPEADA.
[Pies Mayores]
PIE 13 BIFURCA POR ENCIMA DE 6 MTS.
025 A 14.1 MTS Y 190 GRS NO POR DIAMETRO (227-220)
025 A 15.1 MTS Y 316 GRS NO POR DISTANCIA (310-310)
025 A 18.9 MTS Y 386 GRS NO POR DIAMETRO (417-416)",2019-04-04,2000-01-01,2019-04-04,2000-01-01,34,"34.215","34.215.A.1"
"35521",34,258,"A","1",0,"1985","L","0004","1997","","3-1",2019,1,1,2,100,65,1,2,2,2,3,4,1,2,1,1,11,3,NA,NA,1,4,NA,4,NA,90,NA,1.25,NA,1,2,1,"- REJON LOCALIZADO POR REFERENCIAS EN CROQUIS Y PIES MAYORES IFN3.
[Pies Mayores]- PIE 1 IFN4 BIFURCADO A 8.3 M.
- PIE 17 IFN4 BIFURCADO A 11.8 M.
- PIE 19 IFN4 CALIDAD COMPROBADA.
- PIE 24 IFN4 DIAMETROS Y CALIDAD COMPROBADOS.
- PIE 27 IFN4 CALIDAD COMPROBADA.
- PIE 28 IFN4 CALIDAD COMPROBADA.
- SP 021 A 368 G. Y 10.5 M. NO ENTRA POR DIAMETRO. (214 - 226 MM)
- PIE 32 IFN4 CALIDAD COMPROBADA.
- LOS DANOS POR INSECTOS SON POR BOLSONES DE PROCESIONARIA.
- POR EL SUELO DE LA PARCELA SE ENCUENTRAN ESPARCIDOS RESTOS LIGEROS DE PODAS Y CORTAS.
[Coor. gps]- ETRS 89",2019-07-05,2000-01-01,2019-07-05,2000-01-01,34,"34.258","34.258.A.1"
"35522",34,259,"A","1",0,"1984","L","0004","1997","","3-1",2019,1,1,2,100,75,1,2,2,2,3,4,1,2,1,1,7,4,NA,NA,1,0,NA,4,NA,220,NA,0.25,NA,2,2,1,"- REJON LOCALIZADO POR REFERENCIAS EN CROQUIS Y PIES MAYORES IFN3.
[ClaEsp]
[Pies Mayores]- PIE 8 IFN4 CALIDAD COMPROBADA.
- PIE 23 IFN4 CALIDAD COMPROBADA.
- PIE 25 IFN4 ALTURA COMPROBADA. 
- PIE 31 IFN4 DISTANCIA COMPROBADA CON CINTA.
- PIE 33 IFN4 CALIDAD COMPROBADA.
[Selvicultura]- POR EL SUELO DE LA PARCELA HAY ESPARCIDOS RESTOS FINOS PROCEDENTES DE LAS CORTAS.
- EL MODELO DE COMBUSTIBLE ESTA ENTRE EL 07 Y EL 11 PERO PREDOMINA EL 07.
[Coor. gps]- ETRS 89",2019-07-08,2000-01-01,2019-07-08,2000-01-01,34,"34.259","34.259.A.1"
"35530",34,277,"A","1",0,"1985","M","0013","1997","","4-2",2019,1,1,2,95,90,1,2,2,2,2,4,1,2,1,1,5,3,NA,NA,1,4,0,0,0,50,NA,6.5,NA,2,2,1,"PARCELA LOCALIZADA POR ORTOFOTO, CROQUIS Y PIES IFN3.
ESTA A 23M DE UN CORTAFUEGOS TESELADO, NO SE DESPLAZA AL NO HABER PIES DE >42.5. 
[Pies Mayores]A 77G 025 NO ENTRA POR DISTANCIA.
PIE 28 ESPECIE COMPROBADA.
A 307G 021 NO ENTRA POR DISTANCIA, ESTA CASI MUERTO.
PARCELA LEVANTADA POR EL AUXILIAR ADRIAN BERNAL.",2019-06-11,2000-01-01,2019-06-11,2000-01-01,34,"34.277","34.277.A.1"
"35534",34,286,"A","1",0,"1985","M","0008","1997","","3-4",2019,1,1,2,100,70,1,2,2,2,3,4,1,2,1,1,8,2,NA,NA,1,0,NA,4,NA,325,NA,0.25,NA,3,2,1,"- REJON LOCALIZADO POR REFERENCIAS EN CROQUIS, FOTOS DE LA PARCELA Y PIES MAYORES IFN3.
[Pies Mayores]- PIE 1 IFN4 BIFURCADO A 9.3 M.
- SP 021 A 35 G. NO ENTRA POR DISTANCIA ESTA A 15.1 M. COMPROBADO CON CINTA.
- PIE 7 IFN4 CALIDAD COMPROBADA.
- PIE 8 IFN4 CALIDAD COMPROBADA.
- PIE 13 IFN4 DN MEDIDO A 1.40 M. POR DANOS EN LA CORTEZA. CALIDAD COMPROBADA.
- PIE 17 IFN4 RUMBO COMPROBADO.
- PIE 26 IFN4 BIFURCADO A 9.6 M.
- PIE 38 IFN4 INCLINACION COMPROBADA.
- SP 025 A 390 G NO ENTRA POR DISTANCIA ESTA A 15.1 M. COMPROBADO CON CINTA.
[Matorral]- FUERA DE 10 M. HAY ROSA SPP.
[Localización]- LOCALIZACION 3 POR LAS CORTAS.
[Coor. gps]- ETRS 89",2019-07-09,2000-01-01,2019-07-09,2000-01-01,34,"34.286","34.286.A.1"
"35537",34,293,"A","1",0,"1985","M","0007","1997","","3-4",2019,1,1,2,100,90,1,2,2,1,3,4,1,2,1,1,7,2,NA,NA,0,4,NA,4,NA,240,NA,5.5,NA,2,2,2,"- REJON LOCALIZADO POR REFERENCIAS EN CROQUIS, PENDIENTE DE LA PARCELA Y PIES MAYORES IFN3.
[ClaEsp]- EN LA TESELA ABUNDA MAS EL PINUS SYLVESTRIS.
[Pies Mayores]- PIE 4 IFN4 CALIDAD COMPROBADA.
- PIE 5 IFN4 FORMA COMPROBADA.
- SP 025 A 87 G Y 10.1 M NO ENTRA POR DIAMETRO (214 - 216 MM)
- SP 025 A 171 G Y 15.2 M BIFURCADO POR ENCIMA NO ENTRA POR DISTANCIA AL LATERAL.
- PIE 21 IFN4 RUMBO COMPROBADO.
- PIE 22 IFN4 RUMBO COMPROBADO.
- PIE 23 IFN4 RUMBO Y DISTANCIA COMPROBADOS. PIE BIFURCADO A 6.5 M.
- PIES 26 Y 27 IFN4 SALEN JUNTOS PERO NO SON BIFURCADOS POR DEBAJO. PAE COMPROBADO.
- PIE 29 IFN4 SON DOS PIES QUE SALEN JUNTOS PERO NO ES BIFURCADO POR DEBAJO. PAE COMPROBADO.
- PIE 31 IFN4 FORMA COMPROBADA.
- PIE 38 IFN4 CALIDAD COMPROBADA.
- SP 021 A 388 G 12.6 M. NO ENTRA POR DIAMETRO (222 - 212 MM)
- SP 025 A 397 G Y 15.1 M. NO ENTRA POR DISTANCIA AL LATERAL.
[Coor. gps]- ETRS 89",2019-07-23,2000-01-01,2019-07-23,2000-01-01,34,"34.293","34.293.A.1"
"35548",34,312,"A","1",0,"1985","M","0013","1997","","4-4",2019,1,1,2,75,60,1,1,1,2,2,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,329,NA,0.25,NA,2,1,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3.
LAS ESPECIES 021 Y 025 TIENEN PIES EN ESTADO 3 PERO PREDOMINA EL 4.
ESPESOR DE CAPA MUERTA COMPROBADO.
PIE 9 ALTURA COMPROBADA.
021 A 29G Y 13,7M NO POR DIAMETRO (227-215).
021 A 58G Y 10,2M NO POR DIAMETRO (238-209).

LEVANTADA A ESTADILLO.",2019-03-11,2000-01-01,2019-03-11,2000-01-01,34,"34.312","34.312.A.1"
"35566",34,354,"A","1",0,"1985","L","0010","1997","","4-2",2019,1,1,2,100,85,1,1,1,3,2,4,1,1,1,1,5,3,NA,NA,0,0,NA,0,NA,355,NA,4.75,NA,2,2,1,"PARCELA LOCALIZADA POR CROQUIS Y PIES IFN3.
[ClaEsp]NO DEJO OCUPACION PARA RESTO DE ESPECIES.
FRACCIONES COMPROBADAS.
CLARAS Y CLAREOS ANTIGUOS.
[Pies Mayores]PINO A 85G Y 11.1M NO ENTRA POR DM.
PINO A 90G Y 15.2 DIS LATERAL, NO ENTRA POR DISTANCIA.
PINO A 360G Y 15.3M SE VA POR DISTANCIA LATERAL. 
BARRENA ATASCADA.
PRESENCIA DE PROCESIONARIA EN LA PARCELA.",2019-05-30,2000-01-01,2019-05-30,2000-01-01,34,"34.354","34.354.A.1"
"35581",34,384,"A","1",0,"1984","J","0010","1997","","2-2",2019,1,1,2,95,70,1,2,2,1,3,4,1,2,1,1,11,5,NA,NA,1,4,0,4,0,170,NA,1,NA,1,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3. EL DANO POR INSECTO SE REFIERE A PROCESIONARIA.
[Riesgos] MOD COMBUSTIBLE MIXTO 11 Y 7.
[Pies Mayores]
PIE 23 ESPECIE COMPROBADA 
021 A 10.6 Y 216 GRS NO POR DIAMETRO (222-221)
025 A 13.7 MTS Y 332 GRS NO POR DIAMETRO  (207-223)",2019-05-22,2000-01-01,2019-05-22,2000-01-01,34,"34.384","34.384.A.1"
"35582",34,385,"A","4",0,"2019","","","1997","","2-2",2019,1,1,2,100,70,1,2,2,2,3,4,1,2,1,1,11,3,NA,NA,1,1,0,4,0,240,NA,0.25,NA,3,2,1,"PARCELA A4 YA QUE DEBIDO A LAS ABUNDANTES CORTAS HA SIDO IMPOSIBLE ENCONTRAR LA PARCELA. DIFIERE LA REFERENCIA DE IFN3 Y EL PINCHAZO AUN PROBANDO TOCONES EN EL LUGAR DE REFERENCIA Y EN EL DEL PINCHAZO HA SIDO IMPOSIBLE. BARRENA ESTROPEADA.
[Pies Mayores]
021 A 12 MTS Y 50 GRS NO POR DIAMETRO (228-217)
025 A 392 GRS Y 12.7 MTS NO POR DIAMETRO (220-223)
HA LLOVIDO DURANTE EL LEVANTAMIENTO ",2019-04-22,2000-01-01,2019-04-22,2000-01-01,34,"34.385","34.385.A.4"
"35584",34,388,"A","4",0,"1997","","2-2",NA,"","",2019,1,1,2,100,75,1,3,2,1,3,4,1,2,1,1,11,3,NA,NA,1,0,0,4,0,160,NA,0.25,NA,3,2,2,"NO SE HA ENCONTRADO EL REJON, SE HAN INTENTADO CUADRAR PIES Y TOCONES DE IFN3. HAN CORTADO MUCHOS PIES Y DESTOCONADO CALLES PARA HACER POSIBLES VIAS DE SACA DE MADERA. EL REBOLLO HACE SUBPISO.
[Selvicultura] PODAS MUY ANTIGUAS YA CERRADAS. EL DANO POR INSECTO SE DEBE A LA PROCESIONARIA.
[Pies Mayores]
025 A 10.2 MTS Y 330 GRS O POR DIAMETRO (225-219)",2019-05-23,2000-01-01,2019-05-23,2000-01-01,34,"34.388","34.388.A.4"
"35585",34,391,"A","1",0,"1997","","2-2",NA,"","",2019,1,1,2,100,80,1,2,2,2,3,4,1,2,1,1,11,2,NA,NA,1,4,0,4,0,385,NA,0.25,NA,2,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS IFN3 Y BARRIENDO CON EL DETECTOR.EL DANO POR INSECTO ES DEBIDO A LA PROCESIONARIA 
[Pies Mayores]
025 A 10.1 MTS (CINTA LATERAL) Y 35 GRS NO POR DISTANCIA (155-153)
025 A 7.4 MTS Y 292 GRS NO POR DIAMETRO (123-125)
025 A 10.13 MTS (CINTA LATERAL) Y 355 GRS NO POR DISTANCIA (184-180)
[Regeneración] FUERA DE 5 MTS HAY REGENERACION MAS ABUNDANTE DE REBOLLO EN TODAS LAS CATEGORIAS.
[Riesgos]
MOD COMBUSTIBLE Y ESP CAPA MUERTA COMPROBADO.",2019-05-22,2000-01-01,2019-05-22,2000-01-01,34,"34.391","34.391.A.1"
"35586",34,392,"A","1",0,"1997","","2-4",NA,"","",2019,1,1,2,100,85,1,2,2,1,3,4,1,2,1,1,11,2,NA,NA,1,4,0,4,0,0,NA,0.25,NA,2,2,2,"PARCLA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS IFN3 Y BARRIENDO CON EL DETECTOR. ESTAN TODOS LOS RESTOS DE PODA POR EL SUELO, EL DANO POR INSECTO ES DEBIDO A LA PROCESIONARIA.
[Riesgos] MOD COMBUSTIBLE MIXTO 11 Y 7. ESP CAPA MUERTA COMPROBADO.
",2019-05-24,2000-01-01,2019-05-24,2000-01-01,34,"34.392","34.392.A.1"
"35587",34,398,"A","1",0,"1984","K","0012","1997","","2-4",2019,1,1,2,95,80,1,2,2,2,3,4,1,2,1,1,11,3,NA,NA,1,0,0,4,0,175,NA,0.25,NA,2,2,1,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO Y PIES MAYORES IFN3. NO SE CONSIDERA SUBPISO DE REBOLLO YA QUE SUTALLA ES BAJA. LAS ESPECIES 021 Y 025 ESTAN EN ESTADO 3 Y 4, POR LO QUE SE PONE LA PREDOMINANTE EN AMBAS. HAN HECHO CORTAS EN LA MASA.
[Riesgos] MOD COMBUSTIBLE COMPROBADO.
[Selvicultura] LAS PODAS YA NO SE APRECIAN.
[Pies Mayores]
PIE 5,27 BIFURCACION COMPROBADA 
PIES 7,24 BIFURCACION CORTADA.
PIE 22 MEDIDO A 1.20 POR BIFURCACION CORTADA.
021 A 43 GRS Y 13 MTS NO POR DIAMETRO (218-223)
021 A 136 GRS Y 13.8 MTS NO POR DIAMETRO (208-221)",2019-05-24,2000-01-01,2019-05-24,2000-01-01,34,"34.398","34.398.A.1"
"35589",34,402,"A","1",0,"1984","K","0012","1997","","2-4",2019,1,1,2,100,95,1,3,2,2,3,4,1,2,1,1,11,3,NA,NA,1,0,0,4,0,165,NA,0.5,NA,1,2,2,"PARCELA LOCALIZADA MEDIANTE ORTOFOTO, REFERENCIAS Y PIES MAYORES IFN3. EN LAS ESPECIES 021 Y 025 HAY PIES EN ESTADO 3 PERO PREDOMINA EL 4. EL REBOLLO HACE SUBPISO. EL DANO POR INSECTO SE REFIERE A LA PROCESIONARIA.
[Riesgos] MOD COMBUSTIBLE MIXTO 11 Y 8.
[Pies Mayores]
PIE 20 MEDIDO A 1.15 POR BIFURCACION 
021 A 149 GRS Y 15.1 MTS NO POR DISTANCIA (251-251)
025 A 12 MTS Y 379 GRS NO POR DIAMETRO (221-226)
021 A 12.6 MTS Y 398 GRS NO POR DIAMETRO  (227-208)",2019-05-29,2000-01-01,2019-05-29,2000-01-01,34,"34.402","34.402.A.1"
